,degree_centrality_all,cluster
hmga1a,0.34553775743707094,spinal_cord
tgif1,0.2974828375286041,spinal_cord
vox,0.2494279176201373,spinal_cord
sox19a,0.2425629290617849,spinal_cord
etv5b,0.19908466819221968,spinal_cord
meox1,0.17848970251716248,spinal_cord
meis1a,0.15560640732265446,spinal_cord
lbx2,0.15560640732265446,spinal_cord
ved,0.14645308924485126,spinal_cord
ctcf,0.13272311212814644,spinal_cord
eve1,0.12814645308924486,spinal_cord
cdx4,0.11670480549199085,spinal_cord
tbx16,0.11670480549199085,spinal_cord
hoxd9a,0.11441647597254005,spinal_cord
sox11a,0.10526315789473684,spinal_cord
hoxb9a,0.08695652173913043,spinal_cord
hoxb10a,0.08237986270022883,spinal_cord
vent,0.08009153318077804,spinal_cord
hoxb7a,0.07780320366132723,spinal_cord
myf5,0.07780320366132723,spinal_cord
foxc1a,0.07093821510297482,spinal_cord
rfx4,0.06864988558352403,spinal_cord
tcf3b,0.06636155606407322,spinal_cord
rarga,0.06636155606407322,spinal_cord
irx1b,0.06636155606407322,spinal_cord
pax6a,0.06636155606407322,spinal_cord
sox3,0.06407322654462243,spinal_cord
hoxa9a,0.059496567505720827,spinal_cord
sox11b,0.059496567505720827,spinal_cord
chrd,0.057208237986270026,spinal_cord
