,degree_centrality_all,cluster
hmga1a,0.3890160183066362,PSM
vox,0.2402745995423341,PSM
sox19a,0.2128146453089245,PSM
tgif1,0.2128146453089245,PSM
meox1,0.21052631578947367,PSM
etv5b,0.1853546910755149,PSM
pax6a,0.16475972540045766,PSM
hoxb9a,0.13958810068649885,PSM
hoxd9a,0.13729977116704806,PSM
foxc1a,0.13272311212814644,PSM
cdx4,0.11212814645308924,PSM
ved,0.10526315789473684,PSM
ctcf,0.10068649885583524,PSM
rarga,0.10068649885583524,PSM
hoxb7a,0.09610983981693363,PSM
myf5,0.09610983981693363,PSM
rfx4,0.09153318077803203,PSM
tbx16,0.09153318077803203,PSM
meis2a,0.08924485125858124,PSM
hoxa9b,0.08924485125858124,PSM
dlx3b,0.08009153318077804,PSM
sox11a,0.07551487414187644,PSM
eve1,0.07551487414187644,PSM
sox11b,0.07093821510297482,PSM
lbx2,0.06864988558352403,PSM
foxb1a,0.06636155606407322,PSM
tcf3b,0.06636155606407322,PSM
her1,0.06407322654462243,PSM
meis1a,0.059496567505720827,PSM
sox13,0.05491990846681922,PSM
