,degree_centrality_all,cluster
hmga1a,0.32860520094562645,NMPs
tgif1,0.3215130023640662,NMPs
meox1,0.2718676122931442,NMPs
etv5b,0.2364066193853428,NMPs
sox19a,0.2127659574468085,NMPs
lbx2,0.20803782505910165,NMPs
hoxd9a,0.16548463356973994,NMPs
vox,0.14420803782505912,NMPs
meis1a,0.1182033096926714,NMPs
sox11a,0.11583924349881797,NMPs
tbx16,0.11583924349881797,NMPs
cdx4,0.1111111111111111,NMPs
ved,0.1111111111111111,NMPs
pax6a,0.10874704491725769,NMPs
ctcf,0.10638297872340426,NMPs
hoxb9a,0.1016548463356974,NMPs
myf5,0.09219858156028368,NMPs
rarga,0.09219858156028368,NMPs
eve1,0.08983451536643026,NMPs
tcf3b,0.08747044917257683,NMPs
foxc1a,0.08747044917257683,NMPs
sox13,0.08747044917257683,NMPs
dlx3b,0.07565011820330969,NMPs
hoxd4a,0.07092198581560284,NMPs
hoxb7a,0.06855791962174941,NMPs
irx1b,0.06855791962174941,NMPs
hoxb10a,0.0591016548463357,NMPs
msx1b,0.04964539007092199,NMPs
hoxa9a,0.04964539007092199,NMPs
id1,0.04964539007092199,NMPs
