,degree_centrality_all,cluster
meox1,0.18313253012048192,tail_bud
rxraa,0.1614457831325301,tail_bud
apoc1,0.15903614457831325,tail_bud
hoxb3a,0.1566265060240964,tail_bud
sox5,0.14216867469879518,tail_bud
meis1b,0.13975903614457832,tail_bud
si:dkey-269i1.4,0.12289156626506025,tail_bud
rarga,0.1180722891566265,tail_bud
tbx16,0.1180722891566265,tail_bud
hoxc6b,0.11566265060240964,tail_bud
mnx2a,0.11325301204819277,tail_bud
cx43.4,0.1108433734939759,tail_bud
raraa,0.10843373493975904,tail_bud
hmga1a,0.10361445783132531,tail_bud
msgn1,0.10120481927710843,tail_bud
sox6,0.08674698795180723,tail_bud
rxrab,0.08674698795180723,tail_bud
fn1b,0.08674698795180723,tail_bud
hoxc3a,0.08433734939759036,tail_bud
foxp4,0.07710843373493977,tail_bud
sox19a,0.0746987951807229,tail_bud
lef1,0.0746987951807229,tail_bud
gli2a,0.07228915662650602,tail_bud
nr2f1b,0.07228915662650602,tail_bud
sox3,0.06987951807228916,tail_bud
en2b,0.06987951807228916,tail_bud
hoxb7a,0.06746987951807229,tail_bud
sox21a,0.06506024096385542,tail_bud
meis2a,0.06506024096385542,tail_bud
gsx2,0.06265060240963856,tail_bud
