TF-gene,neural_posterior,spinal_cord,NMPs,tail_bud,PSM,somites,TF,TF_family,max
prox1a_col5a2a,0.0,0.0,0.0,0.0,-0.010484562,-0.02993203,prox1a,pro,PSM
prox1a_si:ch211-121a2.2,0.0,0.0,0.0,-0.024835108,0.0,-0.020571351,prox1a,pro,PSM
prox1a_rps12,0.0,0.0,0.0,0.0,0.014801019,0.0,prox1a,pro,PSM
prox1a_rps20,0.0,0.0,0.0044389935,0.0,0.01509189,0.0,prox1a,pro,PSM
prox1a_banf1,0.0,0.03604744,0.0051057423,0.0,0.009283309,0.0,prox1a,pro,PSM
prox1a_lrrn1,0.024093922,0.01953037,0.009992665,0.0,0.009042419,0.0,prox1a,pro,PSM
prox1a_sox11a,0.0,0.022235706,0.0,0.0,0.0,0.045147978,prox1a,pro,PSM
srfa_adamts3,0.033652395,0.021200355,0.0,0.0,0.0,0.0,srfa,srf,spinal_cord
srfa_pcdh19,0.044920444,0.031684265,0.0,0.0,0.0,0.0,srfa,srf,spinal_cord
srfa_efnb3b,0.031115774,0.0,0.0,0.0,0.0,0.0,srfa,srf,spinal_cord
srfa_ptmab,0.0,-0.020029498,0.0,0.0,0.0,0.0,srfa,srf,spinal_cord
srfa_rpl18,0.0,-0.023223985,0.0,0.0,0.0,0.0,srfa,srf,spinal_cord
srfa_itga5,0.0,0.0,0.0,0.0,0.0,0.017558431,srfa,srf,spinal_cord
srfa_cnbpb,0.0,0.0,0.0,0.0,0.0,0.01765877,srfa,srf,spinal_cord
srfa_si:ch73-21g5.7,0.0,0.053022504,0.0,0.0,0.0,0.0,srfa,srf,spinal_cord
dmrt2a_si:ch73-281n10.2,0.0,0.0,0.0,0.0,-0.0074527897,0.0,dmrt2a,dmr,PSM
dmrt2a_mef2cb,0.0,0.0,0.0038223069,0.0,0.0,0.0,dmrt2a,dmr,PSM
dmrt2a_ptmab,0.0,0.0,0.0,-0.008430915,-0.009709377,0.0,dmrt2a,dmr,PSM
dmrt2a_bcam,0.0,0.0,0.0,0.0,0.008859465,0.0,dmrt2a,dmr,PSM
dmrt2a_tgfbi,0.0,0.0,0.00471473,0.008911276,0.0120306015,0.0,dmrt2a,dmr,PSM
dmrt2a_cfl1,0.023250837,0.0,0.0,0.0,0.0,0.0,dmrt2a,dmr,PSM
dmrt2a_hmgn2,0.0,-0.022766946,0.0,-0.010446097,-0.010039742,0.0,dmrt2a,dmr,PSM
dmrt2a_dkc1,-0.024665687,0.0,0.0,0.0,0.0,0.0,dmrt2a,dmr,PSM
dmrt2a_mdka,0.0,-0.074769065,0.0,-0.017790608,-0.011732909,-0.020391839,dmrt2a,dmr,PSM
ebf2_nrp2a,0.0,0.0,0.0,0.0,0.0,0.017970482,ebf2,ebf,somites
ebf3a_thbs4b,0.0,0.0,0.0,0.0,0.0,0.017561382,ebf3a,ebf,neural_posterior
ebf3a_cd81a,0.0,-0.019619323,0.0,0.0,0.0,0.0,ebf3a,ebf,neural_posterior
ebf3a_epha4b,-0.02181463,0.0,0.0,0.0,0.0,0.0,ebf3a,ebf,neural_posterior
ebf3a_ckmb,-0.023444926,0.0,0.0,0.0,0.0,0.0,ebf3a,ebf,neural_posterior
ebf1b_epha4b,0.0,0.0,0.0,0.0,-0.0073916335,0.016814595,ebf1b,ebf,NMPs
ebf1b_twist1a,0.0,0.0,0.0035815379,0.0,0.0,0.0,ebf1b,ebf,NMPs
ebf1b_optc,0.0,0.0,0.004130082,0.0,0.0,0.0,ebf1b,ebf,NMPs
ebf1b_ccne2,0.0,0.0,0.00471423,0.0,0.0,0.0,ebf1b,ebf,NMPs
isl2a_prickle2b,0.0,0.0,-0.0034962972,0.0,0.0,0.0,isl2a,isl,PSM
isl2a_asph,0.0,0.0,-0.0037174067,0.0,0.0,0.0,isl2a,isl,PSM
isl2a_pcna,0.0,0.0,0.0,-0.0073465784,0.0,0.0,isl2a,isl,PSM
isl2a_hmgn2,0.0,0.0,0.0,0.0,0.009862749,0.0,isl2a,isl,PSM
isl2a_slc25a5,0.0,0.0,0.0,0.0,0.0101410635,0.0,isl2a,isl,PSM
isl2a_rpsa,0.0,0.0,0.0,0.0,0.011420643,0.0,isl2a,isl,PSM
isl2a_rps2,0.0,0.0,0.0,0.0,0.007839694,0.0,isl2a,isl,PSM
isl2a_eif5a,0.0,0.0,0.0,0.0,0.008269347,0.0,isl2a,isl,PSM
isl2a_fabp7a,0.0,0.0,0.0,0.0,0.0,0.017179104,isl2a,isl,PSM
isl2b_ccng1,0.0,0.0,0.009922374,0.0,0.0,0.0,isl2b,isl,NMPs
gli2a_efemp2a,0.0,0.0,0.0,0.008658559,0.012445805,0.05575778,gli2a,gli,tail_bud
gli2a_cxcl12a,0.0,0.0,0.0,0.013226164,0.008624182,0.049251027,gli2a,gli,tail_bud
gli2a_pleca,0.0,0.036069855,0.0,0.010327912,0.016012425,0.04518983,gli2a,gli,tail_bud
gli2a_negr1,0.019866766,0.0,0.0,0.0,0.0,0.0,gli2a,gli,tail_bud
gli2a_cdk1,0.023351002,0.0,0.0,0.0,0.0,0.0,gli2a,gli,tail_bud
gli2a_ncl,0.0,0.0,0.0,0.0066940053,0.0,0.0,gli2a,gli,tail_bud
gli2a_tnnc2,0.0,0.0,0.0,0.0072933985,0.0,0.0,gli2a,gli,tail_bud
gli2a_mfap2,0.0,0.0,0.0,0.0,0.0,0.017395876,gli2a,gli,tail_bud
gli2a_mtss1,0.0,0.0,0.0,0.0,0.0,0.02009095,gli2a,gli,tail_bud
gli2a_sulf1,0.0,0.0,0.0,0.00629685,0.0,0.029050853,gli2a,gli,tail_bud
tfap2e_rbfox1,0.0,0.0,0.0,0.0,-0.008196887,0.0,tfap2e,tfa,somites
tfap2e_rxraa,0.0,0.0,0.0,0.0,-0.015856026,0.0,tfap2e,tfa,somites
tfap2e_fgfr3,0.01995511,0.0,0.0,0.0,0.0,0.0,tfap2e,tfa,somites
tfap2e_pax6a,0.0,0.0,0.0,0.0,0.0,0.018636571,tfap2e,tfa,somites
tfap2e_sox6,0.0,0.0,0.0,0.0,0.0,0.019266762,tfap2e,tfa,somites
tfap2e_krt18a.1,0.0,0.0,0.0,0.0,0.0,0.017098477,tfap2e,tfa,somites
tfap2e_serbp1a,0.0,0.0,0.0,0.0,0.0,0.025984,tfap2e,tfa,somites
tfap2e_histh1l,0.0,0.0,0.0,0.011513096,0.0,0.019873444,tfap2e,tfa,somites
tfap2e_h3f3d,0.0,-0.02247317,0.0,0.0,0.0,0.0,tfap2e,tfa,somites
tfap2e_eif5a,0.0,0.0,0.0,0.0,0.0,-0.022042047,tfap2e,tfa,somites
tfap2e_pax3a,0.037725106,0.018808475,0.0,0.008042266,0.0,0.024679353,tfap2e,tfa,somites
snai2_negr1,0.0,-0.018744709,0.0,0.0,0.0,0.0,snai2,sna,spinal_cord
snai2_ntn1a,0.0,-0.019174486,0.0,0.0,0.0,-0.018452138,snai2,sna,spinal_cord
snai2_ncam1b,-0.034739126,-0.027618516,0.0,0.0,0.0,0.0,snai2,sna,spinal_cord
snai2_itga9,0.0,0.0,0.0,0.0,0.0,0.016872441,snai2,sna,spinal_cord
snai2_tnn,0.0,0.0,0.0,0.0,0.0,0.02233766,snai2,sna,spinal_cord
snai2_serbp1a,0.0,0.024482403,-0.004845451,0.0,0.0,0.0,snai2,sna,spinal_cord
snai1a_vim,0.0,-0.030045033,-0.0039512534,0.0,0.0,0.0,snai1a,sna,neural_posterior
snai1a_slc25a5,0.01986741,0.0,0.0,0.0,0.0,0.0,snai1a,sna,neural_posterior
snai1a_pcna,0.026612405,0.0,0.0,0.0,0.0,0.0,snai1a,sna,neural_posterior
snai1a_banf1,0.024599439,0.03723507,0.0,0.008915498,0.0,0.0,snai1a,sna,neural_posterior
snai1a_serbp1a,0.037477516,0.03892495,0.0,0.0,0.0,0.01755293,snai1a,sna,neural_posterior
zgc:101100_cd81a,0.0,0.0,0.0,0.0,-0.010686426,0.0,zgc:101100,zgc,NMPs
zgc:101100_prickle1b,0.0,0.0,-0.005183996,0.0,-0.014506273,0.0,zgc:101100,zgc,NMPs
zgc:101100_sfrp5,0.0,0.0,0.0034985365,0.0,0.0,0.0,zgc:101100,zgc,NMPs
zgc:101100_hmga1a,0.0,0.0,0.0042079748,0.0,0.0,0.0,zgc:101100,zgc,NMPs
zgc:101100_fabp7a,0.0,0.0,0.008636887,0.0,0.0,0.0,zgc:101100,zgc,NMPs
zgc:101100_ncam1b,0.0,-0.018649332,0.0,0.0,0.0,0.0,zgc:101100,zgc,NMPs
zgc:101100_rpsa,0.0,0.0,0.0048959823,0.0,0.0,0.024138302,zgc:101100,zgc,NMPs
zgc:101100_rpl12,0.0,0.0,0.006204011,0.0,0.0,0.023953756,zgc:101100,zgc,NMPs
zgc:101100_si:ch73-281n10.2,0.0,0.0,0.005544457,0.0,0.0,0.021715427,zgc:101100,zgc,NMPs
zgc:101100_pcna,0.0,0.0,0.0,0.0,0.0,0.018949201,zgc:101100,zgc,NMPs
zgc:101100_ncl,0.023914242,0.028078148,0.0,0.0,0.0,0.0,zgc:101100,zgc,NMPs
pitx3_ybx1,0.0,0.0,0.0,0.006601143,0.0,0.0,pitx3,pit,tail_bud
pitx3_rpsa,0.0,0.0,0.0,0.006675629,0.0,0.0,pitx3,pit,tail_bud
pitx3_eif5a,0.0,0.0,0.0,0.0064561944,0.0,0.0,pitx3,pit,tail_bud
pitx3_rpl12,0.0,0.0,0.0,0.007951453,0.0,0.0,pitx3,pit,tail_bud
pitx3_ncl,0.0,0.0,0.0,0.009486606,0.0,0.0,pitx3,pit,tail_bud
pitx3_fabp7a,0.0,0.02040369,0.0,0.0068517183,0.0,0.0,pitx3,pit,tail_bud
pitx3_pcna,0.024254307,0.0,0.0,0.0,0.0,0.0,pitx3,pit,tail_bud
pitx2_prickle1b,0.0,0.0,-0.0054262755,0.0,0.0,0.0,pitx2,pit,somites
pitx2_itga9,0.0,0.0,0.0,0.0,0.0,0.019117178,pitx2,pit,somites
pitx2_cited4a,0.0,0.0,-0.0073512583,0.0,0.0,0.019362066,pitx2,pit,somites
pitx2_eif5a,0.0,-0.02142868,0.0,0.0,0.0,-0.018481448,pitx2,pit,somites
bcl11aa_cdh6,0.0,0.0,0.004828857,0.0,0.010981276,0.0,bcl11aa,bcl,spinal_cord
bcl11aa_pmp22a,0.0,0.0,0.006196056,0.009697276,0.0,0.0,bcl11aa,bcl,spinal_cord
bcl11aa_stab2,0.0,0.0,-0.0051759,-0.00637813,0.0,0.0,bcl11aa,bcl,spinal_cord
bcl11aa_cnbpb,0.0,-0.021278486,0.0,0.008469627,0.0,0.0,bcl11aa,bcl,spinal_cord
bcl11aa_hoxb8a,0.0,-0.022176713,0.0,0.0,0.0,0.0,bcl11aa,bcl,spinal_cord
bcl11aa_cfl1,0.0,-0.031206856,0.0,0.0,0.0,0.0,bcl11aa,bcl,spinal_cord
bcl11aa_tmsb4x,-0.022602009,-0.025993405,0.0,0.0,0.0,-0.016854413,bcl11aa,bcl,spinal_cord
bcl11aa_eef1a1l1,-0.022887848,-0.02917401,0.0,0.0,0.0,-0.019298261,bcl11aa,bcl,spinal_cord
bcl11aa_hmgb2a,-0.025168609,-0.03598774,0.0,0.0,0.0,0.0,bcl11aa,bcl,spinal_cord
bcl11aa_fgfr3,0.024938539,0.029198088,0.0,0.0,0.0,0.0,bcl11aa,bcl,spinal_cord
bcl11aa_tenm4,0.029222319,0.047213294,0.0,0.0,0.008375282,0.0,bcl11aa,bcl,spinal_cord
bcl11aa_sox11a,0.0,0.025369592,0.0,0.006707181,0.0,0.0,bcl11aa,bcl,spinal_cord
dbx1b_rps2,0.0,0.0,0.0,0.0,0.010605248,0.0,dbx1b,dbx,spinal_cord
dbx1b_npm1a,0.0,-0.019795517,0.0,0.0,0.0,0.0,dbx1b,dbx,spinal_cord
dbx1b_fabp7a,0.0,0.02953281,0.0,0.0,0.0096152555,0.022371087,dbx1b,dbx,spinal_cord
dbx1b_h3f3d,0.0,0.02133869,0.0,0.0,0.009143654,0.0,dbx1b,dbx,spinal_cord
dbx1b_hmgn2,0.0,0.024275495,0.0,0.0,0.012409093,0.0,dbx1b,dbx,spinal_cord
dbx1b_ccng1,0.03323413,0.037169028,0.0,0.0,0.008038609,0.03465642,dbx1b,dbx,spinal_cord
dbx1a_fabp7a,0.0,0.0,0.0,0.0,0.0081630675,0.0,dbx1a,dbx,PSM
dbx1a_fgfrl1a,0.0,0.0,-0.0040556574,0.0,0.0,0.0,dbx1a,dbx,PSM
dbx1a_nop58,0.0,0.0,0.0,0.0,0.0,0.025954923,dbx1a,dbx,PSM
dbx1a_rps2,0.0,0.0,0.0,0.0,0.008215932,0.017691018,dbx1a,dbx,PSM
dbx1a_hmgn2,0.0,0.025486583,0.0,0.0,0.010363608,0.01838922,dbx1a,dbx,PSM
dbx1a_cadm1a,-0.03238575,0.0,0.0,0.0,0.0,0.0,dbx1a,dbx,PSM
lef1_her9,0.0,0.0,-0.0037522127,0.0,0.0,0.0,lef1,lef,NMPs
lef1_rpl7a,0.0,0.0,-0.0040640617,0.0,0.0,0.0,lef1,lef,NMPs
lef1_cyt1,0.0,0.0,-0.0043986724,0.0,0.0,0.0,lef1,lef,NMPs
lef1_hs6st1a,0.0,0.0,0.0,-0.0065058856,0.0,0.0,lef1,lef,NMPs
lef1_id1,0.0,0.0,-0.010725088,0.0,-0.009041467,0.0,lef1,lef,NMPs
lef1_dennd4a,0.0,0.0,0.0,0.0,0.0,0.024561021,lef1,lef,NMPs
lef1_cd81a,0.0,0.0,0.0,0.0,0.0,0.024822326,lef1,lef,NMPs
lef1_kpna2,0.022818292,0.0,0.0,0.0,0.0,0.0,lef1,lef,NMPs
lef1_slc1a3a,0.034415763,0.0,-0.0042737583,0.0,0.0,0.0,lef1,lef,NMPs
lef1_cirbpa,0.022778427,0.02589076,0.0,0.0,0.0,0.0,lef1,lef,NMPs
lef1_ybx1,0.02685251,0.036506206,0.0,0.0,0.0,0.0,lef1,lef,NMPs
lef1_marcksl1b,0.038259152,0.045857336,-0.0054158964,0.0,0.0,0.0,lef1,lef,NMPs
esr1_slc1a3a,0.0,0.08682712,0.0,0.0,0.0,0.0,esr1,esr,neural_posterior
esr1_pax3a,0.021426998,0.05721595,0.0,0.0,0.0,0.0,esr1,esr,neural_posterior
esr1_serbp1a,-0.043718487,0.0,0.0,0.0,0.0,0.0,esr1,esr,neural_posterior
esr1_tenm4,-0.055796042,0.0,0.0,0.0,0.0,0.0,esr1,esr,neural_posterior
esr1_kpna2,-0.021488909,0.0,0.0,0.0,0.0,0.0,esr1,esr,neural_posterior
esr1_npm1a,-0.022381287,0.0,0.0,0.0,0.0,0.0,esr1,esr,neural_posterior
esr1_efnb3b,-0.020472972,0.0,0.0,0.0,0.0,0.0,esr1,esr,neural_posterior
esr1_rpl18,-0.023639914,0.0,0.0,0.0,0.0,0.0,esr1,esr,neural_posterior
esr1_ybx1,-0.024632521,0.0,0.0,0.0,0.0,0.0,esr1,esr,neural_posterior
esr1_cnbpb,0.0,-0.024697348,0.0,0.0,0.0,0.0,esr1,esr,neural_posterior
esr1_cirbpa,0.0,-0.024774667,0.0,0.0,0.0,0.0,esr1,esr,neural_posterior
esr1_nucks1a,0.0,-0.020475926,0.0,0.0,0.0,0.0,esr1,esr,neural_posterior
esr1_gfap,-0.02011595,-0.02396073,0.0,0.0,0.0,0.0,esr1,esr,neural_posterior
olig2_cntfr,0.025554601,0.029512977,0.0,0.0,0.0,0.0,olig2,oli,neural_posterior
olig2_epha3,0.032421675,0.029699713,0.0,0.0,0.0,0.0,olig2,oli,neural_posterior
olig2_lrrn1,0.026749417,0.030211676,0.0,0.0,0.0104835685,0.0,olig2,oli,neural_posterior
olig2_cirbpa,0.01996392,0.036364917,0.0,0.008004087,0.007832383,0.0,olig2,oli,neural_posterior
olig2_adamts3,0.05989062,0.054403648,0.0,0.0,0.0,0.0,olig2,oli,neural_posterior
olig2_cdh11,0.0,0.0,0.0,0.0075808074,0.0,0.0,olig2,oli,neural_posterior
olig2_cks1b,0.0,0.0,0.0,0.007952863,0.0,0.0,olig2,oli,neural_posterior
olig2_efemp2b,0.0,0.0,0.0,-0.009297259,0.0,0.0,olig2,oli,neural_posterior
olig2_apoc1,0.0,0.0,-0.015854705,0.0,0.0,0.0,olig2,oli,neural_posterior
olig2_ccng1,0.0,0.0,0.0,0.0,0.0,0.017210437,olig2,oli,neural_posterior
olig2_dhrs3b,0.0,0.0,0.0,0.0,0.0,0.019154083,olig2,oli,neural_posterior
olig2_hmgn2,0.022271864,0.0,0.0,0.0,0.0,0.017341934,olig2,oli,neural_posterior
olig2_id1,0.0,0.025529148,0.0,0.0147952335,0.0,0.018454853,olig2,oli,neural_posterior
arid3a_fabp7a,0.0,0.0,0.003823764,0.0,0.0,0.0,arid3a,ari,tail_bud
arid3a_pcna,0.0,0.0,0.0,0.0063501163,0.0,0.0,arid3a,ari,tail_bud
arid3a_hsp90ab1,0.0,0.0,0.0,0.0072811944,0.0,0.0,arid3a,ari,tail_bud
arid3a_eef1a1l1,0.0,0.0,0.0,0.0075667677,-0.008849483,0.0,arid3a,ari,tail_bud
arid3c_ctnna2,0.021449938,0.0,0.0,0.0,0.0,0.0,arid3c,ari,neural_posterior
arid3c_her15.2,0.02145891,0.0,0.0,0.0,0.0,0.0,arid3c,ari,neural_posterior
arid3c_efnb3b,0.041238412,0.0,0.0,0.0,0.0,0.0,arid3c,ari,neural_posterior
arid3c_nop58,0.03355928,0.02443386,0.0,0.0,0.0,0.0,arid3c,ari,neural_posterior
arid3c_pcna,0.042588912,0.022136882,0.0,0.0,0.0,0.0,arid3c,ari,neural_posterior
arid3c_fabp7a,0.0,0.0,-0.0036837587,0.0,0.0,0.0,arid3c,ari,neural_posterior
arid3c_hsp90ab1,0.0,0.019104613,0.0,0.0,0.0,0.0,arid3c,ari,neural_posterior
arid3c_dmrt2a,0.0,0.0,0.0,0.0,0.0,0.020779738,arid3c,ari,neural_posterior
arid3c_si:ch73-281n10.2,0.0,-0.019525139,0.0,0.0,0.0,0.0,arid3c,ari,neural_posterior
arid3c_aspm,0.0,-0.021692328,0.0,0.0,0.0,0.0,arid3c,ari,neural_posterior
ptf1a_lrrn1,0.0,0.0,0.0,0.0072802086,0.0114753535,0.0,ptf1a,ptf,tail_bud
ptf1a_gfap,0.0,0.0,0.0,0.010077455,0.010926177,0.0,ptf1a,ptf,tail_bud
ptf1a_eif5a,0.0,0.0,0.0,0.007029537,0.007832258,0.0,ptf1a,ptf,tail_bud
ptf1a_id1,0.0,0.0,0.0,0.01430126,0.008357222,0.0,ptf1a,ptf,tail_bud
ptf1a_vim,0.0,0.0,0.0,0.0,0.012854303,0.0,ptf1a,ptf,tail_bud
ptf1a_rpl7a,0.0,0.0,0.0,0.007064211,0.0,0.0,ptf1a,ptf,tail_bud
ptf1a_rplp0,0.0,0.0,0.0,0.0074788383,0.0,0.0,ptf1a,ptf,tail_bud
ptf1a_ptmab,0.0,0.0,0.0,0.0064747017,0.0,0.0,ptf1a,ptf,tail_bud
ptf1a_rps2,0.0,0.0,0.0,0.006664108,0.0,0.0,ptf1a,ptf,tail_bud
ptf1a_boc,0.0,0.0,0.0,0.010839106,0.0,0.0,ptf1a,ptf,tail_bud
ptf1a_pcna,0.0,0.0,0.0,0.0073382217,0.0,0.01801215,ptf1a,ptf,tail_bud
ptf1a_serbp1a,0.0,0.0,0.0,0.014357436,0.0,0.019798808,ptf1a,ptf,tail_bud
ptf1a_epha4b,0.0,0.0,0.0,0.0070265518,0.008651089,0.02177222,ptf1a,ptf,tail_bud
ptf1a_apoc1,0.0,-0.023494896,0.0,0.0,0.0,0.0,ptf1a,ptf,tail_bud
ptf1a_pcdh19,0.0,0.026839336,0.0,0.0,0.0,0.0,ptf1a,ptf,tail_bud
tcf7l2_hs6st1a,0.0,0.0,0.0,0.00937989,0.0,0.0,tcf7l2,tcf,spinal_cord
tcf7l2_klhl41b,0.0,0.0,0.0042584664,0.0,0.0,0.0,tcf7l2,tcf,spinal_cord
tcf7l2_ccne2,0.0,0.0,0.0,0.0,0.0,0.016891073,tcf7l2,tcf,spinal_cord
tcf7l2_cfl1,0.0,0.0,0.0,0.0,0.0,0.020765625,tcf7l2,tcf,spinal_cord
tcf7l2_gnao1a,0.0,0.020250054,0.0,0.0,0.0,0.0,tcf7l2,tcf,spinal_cord
tcf7l2_meis3,0.0,0.020367816,0.0,0.0,0.0,0.0,tcf7l2,tcf,spinal_cord
tcf7l2_chl1a,0.0,0.020875325,0.0,0.0,0.0,0.0,tcf7l2,tcf,spinal_cord
tcf7l2_chsy1,0.02456263,0.0,0.0,0.0,0.0,0.0,tcf7l2,tcf,spinal_cord
tcf7l2_cadm1a,0.02981414,0.0,0.0,0.0,0.0,0.0,tcf7l2,tcf,spinal_cord
tcf7l2_kpna2,0.0,-0.020089813,0.0,0.0,0.0,0.0,tcf7l2,tcf,spinal_cord
tcf7l2_h3f3b.1,0.0,-0.023594672,0.0,0.0,0.0,0.0,tcf7l2,tcf,spinal_cord
tcf7l2_ank2b,0.027425418,0.030752428,0.0,0.0,0.0,0.0,tcf7l2,tcf,spinal_cord
tcf7l2_slc1a3a,0.028089996,0.039857786,0.0,0.0,0.0,0.0,tcf7l2,tcf,spinal_cord
tcf7l2_lrrn1,0.020607973,0.024658613,0.007374815,0.0,0.010216017,0.0,tcf7l2,tcf,spinal_cord
tcf7l2_id1,0.0,0.0,0.0,0.0,0.009969706,0.050842095,tcf7l2,tcf,spinal_cord
wt1b_slc1a3a,0.020879807,0.059567135,0.0,0.0,0.0,0.0,wt1b,wt,spinal_cord
wt1b_slc6a9,0.023137901,0.05349777,0.0,0.0,0.0,0.0,wt1b,wt,spinal_cord
wt1a_slc1a3a,0.05542195,0.09302023,0.0,0.0,0.0,0.0,wt1a,wt,spinal_cord
wt1b_creb1b,0.0,0.019260544,0.0,0.0,0.0,0.0,wt1b,wt,spinal_cord
wt1b_boc,0.0,0.020329427,0.0,0.0,0.0,0.0,wt1b,wt,spinal_cord
wt1a_slc6a9,0.0,0.02319069,0.0,0.0,0.0,0.0,wt1a,wt,spinal_cord
wt1a_tnni2b.1,0.0,0.023663938,0.0,0.006368337,0.0,0.0,wt1a,wt,spinal_cord
wt1a_efemp2a,0.0,0.0,0.0,0.007985854,0.0,0.0,wt1a,wt,spinal_cord
wt1a_cxcl12b,0.0,0.0,0.0,0.0146963615,0.0,0.0,wt1a,wt,spinal_cord
wt1a_hoxb8a,0.0,0.0,0.0,0.0,0.0,0.022274809,wt1a,wt,spinal_cord
wt1a_tpm4a,0.0,0.0,0.0,0.0,0.0,0.023718158,wt1a,wt,spinal_cord
wt1a_boc,0.0,0.0,0.0,0.0,0.0,0.018935401,wt1a,wt,spinal_cord
wt1a_emp2,0.0,0.0,0.0,0.0,0.0,0.01922296,wt1a,wt,spinal_cord
wt1b_cnbpb,0.0,-0.021390123,0.0,0.0,0.0,0.0,wt1b,wt,spinal_cord
wt1a_qkia,0.0,-0.021505328,0.0,0.0,0.0,0.0,wt1a,wt,spinal_cord
wt1a_npm1a,0.0,-0.023519095,0.0,0.0,0.0,0.0,wt1a,wt,spinal_cord
smad9_id3,0.0,0.0,0.0,0.0,0.0,0.017547011,smad9,sma,NMPs
smad9_rdh10a,0.0,0.0,0.0,0.0,0.0,0.02001557,smad9,sma,NMPs
smad9_gfap,0.0,0.0,-0.004355788,0.0,0.0,0.018602919,smad9,sma,NMPs
smad9_matn4,0.0,0.0,0.0060340576,0.0,0.0,0.02199356,smad9,sma,NMPs
smad9_serbp1a,0.0,0.0,-0.0044865287,0.0066800653,0.012996302,0.02397089,smad9,sma,NMPs
smad9_tmsb,0.0,0.0,0.0,0.0,0.0075597307,0.0,smad9,sma,NMPs
smad9_eef1a1l1,0.0,0.0,0.0,0.0,0.0081116455,0.0,smad9,sma,NMPs
smad9_twist1a,0.0,0.0,0.006651892,0.0,0.009002158,0.0,smad9,sma,NMPs
smad9_bmp1a,0.0,0.0,0.007108227,0.0,0.0,0.0,smad9,sma,NMPs
