TF-gene,neural_posterior,spinal_cord,NMPs,tail_bud,PSM,somites,TF,TF_family,max
mnx2a_epha4b,0.02260096,0.0,0.0,0.013031618,0.0,0.0,mnx2a,mnx,neural_posterior
wt1a_boc,0.0,0.0,0.015731528,0.017587455,0.021245189,0.0,wt1a,wt,spinal_cord
wt1a_meis1a,0.0,0.037478566,0.020382732,0.0,0.026415052,0.04447347,wt1a,wt,spinal_cord
wt1a_fgfr2,0.03717987,0.032349367,0.0,0.0,0.0,0.0,wt1a,wt,spinal_cord
wt1a_msna,0.06760677,0.06065597,0.0,0.0,0.0,0.0,wt1a,wt,spinal_cord
neurod4_cntfr,-0.03839346,0.0,0.0,-0.015262417,0.0,0.0,neurod4,neu,tail_bud
neurod4_efemp2b,0.0,0.0,0.0,0.0,-0.027588328,-0.031488206,neurod4,neu,tail_bud
neurod4_msna,0.0,0.0,0.011960146,0.017210351,0.0,0.0,neurod4,neu,tail_bud
neurod4_col28a2a,0.0,0.041259307,0.0,0.015660612,0.0,0.0,neurod4,neu,tail_bud
neurod1_rxraa,0.0,0.0,-0.01205705,-0.01628688,0.0,0.0,neurod1,neu,NMPs
si:ch211-145o7.3_ctslb,0.0,0.0,0.0,0.08864197,-0.03416183,-0.040358014,si:ch211-145o7.3,si,somites
si:ch211-145o7.3_si:dkey-269i1.4,0.0,0.0,0.05434527,0.066134356,0.0,-0.036212258,si:ch211-145o7.3,si,somites
si:ch211-145o7.3_meox1,0.0,0.0,0.0,0.0,-0.03007388,-0.02723547,si:ch211-145o7.3,si,somites
si:ch211-145o7.3_apoeb,0.0,0.0,0.0,-0.027353514,-0.055609114,-0.026581801,si:ch211-145o7.3,si,somites
si:ch211-145o7.3_msna,0.0,0.0,0.0,0.0,0.05061046,0.037240073,si:ch211-145o7.3,si,somites
fli1a_itm2cb,0.0,0.0,0.0,0.02066603,0.02225338,0.0,fli1a,fli,tail_bud
fli1a_meox1,0.0,0.0,0.014861687,0.014611031,0.030687202,0.0,fli1a,fli,tail_bud
fli1a_pax7a,0.0,0.0,0.01291966,0.0,0.0,0.025313806,fli1a,fli,tail_bud
fli1a_si:dkey-269i1.4,0.033050615,0.039873417,0.040956367,0.018897459,0.0,0.0,fli1a,fli,tail_bud
fli1a_apoeb,0.0,0.02626202,0.0,0.050944053,0.064339526,-0.038286336,fli1a,fli,tail_bud
ebf2_meox1,0.0,0.0,0.01132656,-0.018659918,0.0,0.0,ebf2,ebf,spinal_cord
ebf2_notch1b,0.0,0.041020323,0.0,0.020855008,0.0,0.0,ebf2,ebf,spinal_cord
ebf2_nova2,0.0,0.05865809,0.0,0.01492873,0.0,0.0,ebf2,ebf,spinal_cord
ebf2_elavl3,0.030239396,0.04299683,0.0,0.0,0.0,0.0,ebf2,ebf,spinal_cord
ebf3a_ncl,-0.027641362,-0.03262666,0.0,0.0,0.0,0.0,ebf3a,ebf,neural_posterior
ebf1b_epha4a,0.0,0.0,0.01606264,0.015870016,0.0,0.0,ebf1b,ebf,NMPs
pnx_cx43.4,0.022963224,0.0,0.0,0.016113099,0.0,0.0,pnx,pnx,tail_bud
pnx_notch1a,0.033242416,0.0,0.0,0.016286219,0.028577974,0.0,pnx,pnx,tail_bud
pnx_msgn1,0.0,0.0,0.0,0.013005622,0.021309657,0.0,pnx,pnx,tail_bud
pnx_dla,0.034065787,0.02433284,0.0,0.0,0.0,0.0,pnx,pnx,tail_bud
pnx_itm2cb,0.0,0.0,-0.020561583,0.0,0.04399623,0.0,pnx,pnx,tail_bud
pnx_zgc:158328,0.0,0.0,0.0,-0.013111687,0.0,0.052320555,pnx,pnx,tail_bud
dlx4b_itm2cb,0.0,0.0,0.016019072,0.018361673,0.02396521,0.0,dlx4b,dlx,NMPs
dlx4b_fn1b,0.0,0.0,0.028059911,0.0,0.018414907,0.0,dlx4b,dlx,NMPs
dlx4b_asph,0.0,0.0,0.0149973985,0.013045113,0.0,0.0,dlx4b,dlx,NMPs
dlx4b_apoc1,0.0,0.0,0.023526972,0.0,0.0,0.029989567,dlx4b,dlx,NMPs
dlx4b_si:dkey-239j18.2,0.0,0.0,-0.03285974,0.0,0.031782832,0.0,dlx4b,dlx,NMPs
dlx4a_si:dkey-239j18.2,0.0,0.0,-0.047755472,-0.016337482,0.025516298,0.0,dlx4a,dlx,NMPs
dlx4a_si:dkey-269i1.4,0.0,0.0,-0.02801563,-0.019877242,0.0,0.0,dlx4a,dlx,NMPs
her9_eef1a1l1,0.0,0.0,0.013659238,0.017391771,0.019623796,0.0,her9,her,tail_bud
her9_ptmab,0.0,0.0,0.014174196,0.01465939,0.018675582,0.0,her9,her,tail_bud
her9_rplp0,0.0,0.0,0.0,0.0149845565,0.01769623,0.0,her9,her,tail_bud
her9_cdon,0.0,0.0,0.01540238,0.015206278,0.0,0.0,her9,her,tail_bud
her9_sox11a,0.0,0.028192336,0.0,0.0,0.021582574,0.0,her9,her,tail_bud
her9_msgn1,0.0,0.0,-0.021645693,-0.016810723,0.0,0.0,her9,her,tail_bud
her9_cntfr,0.03989798,0.0,0.0112477215,0.017519675,0.0,0.024516169,her9,her,tail_bud
her6_si:dkey-269i1.4,0.0,-0.025541456,0.011069819,0.019076455,0.019675195,0.0,her6,her,spinal_cord
irx7_ctslb,0.0,0.0,-0.062629156,-0.049356893,-0.018596308,0.0,irx7,irx,NMPs
irx7_si:dkey-26g8.5,0.0,0.0,-0.07333187,-0.045735296,0.0,0.0,irx7,irx,NMPs
irx7_si:dkey-269i1.4,0.0,0.0,-0.04096235,-0.019048903,0.0,0.0,irx7,irx,NMPs
irx7_he1.1,-0.025741275,0.0,-0.1190826,-0.07279434,-0.037090767,-0.029246334,irx7,irx,NMPs
irx7_serpinh1b,0.0,0.0,0.018073596,0.013243119,0.0,0.0,irx7,irx,NMPs
irx7_col11a1a,0.0,0.0,0.029473007,0.01338341,0.0,0.0,irx7,irx,NMPs
irx7_apoeb,0.0,0.0,0.023371313,0.0,0.0,-0.024593865,irx7,irx,NMPs
irx7_egfl6,-0.029107986,0.0,0.0,0.0,0.0,0.02555141,irx7,irx,NMPs
alx4a_cyp26a1,0.0,0.0,0.011666493,0.015387417,0.0,0.0,alx4a,alx,NMPs
alx4a_msna,0.0,0.0,0.014204879,0.018821776,0.0,0.0,alx4a,alx,NMPs
alx4a_itm2cb,0.0,0.0,0.021820666,0.01751052,0.0,0.0,alx4a,alx,NMPs
alx4a_cx43.4,0.0,0.0,0.021524532,0.020799551,0.019075122,0.0,alx4a,alx,NMPs
alx4a_col11a1a,0.0,0.0,0.0,0.035684906,0.018159822,0.0,alx4a,alx,NMPs
alx4a_si:dkey-269i1.4,0.0,0.0,0.029737124,0.0,0.02349941,0.0,alx4a,alx,NMPs
alx4a_si:dkey-239j18.2,0.0,0.0,0.030675948,0.0,0.028174847,0.0,alx4a,alx,NMPs
alx4a_pax3a,-0.031567052,0.0,0.0,0.0,0.0,-0.02553152,alx4a,alx,NMPs
twist2_zbtb16a,-0.05145106,0.0,0.0,0.0,-0.029824287,0.0,twist2,twi,neural_posterior
twist2_flrt3,0.038261045,0.029415071,0.0,0.0,0.0,0.06897801,twist2,twi,neural_posterior
twist1b_zbtb16a,0.0,0.0,0.017592713,0.02657896,0.020438634,0.0,twist1b,twi,NMPs
twist1b_sox6,0.0,0.0,0.025147654,0.021401346,0.0,0.0,twist1b,twi,NMPs
twist1a_pmp22a,0.0,0.0,0.0,0.01539916,0.018546317,0.0,twist1a,twi,NMPs
twist1a_ncl,0.0,0.0,0.01281797,0.0,0.017181247,0.0,twist1a,twi,NMPs
twist1a_cirbpa,0.027096765,0.0,0.0,0.0,0.0197171,0.0,twist1a,twi,NMPs
twist1a_efemp2b,0.0,0.0,0.017728278,0.0,0.0,0.033534605,twist1a,twi,NMPs
twist1a_bcam,0.0,-0.036455423,0.014019126,0.0,0.0,-0.03743616,twist1a,twi,NMPs
zic3_wif1,0.0,0.0,0.0,0.022937397,0.024472844,0.0,zic3,zic,somites
zic3_dld,0.0,0.0,0.0,0.0,0.020838112,0.03342825,zic3,zic,somites
zic3_egfl6,0.0,0.026501937,0.02320884,0.018079298,0.017825168,0.02900845,zic3,zic,somites
zic3_fn1b,0.0,0.042949848,0.015404649,0.036791693,0.0,0.036463093,zic3,zic,somites
zic3_pcdh8,0.0,0.0,0.0,0.0,0.02612668,0.074721895,zic3,zic,somites
zic3_sox6,0.0,0.0,0.0,0.0,-0.019857641,-0.03443557,zic3,zic,somites
zic3_kirrel3l,-0.02212788,0.0,0.0,0.0,0.0,-0.036112666,zic3,zic,somites
zic2a_tuba1a,0.0,0.0,0.014290848,0.0,0.017796231,0.0,zic2a,zic,NMPs
zic2a_egfl6,0.055232722,0.0,0.03794847,0.029966518,0.038833696,0.040225137,zic2a,zic,NMPs
trps1_fgfr1b,0.04436111,0.059076965,0.014061004,0.026995206,0.052332006,0.061286904,trps1,trp,PSM
trps1_pax3a,0.09446582,0.042953543,0.0,0.0,0.0,0.07166206,trps1,trp,PSM
trps1_igsf3,0.0,0.0,0.0,0.0,0.020202525,0.03661004,trps1,trp,PSM
trps1_asph,0.0,0.0,0.0,0.0,0.03716322,0.026413556,trps1,trp,PSM
trps1_shdb,0.0,0.0,0.0,0.0147527605,0.01993812,0.0,trps1,trp,PSM
trps1_fbln1,0.0,0.0,0.0,0.01825956,0.023629138,0.0,trps1,trp,PSM
trps1_cx43.4,0.0,-0.031946797,0.014913567,0.0,0.021118497,0.0,trps1,trp,PSM
trps1_greb1l,0.026757576,0.0,0.0,0.0,0.019309955,0.05603052,trps1,trp,PSM
trps1_cirbpa,-0.04415815,-0.025859613,0.0,0.0,0.0,0.0,trps1,trp,PSM
onecut2_meis1b,0.022258498,0.0,0.0,0.01999257,0.0,0.0,onecut2,one,neural_posterior
onecut2_rnf220a,0.027574869,0.0,0.0,0.02171758,0.0,0.024719873,onecut2,one,neural_posterior
onecut2_apoc1,0.0,0.0,0.0,0.0,-0.024481755,0.043268945,onecut2,one,neural_posterior
onecut2_he1.1,-0.024945846,0.0,0.04997396,0.0,0.0,0.039031684,onecut2,one,neural_posterior
onecut1_si:dkey-269i1.4,0.0,0.0,0.013468262,0.021225512,0.0,0.0,onecut1,one,NMPs
onecut1_hmga1a,0.0,0.0,0.016686404,0.016247166,0.0,0.0,onecut1,one,NMPs
onecut1_pcna,0.0,0.0,0.02276307,0.015499828,0.0,0.0,onecut1,one,NMPs
onecut1_fndc3ba,0.0,0.0,-0.013637469,-0.015552379,0.0,0.0,onecut1,one,NMPs
onecut1_he1.1,0.0,0.0,0.053812373,0.09075137,0.019036753,0.032666545,onecut1,one,NMPs
phox2bb_tuba1a,0.0,0.0,0.0,0.017607039,0.019400861,0.0,phox2bb,pho,tail_bud
phox2bb_ackr3b,0.0,0.0,0.016217835,0.014148565,0.0,0.0,phox2bb,pho,tail_bud
phox2bb_tenm4,0.0,0.032267213,0.0,0.020856662,0.0,0.0,phox2bb,pho,tail_bud
phox2bb_notch1a,0.0,0.0,-0.0179701,-0.0276061,0.0,0.0,phox2bb,pho,tail_bud
phox2bb_cx43.4,0.0,0.0,-0.02115789,-0.024992008,0.0,0.0,phox2bb,pho,tail_bud
phox2bb_fn1b,0.0,0.0,-0.02210461,-0.031567596,0.0,0.0,phox2bb,pho,tail_bud
phox2bb_mllt3,0.0,0.0,-0.015772896,-0.013518083,0.0,0.0,phox2bb,pho,tail_bud
phox2bb_tbx16,0.0,0.0,-0.018061288,-0.013940834,0.0,0.0,phox2bb,pho,tail_bud
phox2bb_itm2cb,0.0,0.0,-0.016028136,-0.019690938,0.0,0.0,phox2bb,pho,tail_bud
barhl2_si:dkey-269i1.4,0.0,0.0,-0.032582495,-0.034928314,0.0,0.0,barhl2,bar,tail_bud
barhl2_si:dkey-239j18.2,-0.028972872,-0.031554148,0.0,-0.051532246,0.0,0.0,barhl2,bar,tail_bud
barhl2_tenm4,-0.06583162,0.0,0.0,0.0,-0.023621427,0.0,barhl2,bar,tail_bud
barhl2_apoc1,0.0,0.0,0.0,0.014693683,0.0420209,0.0,barhl2,bar,tail_bud
barhl2_cxcl12b,0.0,0.0,0.0,0.017328946,0.022857647,0.0,barhl2,bar,tail_bud
barhl2_draxin,0.0,0.0,0.0,0.028095275,0.031007018,0.0,barhl2,bar,tail_bud
barhl2_fn1b,0.0,0.0,0.0,0.0373953,0.039641228,0.0,barhl2,bar,tail_bud
barhl2_cx43.4,0.0,0.0,-0.011625705,0.015845187,0.0,0.0,barhl2,bar,tail_bud
barhl2_itm2cb,0.0,0.0,-0.01818342,0.022362364,0.017411089,0.0,barhl2,bar,tail_bud
barhl1a_apoc1,0.0,0.0,0.015900666,0.020946138,0.0,0.0,barhl1a,bar,NMPs
dmrt2a_enah,0.036975063,0.045455717,0.014181383,0.013916959,0.05516983,0.02606013,dmrt2a,dmr,PSM
dmrt2a_mdka,0.046834953,0.0,0.038523637,0.020071099,0.05091326,0.04048437,dmrt2a,dmr,PSM
dmrt2a_vash2,0.0,0.042762965,0.0,0.0,0.035283707,0.0,dmrt2a,dmr,PSM
dmrt2a_her1,0.0,0.047606844,0.0,0.013038095,0.04718469,0.0,dmrt2a,dmr,PSM
dmrt2a_src,0.0,0.024329972,0.0,0.0,0.026468493,0.0,dmrt2a,dmr,PSM
dmrt2a_trps1,0.0,0.03587906,0.0,0.0,0.018015869,0.0,dmrt2a,dmr,PSM
dmrt2a_meis1a,0.0,0.0,0.030610563,0.0,0.034273982,0.0,dmrt2a,dmr,PSM
dmrt2a_bcam,0.0,0.040956598,0.014385383,0.019887265,0.10667348,0.03346399,dmrt2a,dmr,PSM
dmrt2a_zbtb16a,0.0,-0.034778375,0.0,0.0,-0.04182036,0.0,dmrt2a,dmr,PSM
dmrt2a_msna,-0.03189762,0.0,0.0,0.0,-0.029192828,0.0,dmrt2a,dmr,PSM
dmrt2a_apoc1,0.069624744,0.13170387,0.024973202,0.016691579,0.03331578,0.04552721,dmrt2a,dmr,PSM
tead1a_meis1b,0.024055004,0.0,0.0134911025,0.031993195,0.04663241,0.054652944,tead1a,tea,PSM
tead1a_gli2a,0.02708468,0.025458794,0.02186219,0.029025462,0.04382432,0.034164615,tead1a,tea,PSM
tead3b_gli2a,0.04926858,0.04017742,0.016582921,0.014731245,0.0322169,0.04951828,tead3b,tea,PSM
tead1a_tjp2b,0.0,0.0,0.0,0.0131437965,0.05375228,0.043767057,tead1a,tea,PSM
tead1a_enah,0.0,0.0,0.0,0.013226151,0.04104422,0.038019296,tead1a,tea,PSM
tead3b_enah,0.0,0.0,0.0,0.0,0.017725023,0.02620678,tead3b,tea,PSM
tead1a_igsf3,0.0,0.0,0.0,0.0,0.023403943,0.025252754,tead1a,tea,PSM
tead1a_zgc:92429,0.0,0.0,0.0,0.0,0.032904536,0.02592794,tead1a,tea,PSM
tead1a_asph,0.0,0.0,0.013735025,0.019165669,0.031339325,0.0,tead1a,tea,PSM
tead1a_prickle1b,0.0,0.0,0.02657974,0.022202555,0.041227955,0.0,tead1a,tea,PSM
tead1a_meox1,0.0,0.0,0.031020295,0.04112887,0.09469449,0.076074705,tead1a,tea,PSM
fosab_mdka,0.0,0.0,0.0,0.018300064,0.031852428,0.0,fosab,fos,tail_bud
fosab_zbtb16a,0.0,0.0,0.0,0.02366893,0.02964776,0.0,fosab,fos,tail_bud
fosab_cntfr,0.0,0.0,0.0,0.015993958,0.018063428,0.0,fosab,fos,tail_bud
fosab_tenm4,-0.025201563,0.0,0.0,0.01740949,0.022832174,0.0,fosab,fos,tail_bud
fosab_ptprfb,0.0,0.0,0.012358417,0.014966612,0.0,0.0,fosab,fos,tail_bud
fosab_msna,0.0,0.031009339,0.0,0.01359197,0.0,0.0,fosab,fos,tail_bud
fosl2_zbtb16a,0.0,0.0,0.0,0.015114715,0.022571277,0.0,fosl2,fos,NMPs
fosl2_apoeb,0.0,0.0,0.017650096,0.021595757,0.02759282,0.0,fosl2,fos,NMPs
fosl2_rxraa,0.0,0.0,-0.014144382,0.0,0.020414276,0.0,fosl2,fos,NMPs
fosl2_ptprfb,0.0,0.0,0.01102776,0.014555313,0.0,0.0,fosl2,fos,NMPs
fosl2_sox6,0.0,0.0,0.012353456,0.028884549,0.0,0.0,fosl2,fos,NMPs
arid5b_mdka,-0.0504267,0.0,0.0,0.018544154,0.03917766,0.0,arid5b,ari,neural_posterior
arid3c_her15.2,-0.02399568,0.0,0.0,0.0,0.0,-0.025165232,arid3c,ari,PSM
arid3c_her1,0.0,0.028889596,0.0,0.0132657355,0.031685412,0.0,arid3c,ari,PSM
arid3c_nop58,0.0,0.036524184,0.0,0.0,0.01856912,0.0,arid3c,ari,PSM
arid3c_mtss1,0.022120973,0.026006557,0.0,0.0,0.0283332,0.0,arid3c,ari,PSM
arid3c_pcdh8,0.0,0.0,0.0,0.014957121,0.050326463,0.0,arid3c,ari,PSM
arid3c_enah,0.02869314,0.03266556,0.011112055,0.0,0.035314128,0.04870426,arid3c,ari,PSM
arid3c_col5a2a,0.029458119,0.037789892,0.01317359,0.01360806,0.026258498,0.064454734,arid3c,ari,PSM
arid3c_dmrt2a,0.02738892,0.0,0.0,0.0,0.038165804,0.062144604,arid3c,ari,PSM
arid3c_slit3,0.03198564,0.0,0.014410003,0.0,0.045173828,0.06922938,arid3c,ari,PSM
arid3c_tgfbi,0.0,0.025598956,0.0,0.0,0.0,0.060780063,arid3c,ari,PSM
e2f7_cx43.4,0.0,0.0,0.014697064,0.01569394,0.0,0.0,e2f7,e,NMPs
e2f7_col11a1a,0.0,0.0,0.020883113,0.017362233,0.0,0.0,e2f7,e,NMPs
e2f7_sox6,0.0,0.0,0.02173624,0.043894477,0.0,0.0,e2f7,e,NMPs
e2f7_nucks1a,0.0,0.0,0.0,0.013850296,0.028201,0.0,e2f7,e,NMPs
e2f7_cirbpa,0.0,0.0,0.011848916,0.015561254,0.022307163,0.0,e2f7,e,NMPs
e2f7_dock1,0.0,0.0,0.0113687,0.0,0.023575068,0.0,e2f7,e,NMPs
e2f7_msna,0.0,0.0,0.014831567,0.02619,0.03181609,0.029446779,e2f7,e,NMPs
e2f7_cyt1,0.0,0.027323416,0.014272403,0.0,0.0,0.0,e2f7,e,NMPs
e2f7_lig1,0.028255591,0.04578695,0.019362684,0.0,0.0,0.0,e2f7,e,NMPs
e2f7_meox1,0.0,0.0,0.0,-0.028729768,-0.025901984,0.0,e2f7,e,NMPs
e2f7_zbtb16a,0.0,0.0,0.014143995,-0.021394106,0.0,0.0,e2f7,e,NMPs
e2f7_tenm4,-0.032299243,0.0,0.0,0.0,0.0,-0.048283316,e2f7,e,NMPs
nfatc3a_pax7a,0.08834589,0.0,0.0,0.0,0.0,0.030849269,nfatc3a,nfa,neural_posterior
nfatc3a_he1.1,0.10162553,0.050914004,0.0,0.0,0.0,0.0,nfatc3a,nfa,neural_posterior
nfatc3a_tshz1,0.03790312,0.0,0.0,0.0,0.01929567,0.0,nfatc3a,nfa,neural_posterior
nfatc3a_chl1a,0.03864925,0.024378777,0.0,0.0,0.0,0.0,nfatc3a,nfa,neural_posterior
nfatc3a_apoc1,0.0,0.0,0.0,0.020708265,0.025864925,0.0,nfatc3a,nfa,neural_posterior
nfatc3a_emp2,0.0,0.0,0.012289618,0.0,0.020155726,0.0,nfatc3a,nfa,neural_posterior
nfatc3a_greb1l,0.0,0.024663797,0.0,0.0,0.023167716,0.0,nfatc3a,nfa,neural_posterior
nfatc3a_ncor2,0.0,0.0,0.0,0.0,0.019992005,0.025897574,nfatc3a,nfa,neural_posterior
nfatc3a_ptk2ab,0.0,0.0,0.020149773,0.0,0.026406527,0.044893473,nfatc3a,nfa,neural_posterior
nfatc3a_boc,0.023053246,0.0,0.0,0.0,0.0,0.03699588,nfatc3a,nfa,neural_posterior
nfatc3a_pax3a,0.025868803,0.0,0.0,0.0,0.0,0.031744946,nfatc3a,nfa,neural_posterior
nfatc3a_gli2a,0.031208873,0.0,0.0157996,0.0,0.0,0.028544327,nfatc3a,nfa,neural_posterior
tfap2c_robo1,0.0,0.0,0.0,0.014998021,0.017890794,0.0,tfap2c,tfa,tail_bud
tfap2c_zbtb16a,0.0,0.0,0.020795116,0.015241115,0.0,0.0,tfap2c,tfa,tail_bud
tfap2c_fndc3ba,0.0,0.0,0.015027878,0.01351023,0.0,0.0,tfap2c,tfa,tail_bud
tfap2c_ntn1a,0.0,0.0,0.011523419,0.013532073,0.0,0.0,tfap2c,tfa,tail_bud
tfap2a_zgc:158328,0.0,0.0,0.0125147225,0.0,0.018778682,0.0,tfap2a,tfa,NMPs
tfap2a_serbp1a,0.0,0.0,0.020089518,0.015890714,0.0,0.0,tfap2a,tfa,NMPs
tfap2a_cyt1,0.0,0.0,0.019502731,0.020928312,0.0,0.0,tfap2a,tfa,NMPs
tfap2a_rps2,0.0,0.0,0.014473389,0.0134040015,0.0,0.0,tfap2a,tfa,NMPs
tfap2a_cirbpa,0.0,0.0,0.013826465,0.015364178,0.0,0.0,tfap2a,tfa,NMPs
tfap2a_nop58,0.0,0.0,0.013916403,0.014846833,0.0,0.0,tfap2a,tfa,NMPs
tfap2a_hmgb2a,0.0,0.0,0.011712919,0.0135753015,0.0,0.0,tfap2a,tfa,NMPs
tfap2a_stm,0.0,-0.023888964,0.026067045,0.022863908,0.021317612,0.0,tfap2a,tfa,NMPs
nkx2.2b_hmga1a,0.0,0.0,0.0,0.016740171,0.018293176,0.0,nkx2.2b,nkx,tail_bud
nkx6.1_dock1,0.0,0.0,0.0,-0.015171606,-0.017142687,0.0,nkx6.1,nkx,tail_bud
nkx2.2b_hoxc3a,0.0,0.0,0.0,-0.015539005,0.0,-0.026410488,nkx2.2b,nkx,tail_bud
nkx3-1_itga9,0.0,0.027443102,0.0,0.0,0.0,0.03840089,nkx3-1,nkx,spinal_cord
nkx1.2la_qkia,0.0,0.0,0.0,0.015449293,0.020415826,0.0,nkx1.2la,nkx,neural_posterior
nkx1.2la_nop58,-0.023955436,0.0,0.0,0.020350512,0.0,0.0,nkx1.2la,nkx,neural_posterior
nkx1.2la_meis1b,-0.033200193,0.0,-0.0145491855,0.0,0.0,0.0,nkx1.2la,nkx,neural_posterior
nkx6.2_adamts3,0.023512285,0.036939193,0.0,0.013855585,0.0,0.0,nkx6.2,nkx,neural_posterior
nkx6.2_nop58,0.0306533,0.030388936,0.0,0.0,0.0,0.0,nkx6.2,nkx,neural_posterior
