TF-gene,neural_posterior,spinal_cord,NMPs,tail_bud,PSM,somites
pnx_rps5,0.027449667,0.0,0.0,0.0,0.0,0.036466945
pnx_rps16,0.028930608,0.0,0.0,0.0,0.0,0.04364422
pnx_nop56,0.022027967,0.0,0.0,0.0,0.0,0.042289585
pnx_rpl7a,0.021080956,0.0,0.0,0.0,0.0,0.042438254
pnx_nectin1b,0.0,0.028445669,0.04250535,0.0,0.0,-0.05979418
pnx_alcamb,0.0,0.02751402,0.0,0.0,0.0,-0.03449868
pnx_fn1b,0.0,0.0,0.0,-0.045329396,-0.038001914,-0.05556764
pnx_tubb4b,0.0,0.0,0.0,-0.03139857,-0.038999256,0.0
nfia_tubb2b,0.0,0.0,0.0,-0.02868877,-0.042141523,0.0
nfia_rpl13a,0.021631416,-0.031892605,0.0,0.0,-0.031782005,0.0
nfia_ncl,0.0,-0.028514305,0.0,0.0,0.0,-0.029056689
nfia_ctnnb1,0.0,-0.026231252,0.0,0.0,0.0,-0.030704863
nfic_rpl13a,0.0,0.0,0.029651115,0.0,0.0,0.043472096
nfia_id1,0.0,0.0,0.033669125,0.030005233,0.031106189,0.0
nfia_aebp1,0.0,0.0,0.022875838,0.034453504,0.0,0.0
nfia_nova2,0.056393158,0.063206725,0.022519644,0.03565032,0.045100663,0.0
nfia_pcdh19,0.041054282,0.045607544,0.028043587,0.0,0.0,0.0
nfia_arvcfb,0.027899513,0.03633619,0.03387558,0.0,0.0,0.0
nfia_dacha,0.022522684,0.033359222,0.0,0.0,0.0,0.0
nfia_prickle2b,0.03264656,0.042181663,0.0,0.0,0.0,0.0
nfia_ptprfa,0.03543006,0.03654224,0.0,0.0,0.0,0.0
nfia_cadm1a,0.032643296,0.036148015,0.0,0.0,0.0,0.0
nfia_rfx4,0.04046463,0.029391581,0.0,0.0,0.0,0.0
nfia_ntn1a,0.032234393,0.029894501,0.0,0.0,0.0,0.0
nfia_wnt4,0.032071494,0.030287262,0.0,0.0,0.0,0.0
nfia_cdh7a,0.05094779,0.0634731,0.0,0.0,0.0,0.0
nfia_epha4b,0.041350067,0.052277677,0.0,0.0,0.0,0.0
mef2d_cfl1,0.0,0.0,0.0,-0.042409807,-0.035498857,0.0
mef2d_rxraa,0.0,0.042109884,0.0350642,0.09445195,0.09873248,0.03108329
mef2d_itm2cb,0.0,0.028336875,0.0,0.1230942,0.06638503,0.0
mef2d_cxcl12a,0.034084905,0.054368928,0.0,0.032750234,0.030451791,0.037439365
mef2d_pcdh19,0.03587471,0.029299947,0.0,0.0,0.0,0.0
mef2d_metap2b,0.0,0.027747082,0.0,0.04680538,0.0,0.0
mef2d_rbm24a,0.0,0.0,0.0,0.031622473,0.06961936,0.087251805
mef2d_fstl1b,0.0,0.032904033,0.0,0.049474962,0.081856996,0.039681703
mef2d_unc45b,0.0,0.026253339,0.0,0.061651513,0.07407747,0.04412087
mef2d_large2,0.0,0.0,0.0,0.052892163,0.08875149,0.03570063
mef2d_nop56,0.0,0.0,0.0,0.0360891,0.08936804,0.04742968
mef2d_enah,0.0,0.0,0.0,0.030855095,0.08294416,0.06290697
mef2d_rpl13a,0.0,0.027890418,0.031812154,0.06338901,0.038234845,0.0
mef2d_epha4a,0.0,0.0,0.02292636,0.05890903,0.06811049,0.0
mef2d_tle3b,0.0,0.0,0.0,0.029633481,0.058089603,0.03168218
mef2d_fgfrl1a,0.0,0.0,0.0,0.0,0.065622166,0.035079896
mef2d_zgc:92429,0.0,0.0,0.0,0.0,0.042775232,0.029471824
mef2d_zbtb18,0.0,0.0,0.0,0.0,0.03704924,0.03225247
mef2d_aspm,0.0,0.03263378,0.0,0.0,0.033757076,0.0
mef2d_lpar1,0.0,0.0,0.0,0.03394506,0.0582839,0.0
mef2d_asph,0.0,0.029226886,0.0,0.036562245,0.051309448,0.0
mef2d_cx43.4,0.0,0.028214723,0.0,0.03090279,0.05037094,0.0
zbtb18_efemp2b,0.04107807,0.056160536,0.0308323,0.086707644,0.1810748,0.12923221
zbtb18_serpinh1b,0.044326935,0.025476562,0.0,0.068397395,0.09233761,0.05468491
zbtb18_apoc1,0.08883142,0.06278614,0.0,0.0,0.0,0.027225783
zbtb18_chl1a,-0.052649304,-0.0301898,0.0,0.0,0.0,0.0
zbtb18_dlc,0.0,0.0,0.0,0.0,0.055713866,0.05034951
zbtb18_pcdh8,0.0,0.0,0.0,0.0,0.055061895,0.047479264
zbtb18_fstl1b,0.020759866,0.0,0.0,0.032186717,0.048019998,0.036392946
zbtb18_tenm3,0.0,0.0,0.0,0.032734077,0.039289102,0.04578187
zbtb18_rbm24a,0.0,0.0,0.0,0.031558078,0.062022615,0.04509913
zbtb18_actc1a,0.0,0.028554343,0.041417167,0.038029674,0.036300097,0.031516936
zbtb18_rpl31,0.03386662,0.03771636,0.030396748,0.042949967,0.037673324,0.037332393
zbtb18_rpl18a,0.03245812,0.026493855,0.027966492,0.030570759,0.034545697,0.02941362
zbtb18_ctnnb1,0.0,0.0,0.023492245,0.046106763,0.0,0.0
zbtb18_alpi.1,0.0,0.0,0.0,0.03725097,0.035395637,0.0
zbtb18_hsp90aa1.1,0.0,0.0,0.0,0.027986186,0.034274653,0.0
zbtb18_bcam,0.0,0.030692752,0.0,0.0,0.0,0.025874354
zbtb18_eef1a1l1,0.023335682,0.026674008,0.0,0.0,0.0,0.0
zbtb18_rps4x,0.025006888,0.031866986,0.0,0.0,0.0,0.0
zbtb18_si:ch73-281n10.2,0.02150537,0.030586412,0.0,0.0,0.0,0.0
zbtb18_rps7,0.022599624,0.02956282,0.029608378,0.0,0.0,0.0
zbtb18_dkc1,0.0,0.031893227,0.023427064,0.0,0.0,0.0
zbtb18_tenm4,0.0,0.0,0.0,0.02777472,0.0,0.050249692
zbtb18_rps14,0.027743915,0.0,0.0246291,0.0,0.0,0.029746346
zbtb18_cx43.4,0.02604876,0.0,0.0,0.0,0.0,0.033669483
six6a_apoeb,0.0,0.0,-0.045519218,-0.049325213,0.0,0.0
six4a_rps19,0.0,0.0,0.039291874,0.03571815,0.0,0.0
six4a_ubc,0.0,0.0,0.031039981,0.029800886,0.0,0.0
six4a_spon1b,0.0,0.0,0.02332546,0.027250916,0.0,0.0
six4a_epha4a,0.0,0.0,0.0319141,0.04641876,0.0,0.026469879
six4a_nop58,0.0,0.0,0.034335256,0.030863537,0.0,0.027649693
six4a_pnrc2,0.0,0.0,0.024344673,0.030429287,0.0,0.03203342
six4a_rpl31,0.0,0.032939814,0.023933489,0.027538767,0.0,0.0
six4a_rpl4,0.0,0.03906136,0.033730272,0.032318965,0.0,0.0
six4a_eef2b,0.0,0.03226064,0.034420654,0.027305044,0.0,0.0
six4a_hnrnpaba,0.0,0.033962075,0.028301965,0.0,0.0,0.0
six4a_banf1,0.0,0.028353842,0.025752844,0.0,0.0,0.0
six4a_khdrbs1a,0.0,0.027840903,0.025501158,0.0,0.0,0.0
six4a_rps2,0.0,0.03127888,0.025630688,0.0,0.0,0.0
six4a_rps7,0.0,0.031145744,0.022748834,0.0,0.0,0.0
six4a_rpl7a,0.0,0.03595128,0.044781867,0.0,0.0,0.0
six4a_rpl10a,0.0,0.044251356,0.036174454,0.0,0.0,0.0
six4a_rps18,0.0,0.043103494,0.035179965,0.0,0.0,0.0
six4a_npm1a,0.0,0.032626934,0.0,0.0,0.0,0.028837847
six4a_gnaia,0.0,0.0,0.025835905,0.0,0.0,0.028801462
six4a_ncl,0.0,0.0,0.0225682,0.0,0.0,0.029221436
six4a_cbx3a,0.0,0.026286794,0.03499143,0.0,0.0,0.036751974
six4a_hmgn2,0.0,0.026729783,0.02937222,0.0,0.0,0.026937874
six4a_rps4x,0.0,0.025736844,0.028041458,0.0,0.0,0.034627814
six4a_lpar1,0.0,0.025609419,0.029470198,0.0,0.0,0.03287996
six4a_hmga1a,0.0,0.032403737,0.0,0.0,0.03146968,0.0
six4a_id1,0.0,0.06948076,0.035403952,0.0,0.030172694,0.02651103
six4a_serbp1a,0.0,0.02988784,0.028425414,0.0,0.03650904,0.038066816
myog_apoc1,-0.028998785,0.0,-0.086449444,0.0,0.0,0.0
myod1_apoc1,0.03843523,0.052785743,0.028837185,-0.043921392,0.061842497,0.0
myod1_sulf1,0.0,0.0,0.027372245,0.101538375,0.053851645,0.04018614
myog_rack1,-0.033249754,0.0,0.0,0.0,-0.031106753,0.0
myog_rxraa,0.0,0.0,0.0,-0.029812118,-0.056536254,0.0
myod1_cnbpb,0.0250541,0.0,0.0,-0.038152494,0.0,0.0
myod1_rpl24,0.023474852,0.0,0.028336028,0.0,0.0,0.0
myod1_ncl,0.0,0.03102245,0.026317207,0.0,0.0,0.0
myod1_rps14,0.0,0.02714527,0.031456716,0.0,0.0,0.0
myod1_actc1a,0.0,0.025318712,0.028723672,0.0,0.0,0.0
myod1_cx43.4,0.0,0.0,0.0,0.041257422,0.051868793,0.0
myod1_id1,0.0,0.0,0.0,0.037436333,0.04008612,0.0
myog_efemp2a,0.0,0.0,0.0,0.031715974,0.045633946,0.0
myod1_serpinh1b,0.0,0.031974696,0.02359759,0.046261802,0.0,-0.040894713
myog_serpinh1b,0.025054013,0.0,0.0,0.03538731,0.0,0.0
myod1_pcdh8,0.0,0.0,0.0,0.039511755,0.0,-0.031241907
myod1_rbm24a,0.0,0.0,0.0,0.035387237,0.0,0.041046932
myog_qkia,0.022990083,0.0,0.0,0.047853235,0.030774761,0.04165583
myog_mef2d,0.0,0.0,0.0,0.044005293,0.034894243,0.06409774
myod1_mef2d,0.0,0.0,0.0,0.03235066,0.03186614,0.07522419
myod1_eef1a1l1,0.022783352,0.028678901,0.0,0.0,0.030735314,0.0
myod1_rpl35a,0.0,0.029683791,0.0,0.0,0.033147287,0.027571188
myod1_rpl8,0.0,0.034677047,0.0,0.0,0.03709547,0.043623675
myod1_eef2b,0.0,0.027774315,0.0,0.0,0.034901727,0.04071877
myod1_nucks1a,0.02888955,0.066759296,0.0,0.028197592,0.040374793,0.026489535
myod1_hmga1a,0.0,0.047154993,0.028843306,0.05064537,0.056050856,0.028952671
myod1_hsp90ab1,0.0,0.029821398,0.031876028,0.03722837,0.048497558,0.046245255
myod1_efemp2a,0.0,0.027950158,0.029953957,0.03021683,0.030401316,0.05160549
myod1_rps7,0.027758326,0.0387033,0.03294567,0.02981733,0.031248959,0.038638476
myod1_rps4x,0.022823405,0.03255543,0.032317866,0.036277212,0.04757465,0.028833445
eve1_cirbpa,0.0,0.0,0.048105154,0.034824535,0.0314949,0.0
eve1_rpl5b,0.0,0.0,0.0614466,0.0532849,0.0,0.0
eve1_hspb1,0.0,0.0,0.04292218,0.06933953,0.0,0.0
eve1_faua,0.021865178,0.0,0.03324115,0.04005256,0.0,0.030267548
eve1_sall4,0.0,0.0,0.027311243,0.029718058,0.0,0.029492104
eve1_rps5,0.0,0.0,0.040364612,0.03419668,0.0,0.0
eve1_lig1,0.0,0.0,0.038336534,0.027703635,0.0,0.0
eve1_rpl36,0.0,0.0,0.033229068,0.03151403,0.0,0.0
eve1_metap2b,0.0,0.0,0.03092386,0.043365493,0.0,0.0
eve1_si:ch1073-429i10.3,0.0,0.0,0.02665197,0.03515799,0.0,0.0
eve1_top1l,0.031593066,0.0,0.02534682,0.03195982,0.0,0.0
eve1_rps19,0.02646918,0.0,0.032765504,0.04460227,0.0,0.0
eve1_tma7,0.0,0.025189076,0.0,0.0452597,0.029500732,0.0
eve1_ube2e2,0.0,0.0,0.0,0.03699104,0.038703132,0.0
eve1_stmn1a,0.0,0.029369816,0.024667747,0.03482933,0.0,0.0
eve1_tbxta,0.0,0.029301396,0.030993983,0.03237025,0.0,0.0
eve1_vox,0.0,0.044322614,0.0,0.028555414,0.0,0.0
eve1_ephb4b,0.0,0.025749084,0.0,0.03358219,0.0,0.0
eve1_hes6,0.0,0.052884713,0.042421065,0.0,0.0,0.0
eve1_tbx16,0.0,0.03752165,0.0,0.0,0.0,0.03635364
eve1_ved,0.0,0.030546622,0.0,0.0,0.0,0.025725028
eve1_msgn1,0.0,0.0,-0.04871221,-0.09002975,-0.06303789,0.0
eve1_cx43.4,0.0,0.0,0.027572228,-0.06935123,-0.049655754,0.030832838
eve1_rps9,0.0,0.0,0.024810895,0.0,-0.04655076,-0.028470414
eve1_fzd10,0.0,-0.034958996,0.0,-0.03908889,0.0,0.0
eve1_necab2,0.0,0.0,-0.027953625,-0.031154213,0.0,0.0
eve1_epha4a,0.0,0.0,-0.024891924,-0.042157564,-0.045170013,0.0
eve1_tob1a,0.0,0.0,0.0,-0.04754682,-0.038995016,0.0
eve1_fn1b,0.0,0.0,0.0,-0.031566743,-0.040424347,0.0
eve1_alcamb,0.0,-0.039844397,0.026550904,-0.02714089,-0.036505308,0.0
eve1_draxin,0.0,-0.03337825,0.0,-0.027289417,-0.042552646,0.0
rfx1a_rack1,0.0,0.0,-0.039331168,-0.07389542,-0.08031754,-0.073439404
rfx4_msi1,0.06562903,0.0601703,0.04062512,0.0,0.03932988,0.046046846
rfx4_tenm4,0.042760868,0.03792327,0.03263841,0.0,0.030933281,0.05847982
rfx4_cntfr,0.09846995,0.068963535,0.036627427,0.0,0.06414132,0.040253345
rfx4_col18a1a,0.101383016,0.1132841,0.029109439,0.0,0.050842874,0.03066936
rfx4_epha4b,0.06645467,0.099014,0.02456758,0.0,0.051391095,0.031444963
rfx4_bcam,0.0,0.04000229,0.0,0.0,0.0,0.03192851
rfx1a_mki67,0.0,0.0,0.024961405,0.0,0.0,0.027788209
rfx4_gse1,0.024319602,0.0,0.0,0.0,0.034213327,0.0
rfx4_adgrv1,0.053684108,0.055755038,0.0,0.0,0.0,0.0
rfx4_dacha,0.051782694,0.04069425,0.0,0.0,0.0,0.0
rfx4_lmo3,0.036505383,0.048486423,0.0,0.0,0.0,0.0
rfx4_hs3st3b1b,0.032481786,0.048925575,0.0,0.0,0.0,0.0
rfx4_ackr3b,0.021706084,0.032145537,0.0,0.0,0.0,0.0
rfx4_sulf2a,0.026863134,0.032272544,0.0,0.0,0.0,0.0
rfx4_efna3b,0.025296917,0.030348897,0.0,0.0,0.0,0.0
rfx4_oc90,0.034921475,0.03804921,0.0,0.0,0.0,0.0
rfx4_ncam1a,0.038743343,0.029792467,0.0,0.0,0.0,0.0
rfx4_ctnnd2b,0.03333084,0.03292323,0.0,0.0,0.0,0.0
rfx4_ccdc85ca,0.03126689,0.029671162,0.0,0.0,0.0,0.0
rfx4_arvcfb,0.030134425,0.051508375,0.0,0.0,0.03733495,0.033566665
rfx4_lrp2a,0.032427944,0.042710293,0.0,0.0,0.031016178,0.0
rfx4_ntn1a,0.06086139,0.039349962,0.0,0.0,0.031166477,0.0
rfx4_foxp4,0.048192166,0.04933959,0.0,0.0,0.04122395,0.0
rfx1a_syncrip,0.0,0.0,0.0,-0.03234651,-0.029774148,-0.03371957
rfx1a_rpl11,0.0,0.0,-0.028931007,0.0,-0.034495454,-0.032555643
rfx1a_ubc,0.0,0.0,0.0,0.0,-0.035705052,-0.02873771
rfx1a_rps4x,0.0,0.0,0.0,0.0,-0.03200852,-0.032211456
rfx1a_rpl6,0.0,0.0,0.0,0.0,-0.029888488,-0.03321646
rfx4_rack1,0.0,-0.052563768,0.0,0.0,-0.051406816,0.0
rfx4_fbl,-0.025098544,-0.030385686,0.0,0.0,0.0,0.0
rfx4_hmgn6,-0.025921581,-0.039512213,0.0,0.0,0.0,0.0
rfx4_dkc1,-0.024521224,-0.035258625,0.0,0.0,0.0,0.0
gbx1_nectin1b,0.0,0.0,0.0,0.0,-0.059461698,-0.10973633
gbx1_draxin,0.0,0.0,0.0,-0.04259691,-0.041665304,-0.033277743
gbx1_msgn1,0.0,0.0,0.0,-0.035366323,-0.03028278,0.0
gbx1_rpl21,0.025398066,0.02703342,0.04169784,0.059396148,0.058302913,0.030903941
gbx1_rpl13a,0.0,0.0,0.035907228,0.08273465,0.08286076,0.054617908
gbx1_alcamb,0.022373475,0.05984036,0.03225644,0.028624183,0.03456009,0.0
gbx1_cx43.4,0.022012766,0.0,0.0,0.0,0.035072763,0.0
gbx1_col18a1a,0.020993419,0.034896296,0.024322538,0.0,0.0,0.0
gbx1_zeb2a,0.04042453,0.0,0.022440778,0.0,0.0,0.0
gbx1_gli3,0.03086354,0.0,0.026898146,0.0,0.0,0.0
gbx1_cirbpa,0.028056405,0.0,0.034455217,0.0,0.0,0.0
gbx1_cntfr,0.021685023,0.0,0.031663407,0.0,0.0,0.0
gbx1_zgc:174855,-0.026739342,0.0,0.0,0.029185547,0.0,0.0
gbx1_faua,0.0,0.0,0.02786913,0.07416941,0.0,0.0
gbx1_id1,0.02121894,0.0,0.0,0.02724922,0.0,0.0
gbx1_rps9,0.0,0.029188905,0.03267274,0.045691445,0.0,0.0
gbx1_rpl17,0.0,0.0,0.035637137,0.041876182,0.0,0.0
gbx1_cirbpb,0.0,0.0,0.02429683,0.027519558,0.0,0.0
gbx1_rps2,0.0,0.0,0.024058873,0.027623728,0.0,0.0
gbx1_rpl36,0.0,0.0,0.025317237,0.03601508,0.0,0.0
gbx1_rps7,0.0,0.0,0.024656456,0.034804925,0.0,0.0
gbx1_rps4x,0.0,0.0,0.022923771,0.03809396,0.0,0.0
gbx1_hmga1a,0.0,0.0,0.024390949,0.037042454,0.0,0.0
gbx1_rpl18,0.0,0.0,0.023827791,0.03665398,0.0,0.0
gbx1_rpl7a,0.0,0.0,0.028948016,0.03734482,0.0,0.0
gbx1_rpl19,0.0,0.0,0.027381854,0.041690927,0.0,0.0
gbx1_rps15a,0.0,0.0,0.03529001,0.045412827,0.031139819,0.03771586
gbx1_rpl5b,0.0,0.0,0.0,0.04517302,0.037094004,0.033931237
gbx1_rps5,0.0,0.0,0.039664567,0.048888754,0.045583177,0.0
gbx1_hspb1,0.0,0.0,0.0,0.06716165,0.047136184,0.0
gbx1_rps16,0.0,0.0,0.0,0.056464378,0.03256204,0.0
gbx1_serbp1a,0.0,0.0,0.023446718,0.028039072,0.03793093,0.0
gbx1_tmsb4x,0.021069253,0.0,0.0,0.034230344,0.031121569,0.0
gbx1_rpl31,0.0,0.0,0.0,0.03470461,0.039001092,0.0
gbx1_h3f3b.1,0.0,0.0,0.0,0.027953,0.039785217,0.0
tbx16_msgn1,0.022763975,0.08154913,0.10682756,0.15556052,0.17889902,0.07516026
tbx16_itm2cb,0.0,0.12851247,0.15454319,0.2251872,0.23732993,0.111818396
tbx16_cx43.4,0.025807176,0.059689272,0.06526918,0.13825302,0.07765624,0.03858476
tbx16_syncrip,0.029066183,0.0813933,0.08292442,0.0629403,0.066137366,0.06643627
tbx16_fn1a,0.0,0.04989184,0.043873273,0.08041917,0.09721702,0.040063847
tbx16_rbm38,0.0,0.052446328,0.10017279,0.08690071,0.09204492,0.03283356
tbx16_lef1,0.0,0.04408978,0.07170938,0.07976133,0.08187445,0.030337246
tbx21_apoeb,0.0,0.038599707,0.03206468,0.095277905,0.0,0.0
tbx16_sulf1,0.0,0.0,0.0,0.060151737,0.09791122,0.05198972
tbx16_metrnla,0.0,0.0,0.04013983,0.051307015,0.05400771,0.043565366
tbx18_efemp2b,0.0,0.0,0.0,0.04413917,0.042690836,0.0700317
tbx16_tbx16l,0.0,0.045469962,0.06186477,0.04856089,0.059896335,0.028747922
tbx16_cirbpa,0.021874484,0.04541165,0.050054606,0.032828867,0.059975963,0.0
tbx16_cmtm6,0.0,0.03761436,0.0553534,0.040612698,0.03087043,0.0
tbx16_fzd10,0.0,0.0,0.027842624,0.05901954,0.0617943,0.0
tbx21_apoc1,0.0,0.0,0.040426522,0.08652216,0.052090935,0.0
tbx16_pid1,0.0,0.0,0.034349468,0.07692935,0.06545587,0.0
tbx16_vent,0.0,0.0,0.022702089,0.046619426,0.03185589,0.0
tbx18_rrm2,0.0,0.0,0.0,0.046871193,0.055855867,0.0
tbx16_mgst1.2,0.0,0.0,0.0,0.036601845,0.034900412,0.0
tbx16_rrm2,0.036032442,0.068008296,0.026262663,0.0,0.0,0.04674978
tbx16_rps15a,0.028053932,0.043429635,0.040600896,0.0,0.031685542,0.03186022
tbx18_tenm4,0.022714691,0.0,0.0,0.0,0.0,0.041475866
tbx16_ncl,0.0,0.0,0.0,-0.02784391,0.0,0.02608705
tbx16_hmga1a,0.0,0.0,0.0,-0.027963025,0.03330507,0.0
tbx16_banf1,0.0,0.0,0.0,0.0,0.031241992,0.02925197
tbx16_pnrc2,0.0,0.0,0.0,0.0,0.042619407,0.030609952
tbx18_bmpr1ba,0.0,0.0,0.0,0.0,0.03794854,0.031084122
tbx16_rps9,0.0,0.035990756,0.0,0.0,0.030808954,0.025752611
tbx18_meox1,0.0,0.033285372,0.0,0.0,0.041033816,0.028706586
tbx16_qkia,0.022903593,0.036250204,0.029879283,0.0,0.0,0.0
tbx18_qkia,0.0,0.026151162,0.031441323,0.0,0.0,0.0
tbx16_dlc,0.0,0.0,0.027916154,0.06725206,0.0,0.0
tbx16_timm50,0.0,0.0,0.028174777,0.030812474,0.0,0.0
tbx16_mibp,0.0,0.0,0.022889588,0.031775072,0.0,0.0
tbx18_syncrip,0.0,0.03355696,0.0,0.036739923,0.0,0.0
tbx16_hspd1,0.0,0.026119195,0.0,0.039888613,0.0,0.0
tbx16_elmo1,0.0,0.02576214,0.0,0.035701394,0.0,0.029008336
tbx16_fstl1b,0.0,0.0,0.0,0.03934728,0.0,0.034633003
tbx16_bmpr1ba,0.0,0.0,0.0,0.0,-0.07434298,-0.036265448
tbx16_notch1b,-0.020845784,-0.080382854,0.0,0.0,0.0,0.0
tbx16_cdh6,0.0,-0.031877995,-0.02752206,0.0,0.0,0.0
vent_cx43.4,0.0,0.05459044,0.07359721,0.13298167,0.18955624,0.03700531
vent_rps9,0.022665663,0.0,0.0,0.0,0.0,0.0427681
vent_nectin1b,0.0,0.0,0.0,0.0,-0.03991494,0.045719367
vent_rsl1d1,0.0,0.0,-0.022746501,-0.034663234,-0.03387139,0.0
vent_meox1,0.0,0.0,0.0,-0.027862776,-0.044134133,0.0
vent_abcf1,0.0,0.031330626,0.0,-0.038615283,0.0,0.0
vent_rpl21,0.022607164,0.0,0.0,-0.031745136,0.0,0.0
vent_rpl13a,0.020809313,0.0,0.0,-0.048561335,0.0,0.0
vent_id1,0.0,0.0,0.0,0.039156925,0.080917515,0.052798714
vent_tbx16,0.022297326,0.054193113,0.061492864,0.08950599,0.09615562,0.03974829
vent_hes6,0.0,0.04883399,0.027106792,0.060711358,0.09842686,0.027767472
vent_msgn1,0.0,0.0,0.044155348,0.08663992,0.11893192,0.027507406
vent_fn1a,0.0,0.0,0.0,0.06901907,0.11092861,0.0
vent_gdf11,0.0,0.084741235,0.058301017,0.05692514,0.042369485,0.0
vent_ephb4b,0.0,0.029519545,0.028758582,0.0,0.0,0.0
vent_hspa8,0.020730278,0.0,0.0,0.0,0.040873464,0.0
vent_lig1,0.0,0.031215705,0.022617562,0.0,0.0393963,0.0
vent_khdrbs1a,0.0,0.03250934,0.0,0.0,0.039934117,0.0
vent_pid1,0.0,0.025144242,0.0,0.0,0.034009047,0.0
vent_fzd10,0.0,0.0,0.0,0.06485288,0.05970839,0.0
vent_tob1a,0.0,0.0,0.0,0.053352326,0.073479205,0.0
vent_qkia,0.028392619,0.0,0.0,0.03281797,0.04723884,0.0
vent_cxcl12b,0.0,0.0,0.0,0.03374235,0.03354584,0.0
vent_tbx16l,0.0,0.0,0.0,0.038401246,0.0369576,0.0
vent_aspm,0.0,0.0,0.0,0.034580417,0.039900642,0.0
vent_dlc,0.0,0.0,0.0,0.042487424,0.061448686,0.0
vent_hspd1,0.0,0.0,0.0,0.036818124,0.056043617,0.0
vent_sall4,0.0,0.0259212,0.037703216,0.04615392,0.06886243,0.030752797
vent_vox,0.0,0.033327047,0.025371693,0.03890523,0.03527066,0.027695192
vent_rps15a,0.0,0.027780531,0.0,0.031691223,0.05375645,0.028235791
vent_wnt5b,0.0,0.032280553,0.054414835,0.073388435,0.040398777,0.0
vent_dhrs3b,0.0,0.028910512,0.046153463,0.06967495,0.048610765,0.0
vent_necab2,0.0,0.0,0.054601457,0.06271325,0.038439754,0.0
vent_epha4a,0.0,0.0,0.0449495,0.07194168,0.04811637,0.0
vent_col11a1a,0.0,0.0,0.022250751,0.048075512,0.029299824,0.0
vent_sulf1,0.0,0.0,0.03709511,0.03622519,0.032349214,0.0
vent_dld,0.0,0.0,0.030804781,0.043862496,0.03623311,0.0
vent_cyp26a1,0.0,0.027051402,0.028691405,0.028674653,0.0,0.0
vent_lef1,0.0,0.025288245,0.032749202,0.035226174,0.0,0.0
vent_esrrga,0.0,0.0,0.04341125,0.035736997,0.0,0.0
vent_rarga,0.0,0.0,0.022651628,0.031342052,0.0,0.0
vent_ved,0.0,0.0,0.022319356,0.038809527,0.0,0.0
rarga_pcna,0.0,-0.042987995,-0.039420836,-0.045085527,0.0,0.0
rarga_nova2,-0.024631312,-0.031572215,0.0,0.0,0.0,0.0
rarga_col18a1a,-0.021112714,-0.05516105,0.0,0.0,0.0,-0.030134495
rarga_rps5,0.0,-0.026104007,0.0,0.0,0.03498068,0.034935404
rarga_rps9,0.0,-0.033847,-0.023271888,0.0,0.0,0.0432263
rarga_mdka,0.0,-0.037963107,0.0,0.0,0.0,0.040592518
rarga_rpl31,0.0,-0.029205048,0.0,0.0,0.0,0.0267199
rarga_fn1a,0.0,0.05429539,0.0,0.0,0.032006335,0.03657565
rarga_prickle1b,0.0,0.047435846,0.06693807,0.0,0.0,0.03584723
rarga_etv5a,0.0,0.05140584,0.030398088,0.0,0.0,0.0
rarga_msx1b,0.0,0.042479064,0.022406332,0.0,0.0,0.0
rarga_aebp1,0.0,0.026257396,0.030356565,0.0,0.0,0.0
rarga_cx43.4,0.0,0.031111911,0.051622927,0.0,0.0,0.0
rarga_unc5b,0.0,0.028705409,0.048189946,0.0,0.0,0.0
rarga_sox6,0.0,0.0,0.029444302,0.04560834,0.0,0.0
rarga_esrrga,0.0,0.03655834,0.040439833,0.028321983,0.0,0.0
rarga_slit3,0.0,0.02757434,0.04332453,0.04069241,0.0,0.0
rarga_rbm38,0.0,0.036483683,0.07673153,0.04560725,0.05219758,0.0
rarga_lef1,0.0,0.035882182,0.051168922,0.049441326,0.050741743,0.0
rarga_kank1a,0.0,0.056875948,0.073381685,0.060658257,0.060923617,0.0
rarga_wnt5b,0.0,0.035543755,0.08010246,0.0713875,0.048902333,0.0
rarga_rack1,0.023442753,-0.031439498,0.0,0.029120974,0.06322003,0.026693055
rarga_rpl5b,0.0,0.0,0.0,0.038599316,0.034786917,0.06211104
rarga_sall4,0.021021448,0.04458318,0.034046322,0.039532952,0.03617428,0.02873306
rarga_tenm4,0.0,0.05041521,0.0,0.04668773,0.09170561,0.0
rarga_aspm,0.0,0.048622664,0.023335438,0.04203555,0.062869884,0.0
rarga_sulf1,0.0,0.045074064,0.0,0.044535324,0.056025688,0.034602195
rarga_msgn1,0.0,0.03173897,0.038182188,0.04030863,0.08349072,0.0501122
rarga_hes6,0.0,0.027029559,0.025980875,0.051177725,0.07624717,0.028415097
rarga_syncrip,0.0,0.0,0.03376581,0.0,0.031335127,0.037452962
rarga_plk1,0.0,0.0,0.026250176,0.0,0.03093878,0.0
rarga_lpar1,0.0,0.0,0.026429782,0.054160837,0.06952657,0.0
rarga_itga9,0.0,0.0,0.044433713,0.05287074,0.04082236,0.0
rarga_tbx16l,0.0,0.0,0.032727696,0.03269233,0.049781434,0.0
rarga_kcnma1a,0.0,0.0,0.0,0.03397996,0.052161004,0.0
rarga_nedd9,0.0,0.0,0.0,0.027620832,0.031414464,0.0
rarga_prickle2b,0.0,0.0,0.0,0.042137865,0.034187872,0.0
rarga_slc4a11,0.0,0.0,0.0,0.036988713,0.03232491,0.0
rarga_phc2a,0.0,0.027927808,0.0,0.039445866,0.042190034,0.0
