TF-gene,neural_posterior,spinal_cord,NMPs,tail_bud,PSM,somites,TF,TF_family
etv5b_aldoaa,0.0,0.02445252,0.04659736,0.030550892,0.046977792,0.023418393,etv5b,etv
etv5a_itm2cb,0.0,0.030230232,0.061077014,0.03959846,0.030284913,0.0,etv5a,etv
etv5b_ppig,0.0,0.03432534,0.027028978,0.029601524,0.038256027,0.0,etv5b,etv
etv5b_si:ch1073-429i10.3,0.0,0.029900942,0.027752852,0.032000147,0.041689657,0.0,etv5b,etv
etv5b_ywhaqb,0.0,0.030617965,0.039713174,0.034812357,0.033695698,0.0,etv5b,etv
etv5b_hdgfl2,0.0,0.027124006,0.039930515,0.029581096,0.027183326,0.0,etv5b,etv
etv5b_eif4a1a,0.0,0.037379082,0.051680524,0.03413273,0.03495046,0.0,etv5b,etv
etv5b_ppp2cb,0.0,0.037035625,0.041016944,0.029783687,0.04065554,0.0,etv5b,etv
etv5b_thrap3b,0.022745362,0.02855525,0.029540202,0.032065254,0.045409694,0.02586436,etv5b,etv
etv5b_rps10,0.02936773,0.026518865,0.038042307,0.028548252,0.029196473,0.022072464,etv5b,etv
etv2_rpl23,0.023838354,0.031393852,0.03982559,0.042089578,0.040369846,0.020228878,etv2,etv
etv5b_hmgn6,0.02190919,0.03576497,0.0469418,0.03376102,0.046424977,0.02204342,etv5b,etv
etv5b_pnrc2,0.036629766,0.041473955,0.045415197,0.039859667,0.03972782,0.02437678,etv5b,etv
etv5b_grwd1,0.032913323,0.042989712,0.045263927,0.036936495,0.035407856,0.020151226,etv5b,etv
etv2_rps5,0.026723797,0.040665288,0.036510404,0.037196975,0.03599402,0.032716185,etv2,etv
etv5b_rps3a,0.02546381,0.03718074,0.05203065,0.035224132,0.032203242,0.024704184,etv5b,etv
etv5b_rps18,0.031461567,0.03284388,0.044612452,0.03406932,0.03709606,0.02974995,etv5b,etv
etv5b_ube2d2,0.0252672,0.032979876,0.041911177,0.03264609,0.034805685,0.027328666,etv5b,etv
etv5b_ncl,0.026774485,0.038298503,0.066604905,0.034291156,0.045756415,0.029583143,etv5b,etv
etv5b_ran,0.030317686,0.03266165,0.04995523,0.03395494,0.028364103,0.040042926,etv5b,etv
etv5b_rpl3,0.029062506,0.040685967,0.058035377,0.02818557,0.03122373,0.038510676,etv5b,etv
etv5b_fkbp3,0.021241605,0.034626547,0.04294915,0.033525664,0.029387329,0.0,etv5b,etv
etv5b_fbl,0.02376937,0.03644794,0.036141925,0.025600024,0.036056336,0.0,etv5b,etv
etv5b_khdrbs1a,0.023776095,0.028083405,0.03536407,0.027408507,0.03030912,0.0,etv5b,etv
etv5b_api5,0.023380464,0.02764386,0.026014969,0.026098337,0.033046767,0.0,etv5b,etv
etv5b_rtf1,0.032227762,0.05257558,0.03667571,0.04623273,0.036876265,0.0,etv5b,etv
etv5b_supt6h,0.03188906,0.061304342,0.042230275,0.038645707,0.039559808,0.0,etv5b,etv
etv5b_pa2g4a,0.029954009,0.03791461,0.03442382,0.036757596,0.041464154,0.0,etv5b,etv
etv5b_anp32b,0.022104524,0.04677408,0.045764845,0.041583586,0.041338354,0.0,etv5b,etv
etv5b_mki67,0.0,0.0,0.04123371,0.064221695,0.057077773,0.0,etv5b,etv
etv5b_ved,0.0,0.0,0.029923951,0.034540705,0.040997006,0.0,etv5b,etv
etv5b_ctnnb1,0.0,0.0,0.025415877,0.026294358,0.050412852,0.0,etv5b,etv
etv2_rpl3,0.03568996,0.0,0.03415896,0.02876293,0.028302142,0.0,etv2,etv
etv5b_anp32a,0.021832066,0.0,0.041991733,0.03211499,0.048350267,0.0,etv5b,etv
etv5b_gnl3,0.0,0.0,0.05154332,0.040259246,0.033502117,0.033947363,etv5b,etv
etv5b_hspa8,0.038004827,0.0,0.037087657,0.029925896,0.0471503,0.030779291,etv5b,etv
etv5b_ube2v2,0.026022745,0.0,0.05063743,0.043672632,0.039677072,0.031110201,etv5b,etv
etv5b_serbp1a,0.025487145,0.0,0.04645138,0.036582317,0.053220384,0.028913265,etv5b,etv
etv5b_pabpn1,0.031486522,0.036955547,0.0,0.03419591,0.029669156,0.024009265,etv5b,etv
etv5a_mki67,0.029971266,0.04162789,0.0,0.037540477,0.02863025,0.0,etv5a,etv
etv5b_cmtm6,0.0,0.0,0.0,0.033452153,0.027429853,0.0,etv5b,etv
etv5b_brd3a,0.0,0.03719208,0.0,0.0287238,0.02574887,0.0,etv5b,etv
etv5b_tmpoa,0.0,0.030352825,0.0,0.0,0.026879162,0.0,etv5b,etv
etv5b_rhoaa,0.0,0.027343914,0.0,0.0,0.02647377,0.0,etv5b,etv
etv5b_rpl17,0.02204502,0.0,0.033929486,0.0,0.03373638,0.026482781,etv5b,etv
etv5b_pabpc1a,0.0,0.0,0.041406643,0.0,0.027722279,0.029894294,etv5b,etv
etv5b_h3f3d,0.0,0.0,0.025780734,0.0,0.029270247,0.023148065,etv5b,etv
etv2_rps9,0.025759552,0.0,0.026080074,0.0,0.026706105,0.0,etv2,etv
etv5b_rps6,0.0,0.0,0.04149404,0.0,0.027794067,0.0,etv5b,etv
etv2_tma7,0.0,0.0,0.028046496,0.0,0.025605954,0.0,etv2,etv
etv5b_rrs1,0.0,0.0,0.027136484,0.0,0.025963504,0.0,etv5b,etv
etv5b_seta,0.0,0.0,0.0,0.0,0.0421822,0.020868963,etv5b,etv
etv5b_rbbp4,0.0,0.0,0.0,0.0,0.034855023,0.026177358,etv5b,etv
etv5b_eif4e1c,0.0,0.0,0.0,0.0,0.029037852,0.020899685,etv5b,etv
etv5b_aldh1a2,0.0,0.0,0.0,0.0,0.02741664,0.023481863,etv5b,etv
etv5b_cfl1,0.030717539,0.0,0.0,0.0,0.032272063,0.024771677,etv5b,etv
etv5b_cdx4,0.023136359,0.0,0.0,0.0,0.030272806,0.0,etv5b,etv
etv5b_dut,0.0,0.02972233,0.0,0.028928047,0.0,0.022657504,etv5b,etv
etv5b_tbx16,0.021652369,0.0,0.0,0.0,0.0,0.029780114,etv5b,etv
etv5a_srrm2,0.025703665,0.0,0.0,0.0,0.0,0.024536218,etv5a,etv
etv5a_ncl,0.023129709,0.0,0.0,0.0,0.0,0.020594174,etv5a,etv
etv5b_rpl18a,0.0,0.025825052,0.0,0.0,0.0,0.020489356,etv5b,etv
etv5b_srrm1,0.0,0.025328742,0.0,0.0,0.0,0.020178111,etv5b,etv
etv5b_atp5mc1,0.023050433,0.02980684,0.0,0.0,0.0,0.0,etv5b,etv
etv5b_eef2b,0.022291347,0.029584773,0.0,0.0,0.0,0.020537758,etv5b,etv
etv5b_rpl32,0.022229329,0.034203958,0.0,0.0,0.0,0.02168708,etv5b,etv
etv5b_rps13,0.0,0.028305542,0.04131683,0.0,0.0,0.024575861,etv5b,etv
etv5b_rpl4,0.0,0.02968206,0.032629527,0.0,0.0,0.028969346,etv5b,etv
etv5b_rpl6,0.0,0.0323336,0.032642238,0.0,0.0,0.02353121,etv5b,etv
etv5b_rpl11,0.0,0.028093722,0.035252158,0.0,0.0,0.023441778,etv5b,etv
etv5b_pdap1a,0.021642977,0.028879737,0.04395287,0.0,0.0,0.0,etv5b,etv
etv2_rps3a,0.03114464,0.025139824,0.02950715,0.0,0.0,0.0,etv2,etv
etv2_rpl34,0.026775507,0.024850383,0.028130485,0.0,0.0,0.0,etv2,etv
etv5b_bzw1a,0.037165135,0.028763173,0.027177777,0.0,0.0,0.02244333,etv5b,etv
etv5b_rps7,0.031460714,0.031831052,0.04938173,0.0,0.0,0.030256098,etv5b,etv
etv5b_rps4x,0.0,0.0,0.0388099,0.025994118,0.0,0.0,etv5b,etv
etv2_rps18,0.0,0.0,0.02718394,0.026398629,0.0,0.0,etv2,etv
etv5b_hmgb1a,0.0,0.0,0.027027547,0.029266398,0.0,0.0,etv5b,etv
etv5b_anp32e,0.023938363,0.0,0.025920086,0.027660763,0.0,0.02690141,etv5b,etv
etv5b_rpl7a,0.0,0.0,0.039316785,0.0,0.0,0.023581158,etv5b,etv
etv5b_marcksb,0.0,0.0,0.03194832,0.0,0.0,0.02336671,etv5b,etv
etv5b_rps24,0.0,0.0,0.026713898,0.0,0.0,0.020045387,etv5b,etv
etv2_eef2b,0.024831757,0.0,0.030226657,0.0,0.0,0.0,etv2,etv
etv5a_hmgn7,0.022791766,0.0,0.03223286,0.0,0.0,0.0,etv5a,etv
etv5b_rpsa,0.027377604,0.0,0.03221106,0.0,0.0,0.029647708,etv5b,etv
etv5b_rpl8,0.0267508,0.0,0.03338395,0.0,0.0,0.02240989,etv5b,etv
etv5b_snrpg,0.066474035,0.062055025,0.09058648,0.06930622,0.0,0.054183144,etv5b,etv
etv5b_rps5,0.038424443,0.05716855,0.08439895,0.045861095,0.043562487,0.04972325,etv5b,etv
etv5b_rpl23,0.03583989,0.06575333,0.06321025,0.04667957,0.061924424,0.053159755,etv5b,etv
etv5b_rpl19,0.028818479,0.05771696,0.079206385,0.060102,0.067345925,0.049885124,etv5b,etv
etv5b_itm2cb,0.040700324,0.064406306,0.04991551,0.05913985,0.056069575,0.044632833,etv5b,etv
etv5b_srrm2,0.037663184,0.06307755,0.05392178,0.0494339,0.048935536,0.029425653,etv5b,etv
etv5a_apela,0.04209501,0.035306152,0.05085288,0.045974065,0.054658934,0.05197369,etv5a,etv
etv5b_cd3eap,0.034593046,0.04082263,0.0446401,0.047844067,0.05002069,0.03188781,etv5b,etv
etv5b_cirbpa,0.05060087,0.061097853,0.078110665,0.06617066,0.09211563,0.06104018,etv5b,etv
etv5b_hmgb3a,0.05632979,0.08804721,0.08053855,0.08110245,0.073132604,0.040618595,etv5b,etv
etv5b_metap2b,0.040149424,0.07953963,0.079688266,0.07587867,0.059313796,0.030690826,etv5b,etv
meox1_hspe1,0.033759106,0.08021046,0.07447089,0.08654072,0.04710474,0.029515063,meox1,meo
meox1_nop58,0.0,0.040757842,0.060522832,0.084959015,0.056569375,0.042730223,meox1,meo
meox1_faua,0.0,0.030515043,0.07475588,0.09070868,0.040548995,0.03009226,meox1,meo
meox1_fn1b,0.030180555,0.034838118,0.042653315,0.08399072,0.092993945,0.06463088,meox1,meo
meox1_draxin,0.022756727,0.040872425,0.041450776,0.06916861,0.089767635,0.05182611,meox1,meo
meox1_qkia,0.03660693,0.045657076,0.06293268,0.049517583,0.09151341,0.08611726,meox1,meo
meox1_ripply1,0.029535154,0.043160744,0.07976158,0.054305322,0.09818599,0.1219335,meox1,meo
meox1_hmgb1b,0.0,0.0,0.0,0.0,-0.03337831,-0.029717054,meox1,meo
meox1_tbx16,0.0,0.0,-0.04425323,-0.039443877,0.0,0.0,meox1,meo
meox1_sulf1,0.0,0.025254942,0.0,-0.03197728,0.0,0.0,meox1,meo
meox1_ved,0.023274207,0.0,-0.02620745,-0.05055401,-0.035532437,0.0,meox1,meo
meox1_msgn1,0.0,0.0,0.0,-0.033903122,-0.03268767,0.0,meox1,meo
meox1_eef1g,0.0,0.030247513,0.03267585,0.0,0.03426574,0.0385776,meox1,meo
meox1_dmrt2a,0.0,0.0,0.030034006,0.0,0.04096556,0.050173864,meox1,meo
meox1_si:ch211-217k17.7,0.0,0.0,0.02571028,0.0,0.04210791,0.026150798,meox1,meo
meox1_znf346,0.0,0.025778802,0.0,0.0,0.026818799,0.0,meox1,meo
meox1_pcdh8,0.0,0.0,0.0,0.0,0.02792654,0.03440644,meox1,meo
meox1_pabpn1,0.0,0.0,0.0,0.0,0.026191955,0.029654438,meox1,meo
meox1_aspm,0.0,0.0,0.0,0.0,0.029900538,0.021556394,meox1,meo
meox1_hspd1,0.0,0.0,0.0,0.0,0.029787831,0.02041187,meox1,meo
meox1_aldoaa,0.0,0.0,0.0,0.0,0.025409048,0.022639249,meox1,meo
meox1_fbn2b,0.0,0.0,0.0,0.0,0.027659798,0.020814864,meox1,meo
meox1_fbl,0.0,0.0,0.0,0.0,0.026377114,0.02148157,meox1,meo
meox1_asph,0.0,0.0,0.0,0.0,0.033638995,0.029100081,meox1,meo
meox1_net1,0.0,0.0,0.0,0.0,0.03315822,0.02460084,meox1,meo
meox1_hivep2a,0.0,0.0,0.0,0.0,0.03202725,0.02383982,meox1,meo
meox1_abcf1,0.0,0.040689442,0.0,0.04208676,0.03867657,0.027424544,meox1,meo
meox1_mych,0.0,0.029708963,0.0,0.03311638,0.033531807,0.030284435,meox1,meo
meox1_srrm1,0.0,0.025807945,0.0,0.030089017,0.026542764,0.023034517,meox1,meo
meox1_cx43.4,0.021639263,0.032182228,0.0,0.029490825,0.0370112,0.0,meox1,meo
meox1_gnl3,0.024091568,0.029293403,0.0,0.03658524,0.04052524,0.02239655,meox1,meo
meox1_gnb1b,0.022409912,0.031979114,0.0,0.035103593,0.03179136,0.021164611,meox1,meo
meox1_eif3g,0.023901736,0.0,0.0,0.042335104,0.04549118,0.036372803,meox1,meo
meox1_zcchc24,0.0,0.0,0.0,0.042224623,0.056650937,0.030850537,meox1,meo
meox1_prmt1,0.0,0.0,0.0,0.02719623,0.060388573,0.02936139,meox1,meo
meox1_pum3,0.0,0.0,0.0,0.037850656,0.04465031,0.022778226,meox1,meo
meox1_thrap3b,0.0,0.0,0.0,0.03039898,0.038743544,0.026009357,meox1,meo
meox1_pho,0.0,0.0,0.0,0.037402153,0.0277478,0.020848442,meox1,meo
meox1_zbtb18,0.0,0.0,0.0,0.026789963,0.027667504,0.025493212,meox1,meo
meox1_large2,0.023955261,0.0,0.0,0.033371035,0.051852323,0.0,meox1,meo
meox1_pnrc2,0.0,0.026491554,0.0,0.031138226,0.029469047,0.0,meox1,meo
meox1_tenm4,0.0,0.0,0.0,0.041701414,0.036687464,0.0,meox1,meo
meox1_anp32a,0.0,0.0,0.0,0.026209466,0.026104152,0.0,meox1,meo
meox1_polr2gl,0.0,0.0,0.0,0.027629962,0.028873077,0.0,meox1,meo
meox1_ube2v2,0.0,0.0,0.0,0.026137397,0.028911691,0.0,meox1,meo
meox1_eif4g1a,0.0,0.0,0.0,0.032435276,0.031186359,0.0,meox1,meo
meox1_kmt5ab,0.0,0.0,0.0,0.034163117,0.026502103,0.0,meox1,meo
meox1_pttg1,0.0,0.0,0.0,0.031175397,0.02577372,0.0,meox1,meo
meox1_u2af2b,0.022598702,0.027828734,0.0,0.0,0.0,0.026012205,meox1,meo
meox1_atp5pb,0.02653755,0.0,0.0,0.030690948,0.0,0.0,meox1,meo
meox1_unc45b,0.0,0.0,0.0,0.03179222,0.0,0.021053836,meox1,meo
meox1_eif4ebp3l,0.0,0.0,0.0,0.025534047,0.0,0.024421208,meox1,meo
meox1_hoxb7a,0.0,0.032284513,0.0,0.030655973,0.0,0.021056414,meox1,meo
meox1_hmgb1a,0.0,0.02551854,0.0,0.025592024,0.0,0.021558693,meox1,meo
meox1_id3,0.0,0.031466626,0.0,0.026509367,0.0,0.0,meox1,meo
meox1_ube2c,0.0,0.025642777,0.0,0.036691453,0.0,0.0,meox1,meo
meox1_bzw1a,0.0,0.03273816,0.029977536,0.0,0.0,0.0,meox1,meo
meox1_rpl29,0.0,0.03184282,0.031394936,0.0,0.0,0.0,meox1,meo
meox1_rplp2l,0.0,0.026427487,0.029611772,0.0,0.0,0.0,meox1,meo
meox1_tpx2,0.0,0.024498375,0.02794163,0.0,0.0,0.0,meox1,meo
meox1_lmnb2,0.0,0.031598944,0.026863983,0.0,0.0,0.028475838,meox1,meo
meox1_cxcl12b,0.0,0.026106762,0.029988246,0.0,0.0,0.020792471,meox1,meo
meox1_tubb2b,0.022348734,0.0,0.02625661,0.0,0.0,0.0,meox1,meo
meox1_rpl12,0.022981495,0.0,0.034905635,0.0,0.0,0.0,meox1,meo
meox1_serbp1a,0.021216787,0.0,0.034381982,0.0,0.0,0.0,meox1,meo
meox1_eef1a1l1,0.0,0.0,0.042050797,0.0,0.0,0.023823898,meox1,meo
meox1_hmgn7,0.0,0.0,0.026097246,0.0,0.0,0.027266191,meox1,meo
meox1_rdh10a,0.0,0.0,0.025128052,0.0,0.0,0.025945466,meox1,meo
meox1_rpl8,0.0,0.0,0.033434242,0.0,0.0,0.024560256,meox1,meo
meox1_st6gal2a,0.0,0.0,0.025873682,0.0,0.0,0.020563168,meox1,meo
meox1_setb,0.0,0.0,0.03047755,0.0,0.0,0.020571237,meox1,meo
meox1_pa2g4a,0.0,0.0,0.029068498,0.0,0.0,0.020802967,meox1,meo
meox1_hmgb3a,0.0,0.028027898,0.038318027,0.04768218,0.0,0.024433618,meox1,meo
meox1_rpl11,0.0,0.027412554,0.027949631,0.04493405,0.0,0.025430156,meox1,meo
meox1_mad2l1,0.0,0.026896445,0.034148533,0.04009246,0.0,0.023158843,meox1,meo
meox1_rpl9,0.0,0.027377468,0.046189245,0.033428572,0.0,0.025124058,meox1,meo
meox1_grwd1,0.0,0.02913309,0.02542381,0.03332203,0.0,0.02151543,meox1,meo
meox1_hmgn6,0.0,0.03303048,0.030859524,0.02756655,0.0,0.028019454,meox1,meo
meox1_rpl17,0.0,0.030725377,0.036682695,0.026652545,0.0,0.021014802,meox1,meo
meox1_cxcl12a,0.0,0.045735866,0.036422845,0.034097727,0.0,0.0,meox1,meo
meox1_rps6,0.0,0.02736209,0.035511,0.038856555,0.0,0.0,meox1,meo
meox1_rpl6,0.0,0.030769054,0.042752884,0.031943068,0.0,0.0,meox1,meo
meox1_rps7,0.0,0.027791291,0.032322057,0.030894497,0.0,0.0,meox1,meo
meox1_tubb4b,0.0,0.025123887,0.03799625,0.025314435,0.0,0.0,meox1,meo
meox1_hspb1,0.0,0.0,0.05786255,0.04803978,0.0,0.0,meox1,meo
meox1_hmga1a,0.0,0.0,0.03838332,0.030877389,0.0,0.024526237,meox1,meo
meox1_rps2,0.0,0.0,0.035879273,0.03239161,0.0,0.022297446,meox1,meo
meox1_rps13,0.021841243,0.0,0.031171907,0.03795708,0.0,0.0,meox1,meo
meox1_rps24,0.0,0.0,0.02922767,0.027323715,0.0,0.0,meox1,meo
meox1_rps18,0.0,0.0,0.032614905,0.035110425,0.0,0.0,meox1,meo
meox1_rps3a,0.0,0.0,0.035990223,0.03618074,0.0,0.0,meox1,meo
meox1_rpl35,0.0,0.0,0.03437586,0.036860242,0.0,0.0,meox1,meo
meox1_hmgn2,0.0,0.0,0.03278002,0.032308735,0.0,0.0,meox1,meo
meox1_rpsa,0.0,0.0,0.032485463,0.03135367,0.0,0.0,meox1,meo
meox1_rps16,0.0,0.0,0.031903267,0.03199232,0.0,0.0,meox1,meo
meox1_rps19,0.0,0.0,0.036390614,0.03283449,0.0,0.0,meox1,meo
meox1_rpl23,0.0,0.0,0.034863673,0.031620085,0.0,0.0,meox1,meo
meox1_rpl4,0.0,0.0,0.04488,0.032467607,0.0,0.0,meox1,meo
meox1_rpl18,0.0,0.0,0.0430983,0.04362646,0.0,0.0,meox1,meo
meox1_nop56,0.02545186,0.028192494,0.048838373,0.0,0.03632811,0.058601286,meox1,meo
meox1_alcamb,0.0,0.057996407,0.061821677,0.07236861,0.036234796,0.0,meox1,meo
meox1_rpl19,0.0,0.033054736,0.05284051,0.062201995,0.030391613,0.0,meox1,meo
meox1_rpl5b,0.0,0.040001325,0.05781905,0.071292534,0.0,0.01998602,meox1,meo
meox1_cirbpa,0.032347683,0.03547558,0.052412067,0.04943239,0.0,0.031360097,meox1,meo
meox1_nusap1,0.024849957,0.042853244,0.04452468,0.05633057,0.0,0.0,meox1,meo
meox1_tbx6,0.027553616,0.030627474,0.025397932,0.051292125,0.066232026,0.027304737,meox1,meo
meox1_rpl13a,0.031479552,0.037137814,0.062368575,0.06825463,0.04953052,0.03434679,meox1,meo
meox1_rpl3,0.025809126,0.031890932,0.055666473,0.054543383,0.03158087,0.04408848,meox1,meo
meox1_rps9,0.022185277,0.027010413,0.058490817,0.049027335,0.034068905,0.04503723,meox1,meo
meox1_greb1l,0.03829916,0.049827736,0.042130962,0.032675527,0.040367547,0.065867476,meox1,meo
meox1_actc1a,0.036192253,0.05944016,0.045372408,0.052048363,0.051276013,0.037266195,meox1,meo
meox1_myf5,0.033837177,0.050654277,0.045019444,0.055169035,0.046110764,0.033432525,meox1,meo
meox1_tuba8l2,0.031128818,0.06009214,0.043742344,0.052772444,0.03636911,0.030439623,meox1,meo
meox1_cd3eap,0.02941147,0.049084537,0.03878967,0.04842004,0.027815899,0.028078103,meox1,meo
meox1_metap2b,0.026679557,0.044989496,0.04227105,0.03806724,0.038654335,0.03274206,meox1,meo
meox1_si:dkey-67c22.2,0.034175847,0.041944157,0.040652465,0.025989097,0.037340708,0.036778424,meox1,meo
meox1_aldh1a2,0.029749645,0.03850847,0.02936861,0.0308872,0.036650516,0.04048019,meox1,meo
meox1_lhfpl6,0.035486095,0.03614626,0.038274903,0.037161108,0.058451477,0.048725862,meox1,meo
meox1_tcf15,0.029328093,0.044742838,0.04388007,0.043676876,0.04853419,0.04527746,meox1,meo
meox1_rpl21,0.0,0.0,0.067515574,0.052886553,0.030145716,0.028769013,meox1,meo
meox1_tmsb4x,0.0,0.025364973,0.039589133,0.038355764,0.034394246,0.0,meox1,meo
meox1_rpl13,0.0,0.0,0.03049589,0.038313083,0.0319263,0.0,meox1,meo
meox1_hspa8,0.0,0.0,0.04620274,0.033257544,0.028997986,0.034125384,meox1,meo
meox1_plod2,0.0,0.0,0.033775866,0.038554177,0.045893442,0.028634654,meox1,meo
meox1_fgfrl1a,0.0,0.0,0.02756099,0.04149262,0.043214217,0.0345074,meox1,meo
meox1_eif5a2,0.0,0.0,0.029718744,0.038829423,0.029632905,0.030419203,meox1,meo
meox1_tardbp,0.0,0.0,0.033754054,0.03217325,0.03330349,0.023871604,meox1,meo
meox1_rpl34,0.0,0.0,0.030490045,0.02894567,0.036980543,0.026591515,meox1,meo
meox1_rsl1d1,0.0,0.027086813,0.034356263,0.034586955,0.045761917,0.029592557,meox1,meo
meox1_npm1a,0.0,0.026884332,0.034549825,0.033946488,0.027115745,0.023508776,meox1,meo
meox1_rpl10a,0.0,0.024804534,0.03857413,0.035849024,0.025819683,0.028620617,meox1,meo
meox1_cnbpb,0.0,0.02922013,0.03370565,0.047366496,0.048440155,0.046404175,meox1,meo
meox1_rack1,0.0,0.02670413,0.044098377,0.05542666,0.046077985,0.025600206,meox1,meo
meox1_ncl,0.0,0.03689612,0.038395647,0.052725285,0.033538327,0.039174553,meox1,meo
meox1_rpl7a,0.0,0.030176207,0.049455617,0.04657982,0.03103182,0.02851592,meox1,meo
hmga1a_apoc1,0.1173912,0.2266411,0.20307328,0.28640336,0.29691744,0.10695812,hmga1a,hmg
hmga1a_rpl5b,0.15671664,0.23294905,0.20904669,0.22455008,0.26166865,0.11654326,hmga1a,hmg
hmga1a_ncl,0.12099102,0.22985946,0.17025357,0.2284552,0.25985518,0.07414316,hmga1a,hmg
hmga1a_ran,0.11240261,0.2034328,0.17217183,0.21853897,0.23097363,0.07894667,hmga1a,hmg
hmga1a_cirbpb,0.11121493,0.20734689,0.16842453,0.23692428,0.24272664,0.07709025,hmga1a,hmg
hmga1a_rrs1,0.02302053,0.045582887,0.030055748,0.02892622,0.030416701,0.0,hmga1a,hmg
hmga1a_asph,0.0,0.02548629,0.025457358,0.04385576,0.045630362,0.0,hmga1a,hmg
hmga1a_ube2e2,0.0,0.04381402,0.044902425,0.032072216,0.027570741,0.0,hmga1a,hmg
hmga1a_znfl2a,0.0,0.040159184,0.030740624,0.029184211,0.03503973,0.0,hmga1a,hmg
hmga1a_stmn1a,0.0,0.03541983,0.036788426,0.040498026,0.030589439,0.0,hmga1a,hmg
hmga1a_calm1a,0.0,0.03628631,0.03129205,0.03926163,0.040386386,0.0,hmga1a,hmg
hmga1a_ywhaqa,0.0,0.041194115,0.029805563,0.036327127,0.0328235,0.0,hmga1a,hmg
hmga1a_mcm6,0.0,0.03899484,0.030529737,0.042548347,0.034085363,0.0,hmga1a,hmg
hmga1a_cdx4,0.03232769,0.054701958,0.043179195,0.062552564,0.049645238,0.0,hmga1a,hmg
hmga1a_smc1al,0.023907803,0.04572114,0.04704241,0.055727452,0.054549478,0.0,hmga1a,hmg
hmga1a_snrnp70,0.027093591,0.047011077,0.027930181,0.053174544,0.04531155,0.0,hmga1a,hmg
hmga1a_qkia,0.02745062,0.040911246,0.03515661,0.058365796,0.028959494,0.0,hmga1a,hmg
hmga1a_fn1b,0.026103787,0.031076744,0.034464035,0.040879425,0.03753858,0.0,hmga1a,hmg
hmga1a_mcm2,0.02122989,0.036698267,0.036553044,0.048705745,0.03975622,0.0,hmga1a,hmg
hmga1a_eif4e1c,0.030740935,0.04062331,0.045852713,0.0459942,0.041947946,0.0,hmga1a,hmg
hmga1a_grwd1,0.026912354,0.045731768,0.04981384,0.052607507,0.034619536,0.0,hmga1a,hmg
hmga1a_psmb2,0.021455292,0.030984974,0.02532307,0.056001898,0.0356203,0.023805104,hmga1a,hmg
hmga1a_ccng1,0.02912748,0.04635635,0.041962292,0.05119291,0.055775218,0.024702892,hmga1a,hmg
hmga1a_hdgfl2,0.021764046,0.04473993,0.03706004,0.052172966,0.048272215,0.020075075,hmga1a,hmg
hmga1a_rtf1,0.03862542,0.05509998,0.03749169,0.055160433,0.039498344,0.021842085,hmga1a,hmg
hmga1a_si:ch1073-429i10.3,0.026442576,0.049135666,0.044336464,0.053620394,0.038239066,0.021365153,hmga1a,hmg
hmga1a_ddx23,0.03092849,0.049745396,0.028848063,0.038826574,0.03569768,0.024110284,hmga1a,hmg
hmga1a_lyar,0.021812793,0.048383884,0.029598901,0.04100053,0.03417822,0.020333761,hmga1a,hmg
hmga1a_polr2gl,0.039436337,0.041082863,0.03636443,0.04396892,0.048365396,0.022226231,hmga1a,hmg
hmga1a_polb,0.031901952,0.039187778,0.026957313,0.040153347,0.04492507,0.023233289,hmga1a,hmg
hmga1a_lin28a,0.032476738,0.07508627,0.030930879,0.047326453,0.06468282,0.022796938,hmga1a,hmg
hmga1a_mdkb,0.027696624,0.06600116,0.038646776,0.04661393,0.07958316,0.0,hmga1a,hmg
hmga1a_rbbp4,0.04049455,0.06288138,0.056145683,0.07640064,0.0845451,0.024240904,hmga1a,hmg
hmga1a_eif4g1a,0.036957458,0.05628623,0.047865443,0.07727989,0.08026187,0.025293754,hmga1a,hmg
hmga1a_cx43.4,0.04167375,0.05883185,0.03136571,0.056401227,0.08919209,0.029358767,hmga1a,hmg
hmga1a_gnl3,0.04016986,0.075968534,0.043774664,0.06888937,0.09813402,0.04241056,hmga1a,hmg
hmga1a_ppp2cb,0.04617381,0.07118344,0.07129691,0.072076865,0.069841474,0.032972272,hmga1a,hmg
hmga1a_dut,0.04607371,0.06658092,0.07299882,0.06968528,0.04546076,0.026316706,hmga1a,hmg
hmga1a_ppig,0.030957993,0.07263133,0.049979266,0.054688886,0.041352462,0.02840484,hmga1a,hmg
hmga1a_pes,0.031490073,0.040373236,0.03937445,0.05591301,0.06765292,0.026578354,hmga1a,hmg
hmga1a_cd3eap,0.03137845,0.042283066,0.046836663,0.052002568,0.062699884,0.037096243,hmga1a,hmg
hmga1a_bcas2,0.038843013,0.06472546,0.06377552,0.05429376,0.061010074,0.033413447,hmga1a,hmg
hmga1a_thrap3b,0.0314538,0.05663026,0.052495312,0.052092843,0.0709363,0.024015903,hmga1a,hmg
hmga1a_pfn2l,0.03374274,0.058748078,0.050513916,0.06086949,0.05723146,0.022580076,hmga1a,hmg
hmga1a_si:ch211-217k17.7,0.028828666,0.05723028,0.051817123,0.06318779,0.057756852,0.023133723,hmga1a,hmg
hmga1a_tbx16,0.0,0.046959326,0.0617018,0.091570206,0.053194456,0.0,hmga1a,hmg
hmga1a_hnrnpub,0.027300568,0.06437937,0.059508786,0.1042866,0.084787786,0.0,hmga1a,hmg
hmga1a_mki67,0.023316566,0.06366337,0.046294432,0.07866862,0.07513173,0.0,hmga1a,hmg
