TF-gene,neural_posterior,spinal_cord,NMPs,tail_bud,PSM,somites,TF,TF_family
jun_zbtb16a,0.0,0.0,0.03545961,0.026364498,0.029496983,0.0,jun,jun
jun_nucks1a,0.0,0.0,0.0,-0.02699907,0.0,0.029431786,jun,jun
olig2_cdh11,0.034366645,0.034416333,0.0,0.0,0.0,0.0,olig2,oli
olig2_id1,0.023332726,0.0,0.0,0.049722325,0.0,0.033826068,olig2,oli
thrab_alcamb,0.039867587,0.04429209,0.0,0.0,0.0,0.0,thrab,thr
thrab_szl,0.0,0.0,0.026064357,0.029335016,0.0,0.0,thrab,thr
tead1b_rpl6,-0.026319915,0.0,-0.025671275,-0.029459065,0.0,0.0,tead1b,tea
tead1b_fgfr2,0.0,0.0,0.028508348,0.0,0.0,0.04632377,tead1b,tea
myod1_sulf1,0.0,0.0,0.036423028,0.0325885,0.0,0.0,myod1,myo
myod1_apoc1,0.04606971,0.027205069,0.0,0.0,0.0,0.029095903,myod1,myo
myod1_id1,0.04193797,0.0,0.0,0.0,0.0,0.03835125,myod1,myo
smad3a_sulf1,0.03737376,0.07397576,0.057495978,0.02970812,0.06541261,0.02835531,smad3a,sma
smad3a_necab2,0.0,0.02971144,0.026034817,0.0,0.0,0.0,smad3a,sma
smad3a_zbtb16a,0.0,0.0,0.0,0.032138754,0.03833177,0.0,smad3a,sma
uncx4.1_fsta,0.0,0.0,0.02865227,0.0,0.0,0.031483147,uncx4.1,unc
uncx4.1_krt18a.1,0.033854634,0.029844351,0.0,0.0,0.0,0.0,uncx4.1,unc
uncx4.1_krt4,0.031009356,0.029700547,0.0,0.0,0.0,0.0,uncx4.1,unc
tfap2a_pax3a,0.025423134,0.026062412,0.0,0.0,0.0,0.0,tfap2a,tfa
tfap2a_rpl15,0.26760197,0.1947657,0.13543133,0.11065597,0.15340224,0.22169907,tfap2a,tfa
tfap2c_rpl15,0.24291441,0.27505204,0.20329627,0.24558574,0.2739665,0.23621908,tfap2c,tfa
gata3_ncl,0.0297825,0.0,0.0,0.0,0.0,0.02012486,gata3,gat
gata3_cirbpa,0.024423178,0.0,0.0,0.0,0.0,0.026572049,gata3,gat
gata2a_akap12b,0.022796137,0.0,0.0,0.0,0.0,0.020388871,gata2a,gat
onecut2_chrd,0.0,0.0,0.0,0.037096664,0.0,0.022761928,onecut2,one
onecut2_her1,0.0,0.0,0.0,-0.04251678,-0.032762103,0.0,onecut2,one
onecut2_qkia,0.0,0.0,0.0,0.0,-0.028794523,-0.022275627,onecut2,one
pbx1b_cxcl12a,0.0,0.025095273,0.0,0.0,0.0,0.035750158,pbx1b,pbx
pbx1b_tmsb4x,0.0,0.0,-0.02930849,-0.027618095,0.0,0.0,pbx1b,pbx
pbx1b_tubb4b,0.0,0.0,0.0,-0.03741516,0.0,0.022825183,pbx1b,pbx
noto_sulf1,0.0,0.040125478,0.035146806,0.038162313,0.027195837,0.0,noto,not
noto_mki67,-0.024440452,0.0,0.0,-0.026759498,0.0,0.0,noto,not
noto_rps3a,0.0,0.0,0.0,0.0,0.028342405,0.0204761,noto,not
mafba_rpl15,0.033303954,0.12807296,0.1903158,0.22577569,0.15312538,0.19901201,mafba,maf
mafba_kirrel3l,0.026885426,0.029661838,0.0,0.0,0.0,0.0,mafba,maf
mafba_alcamb,0.0,0.0,0.039256744,0.034793686,0.0,0.027655229,mafba,maf
mafba_marcksb,0.0,0.0,0.0,0.030613644,0.027824307,0.0,mafba,maf
dmrt2a_zbtb16a,0.0,0.0,-0.028012706,-0.036215115,-0.035104062,0.0,dmrt2a,dmr
dmrt2a_large2,0.023372117,0.0,0.0,0.039164152,0.064760804,0.04088553,dmrt2a,dmr
dmrt2a_meis1a,0.030357592,0.026037278,0.031332187,0.03258586,0.06880885,0.05405464,dmrt2a,dmr
dmrt2a_enah,0.021448867,0.03091892,0.040753365,0.042366665,0.070472695,0.035824236,dmrt2a,dmr
dbx1a_rpl3,0.03472831,0.03634029,0.03279986,0.034362458,0.026314529,0.043443818,dbx1a,dbx
dbx1a_tubb4b,0.0,0.0,0.039087735,0.029825287,0.0,0.026869683,dbx1a,dbx
dbx1a_rpl19,0.023949701,0.0,0.0,0.0,0.0,0.028922567,dbx1a,dbx
dbx1a_rpl5b,0.023226814,0.0,0.025225343,0.0,0.0,0.028428273,dbx1a,dbx
hey1_cirbpa,0.0,0.030968668,0.027980207,0.032141503,0.0,0.0,hey1,hey
hey1_rpl3,0.030426838,0.03634377,0.0,0.0,0.0,0.0,hey1,hey
hey1_tmsb4x,0.022945438,0.03705909,0.0,0.0,0.0,0.0,hey1,hey
hey1_nucks1a,0.044396993,0.031789616,0.0,0.0,0.0,0.0,hey1,hey
hey1_syncrip,0.038203638,0.0259691,0.0,0.0,0.0,0.0,hey1,hey
gbx1_alcamb,0.027176725,0.028990034,0.04593428,0.0,0.0,0.0,gbx1,gbx
gbx1_tbx16,0.0,0.0,-0.031091932,-0.03572389,0.0,0.0,gbx1,gbx
gbx1_nucks1a,-0.022068935,-0.02455334,0.0,0.0,0.0,0.020275112,gbx1,gbx
gbx1_rpl3,0.0,0.0,0.0,0.031364236,0.0,0.026154231,gbx1,gbx
gbx1_crabp2b,0.034392837,0.0,0.0,0.0,0.0,0.03782799,gbx1,gbx
gbx1_rrm2,0.025482897,0.0,0.0,0.0,0.0,0.021458054,gbx1,gbx
nkx1.2la_faua,0.0,0.029712023,0.0,0.0,0.02913484,0.022323007,nkx1.2la,nkx
nkx1.2la_rpl21,0.0,0.025415312,0.0,0.0,0.027275063,0.021458212,nkx1.2la,nkx
nkx1.2la_hspb1,0.03159812,0.035534058,0.0,0.0,0.03346239,0.0,nkx1.2la,nkx
nkx6.2_hspb1,0.02911424,0.02640007,0.0,0.0,0.0,0.0,nkx6.2,nkx
nkx1.2la_rpl13a,0.025750136,0.0,0.0,0.0,0.02749605,0.0,nkx1.2la,nkx
nkx1.2la_rps3a,0.02537362,0.0,0.0,0.0,0.0,0.02467805,nkx1.2la,nkx
zbtb18_efemp2b,0.042846,0.038170177,0.05037928,0.07835607,0.08767101,0.06185166,zbtb18,zbt
zbtb18_pcdh8,0.0,0.0,0.026029864,0.0,0.0,0.034403905,zbtb18,zbt
zbtb18_hivep2a,0.0,0.0,0.0,0.0,0.030800799,0.024040924,zbtb18,zbt
zbtb18_marcksb,0.021781377,0.0,0.0,0.030785535,0.0,0.0,zbtb18,zbt
zbtb18_pes,0.0,0.0,0.034551084,0.028994054,0.0,0.0,zbtb18,zbt
zbtb18_actc1a,0.0,0.03284079,0.03238602,0.038489126,0.026629347,0.0,zbtb18,zbt
zbtb18_cfl1,0.0,0.0,0.0,0.040053584,0.036134355,0.0,zbtb18,zbt
nr2f5_alcamb,0.025014779,0.027165657,0.06140756,0.036125876,0.0,0.0,nr2f5,nr
nr2f5_syncrip,0.0,0.029798422,0.030969026,0.0,0.0,0.0,nr2f5,nr
nr2f5_msx1b,0.0,0.028665137,0.027102163,0.0,0.0,0.0,nr2f5,nr
nr2f5_hspe1,0.0,0.0,0.03382257,0.028722657,0.026227366,0.0,nr2f5,nr
nr2f5_szl,0.0,0.0,0.03611474,0.036565125,0.0,0.0,nr2f5,nr
nr2f5_her1,0.0,0.0,0.025858458,0.03978772,0.0,0.0,nr2f5,nr
nr2f5_kirrel3l,0.03588917,0.0,0.0,0.0,0.0,0.024297584,nr2f5,nr
nr2f5_fn1b,0.0,0.0,0.030005699,0.0,0.0,0.059462402,nr2f5,nr
esrrga_efemp2b,0.0,0.0,0.0,-0.025302874,-0.08900144,-0.034955952,esrrga,esr
esrrga_msx1b,0.0,0.038621508,0.0,0.025667448,0.0,0.0,esrrga,esr
esrrga_fn1b,0.02247969,0.0,0.025785305,0.0,0.0,0.0,esrrga,esr
esrrga_rarga,0.0,0.0,0.040252045,0.0399598,0.031033957,0.0,esrrga,esr
esrrga_tll1,0.0,0.0,0.04610893,0.041617718,0.0,0.0,esrrga,esr
esrrga_aebp1,0.0,0.0,0.029602475,0.026118314,0.0,0.0,esrrga,esr
esrrga_cdx4,0.0,0.0,0.0,-0.025785321,-0.025543557,0.0,esrrga,esr
esrrga_greb1l,0.0,-0.044108666,0.0,0.0,0.0,-0.023530357,esrrga,esr
esrrga_hspb1,0.0,-0.032450557,-0.02989827,0.0,0.0,0.0,esrrga,esr
mef2d_hoxa9b,0.029103188,0.06383667,0.039792158,0.0316492,0.0,0.0,mef2d,mef
mef2d_dkc1,0.024623936,0.0,0.026561938,0.03444405,0.0,0.0,mef2d,mef
mef2d_tbx16,0.0,0.030684328,0.05034139,0.04357218,0.0,0.0,mef2d,mef
mef2d_unc45b,0.021400953,0.0,0.0,0.027631067,0.032120027,0.02316326,mef2d,mef
mef2d_tjp2b,0.0,0.0,0.0,0.0,0.031080099,0.027686441,mef2d,mef
mef2d_rbm24a,0.0,0.0,0.0,0.0,0.025450552,0.02608905,mef2d,mef
mef2d_enah,0.023985313,0.0,0.0,0.0,0.043476854,0.035575707,mef2d,mef
mef2d_hivep2a,0.021499254,0.0,0.0,0.0,0.033209343,0.033931173,mef2d,mef
mef2d_tma7,-0.021417335,0.0,0.0,0.0,0.0,-0.022844972,mef2d,mef
mef2d_rpl21,0.0,-0.026601413,-0.027838867,0.0,0.0,-0.021429827,mef2d,mef
gli3_ctnnal1,0.035845514,0.04489253,0.027676415,0.027143447,0.03520194,0.0,gli3,gli
gli3_sulf1,0.0,0.027191764,0.0,0.029083546,0.0,0.0,gli3,gli
gli3_greb1l,0.0,0.0,0.036757145,0.03888661,0.03493759,0.0,gli3,gli
gli3_szl,0.0,0.0,-0.04477113,-0.06288911,0.0,0.0,gli3,gli
gli3_faua,0.0,-0.031752232,-0.060597014,-0.03862788,-0.04972475,-0.0292512,gli3,gli
gli3_hmgb1b,0.0,-0.03038514,-0.025608381,0.0,0.0,0.0,gli3,gli
gli3_hsp90ab1,0.0,0.0,-0.036658354,0.0,-0.038786452,0.0,gli3,gli
gli3_apex1,0.0,0.0,-0.029295793,0.0,-0.033199623,0.0,gli3,gli
gli3_marcksb,0.0,0.0,-0.027093628,0.0,-0.027833203,0.0,gli3,gli
gli3_akap12b,0.0,0.0,-0.027046688,-0.03904351,-0.052118562,0.0,gli3,gli
gli3_anp32b,0.0,0.0,-0.03310844,-0.029235417,-0.029551847,0.0,gli3,gli
gli3_rpl35,0.0,0.0,-0.03226235,-0.027385637,-0.034468688,-0.023834681,gli3,gli
pnx_alcamb,0.049397543,0.041153602,0.0,0.0,0.026116624,0.032466587,pnx,pnx
pnx_greb1l,0.02414396,0.025094295,0.0,0.0,0.0,0.0,pnx,pnx
pnx_epha2a,0.02252669,0.025046855,0.0,0.0,0.0,0.0,pnx,pnx
pnx_faua,0.021293197,0.0,0.04033535,0.026829557,0.0,0.028631322,pnx,pnx
pnx_hspb1,0.0,0.0,0.037261885,0.028769331,0.0,0.023695901,pnx,pnx
pnx_pabpc1a,0.02377065,0.0,0.0,0.0,0.0,0.02841837,pnx,pnx
pnx_rps3a,0.024004666,0.0,0.0,0.0,0.0,0.020078646,pnx,pnx
pnx_mdkb,0.021356039,0.0,0.0,0.0,0.0,0.022667805,pnx,pnx
pnx_rpl21,0.0,0.0,0.029392444,0.0,0.0,0.024575975,pnx,pnx
pnx_rpl13a,0.023561087,0.0,0.0263786,0.0,0.0,0.033748735,pnx,pnx
pnx_rps9,0.026153622,0.0,0.035986304,0.0,0.0,0.02598504,pnx,pnx
pnx_rpl8,0.023762124,0.0,0.029363653,0.0,0.0,0.021130212,pnx,pnx
rxraa_tbx16,0.051221553,0.046407655,0.03669733,0.03182675,0.07223749,0.032834217,rxraa,rxr
rxraa_fn1b,0.04956087,0.043677736,0.046798747,0.060086917,0.087682195,0.0,rxraa,rxr
rxraa_szl,0.0,0.0,0.085158825,0.0754554,0.0,0.0,rxraa,rxr
rxraa_hspb1,0.0,-0.0303289,0.0,-0.02588024,-0.04020551,0.0,rxraa,rxr
rxraa_rpl13a,0.0,-0.027898327,0.0,0.0,-0.028914467,0.0,rxraa,rxr
rxraa_msgn1,0.0,0.0,0.031849883,0.02789047,0.0,0.023048239,rxraa,rxr
rxrgb_cfl1,0.0,0.0,0.027647112,0.038609933,0.0,0.0,rxrgb,rxr
rxrgb_syncrip,0.0,0.0,0.0,0.025634743,0.026587883,0.0,rxrgb,rxr
rxraa_aspm,0.0,0.0,0.0,0.0252915,0.034726314,0.0,rxraa,rxr
rxraa_rarga,0.0,0.0,0.032777753,0.03444829,0.031653598,0.0,rxraa,rxr
rxraa_tbx16l,0.0,0.0,0.02767695,0.025398128,0.027425878,0.0,rxraa,rxr
rxraa_nucks1a,0.0,0.0,-0.025398526,0.0,0.0,0.02593622,rxraa,rxr
rxraa_cx43.4,0.039526038,0.039952137,0.0,0.0,0.0,0.0,rxraa,rxr
rxraa_tmsb4x,0.022633556,0.03206128,0.0,0.0,0.0,0.0,rxraa,rxr
rx3_fn1b,0.0,0.0,0.0,0.0,-0.03691808,0.022481145,rx3,rx
rx3_crabp2b,0.03465032,0.04547663,0.0,0.0,0.0,0.020783942,rx3,rx
rx3_hnrnpa1b,0.0,0.0,0.030943135,0.029924912,0.0,0.027494535,rx3,rx
rx3_rpl3,0.0,0.0,0.0,0.030903395,0.0,0.028336106,rx3,rx
rx3_rpl23,0.0,0.0,0.0,0.029742947,0.028759234,0.025978532,rx3,rx
rx3_hspa8,0.0,0.024342645,0.0,0.0,0.0,0.029222937,rx3,rx
rx3_rps9,0.0,0.0,0.0,0.0,0.026286345,0.02882979,rx3,rx
rx3_rpl21,0.02249833,0.028177474,0.0,0.0,0.038652293,0.045004558,rx3,rx
rx3_rpl13a,0.0,0.027205225,0.0,0.0,0.03208965,0.039086826,rx3,rx
rx3_rps7,0.0,0.024764264,0.0,0.0,0.026560403,0.03521145,rx3,rx
rx3_nucks1a,0.034741845,0.0,0.026883502,0.0,0.0,0.0,rx3,rx
rx3_faua,0.030998658,0.0,0.0,0.0,0.026381597,0.033316005,rx3,rx
rx3_hspb1,0.028269961,0.0,0.0,0.0,0.0,0.032121845,rx3,rx
rx3_rpl5b,0.028178414,0.0,0.0,0.0,0.0,0.03242153,rx3,rx
rx3_rrm2,0.023847578,0.0,0.0,0.0,0.0,0.023631781,rx3,rx
rx3_cirbpa,0.022496834,0.0,0.0,0.0,0.0,0.021529503,rx3,rx
snai1a_zbtb16a,0.03400327,0.039335296,0.034166545,0.0,-0.031954736,0.0,snai1a,sna
snai1a_rpl12,0.0,0.039970137,0.04031689,0.0,0.025628846,0.021686953,snai1a,sna
snai1a_hsp90ab1,0.0,0.025547842,0.0445417,0.0,0.0,0.0,snai1a,sna
snai1a_rps7,0.026379356,0.0425704,0.0,0.0,0.0,0.0,snai1a,sna
snai1a_nop58,0.0,0.02632293,0.0,0.0,0.0,0.026977409,snai1a,sna
snai1a_rpl17,0.0,0.0,0.0,0.025523657,0.029920343,0.029636875,snai1a,sna
snai1a_serbp1a,0.0,0.0,0.0,0.0,0.031142991,0.022738619,snai1a,sna
snai1a_seta,0.0,0.0,0.0,0.0,0.0300299,0.025555272,snai1a,sna
snai1a_pnrc2,0.0,0.0,0.026540717,0.031956084,0.033719476,0.021511722,snai1a,sna
snai1a_setb,0.0,0.0,0.02890676,0.03708466,0.03436241,0.0,snai1a,sna
snai1a_cdx4,0.0,0.0,0.025279736,0.03498011,0.025821809,0.0,snai1a,sna
snai1a_lyar,0.0,0.02841929,0.0,0.026966518,0.027827887,0.0,snai1a,sna
snai1a_rbm38,0.0,0.025535425,0.0,0.030538384,0.031330574,0.0,snai1a,sna
snai1a_ddit4,0.0,0.0,0.0,0.026300982,0.033753768,0.0,snai1a,sna
snai1a_cdx1a,0.0,0.0,0.0,0.025246838,0.02600969,0.0,snai1a,sna
snai1a_zgc:153405,0.034543145,0.041065127,0.033417925,0.03285047,0.04356035,0.0,snai1a,sna
snai1a_msgn1,0.027136797,0.04132995,0.0,0.0,0.057499643,0.023787687,snai1a,sna
zic3_szl,0.0,0.0,-0.06659201,-0.10380369,-0.031356122,0.0,zic3,zic
zic2b_greb1l,-0.058481365,-0.039831366,0.0,0.0,0.0,0.0,zic2b,zic
zic2b_rfx4,-0.027206596,-0.02477123,0.0,0.0,0.0,0.0,zic2b,zic
zic3_fn1b,0.035445273,0.0,0.035762697,0.05554544,0.07021608,0.023835748,zic3,zic
zic3_hoxb7a,0.0,0.0,0.031520344,0.0,0.034287766,0.0,zic3,zic
zic3_wif1,0.0,0.0,0.0,0.0,0.027103871,0.021688495,zic3,zic
zic2b_histh1l,0.0,0.0,0.04322396,0.044728883,0.035279717,0.0,zic2b,zic
zic2b_setb,0.0,0.0,0.03048291,0.029384013,0.0,0.03362289,zic2b,zic
zic2b_hmgb1b,0.025824247,0.031120075,0.035244457,0.032119997,0.04012622,0.03849286,zic2b,zic
zic2b_hmgb2a,0.0,0.024378203,0.027386077,0.031032473,0.025706137,0.021364365,zic2b,zic
zic2b_tuba8l4,0.023253597,0.035059497,0.0,0.031418286,0.03744359,0.0,zic2b,zic
zic2b_cnbpb,0.03666422,0.024530584,0.044219688,0.0,0.0,0.0,zic2b,zic
zic2b_srrm2,0.0,0.024630086,0.026616883,0.0,0.0,0.022373226,zic2b,zic
zic3_cnbpb,0.021709941,0.03350056,0.028670844,0.0,0.0,0.0,zic3,zic
zic3_msgn1,0.0,0.030039387,0.032041173,0.0,0.0,0.0,zic3,zic
zic2b_snrpb2,0.0,0.025974952,0.0,0.027937597,0.0,0.0,zic2b,zic
zic3_histh1l,0.03403553,0.036206987,0.0,0.0,0.0,0.0,zic3,zic
zic2a_npm1a,0.02454547,0.032758385,0.0,0.0,0.0,0.0,zic2a,zic
lin28a_ptges3b,0.062717736,0.073133655,0.03002017,0.05798745,0.053008314,0.036508724,lin28a,lin
lin28a_hmga1a,0.048898354,0.08255864,0.05744446,0.07449463,0.08219153,0.029099362,lin28a,lin
lin28a_nucks1a,0.028497932,0.075097665,0.045646008,0.06229289,0.06001815,0.031125676,lin28a,lin
lin28a_rpl34,0.027705502,0.05154397,0.025445905,0.0347646,0.0642166,0.028795918,lin28a,lin
lin28a_seta,0.028211765,0.047172498,0.044896718,0.030511094,0.03969407,0.0,lin28a,lin
lin28a_hmgn7,0.028939297,0.054217372,0.035951912,0.03719574,0.039613295,0.023243783,lin28a,lin
lin28a_anp32e,0.024335831,0.036497306,0.032833606,0.042043146,0.042638298,0.021778988,lin28a,lin
lin28a_ran,0.043952856,0.04736227,0.063661456,0.062310543,0.06262914,0.03968238,lin28a,lin
lin28a_setb,0.030123765,0.034433458,0.048964296,0.06571922,0.036844324,0.02327436,lin28a,lin
lin28a_ppp2cb,0.025445737,0.043264717,0.0,0.0,0.028011335,0.03612613,lin28a,lin
lin28a_tuba8l4,0.0,0.026579596,0.0,0.0,0.0,0.02591925,lin28a,lin
lin28a_hnrnpub,0.026061215,0.03550564,0.0,0.0,0.0,0.0,lin28a,lin
lin28a_hsp90ab1,0.023363221,0.028595801,0.0,0.0,0.026888376,0.0,lin28a,lin
lin28a_cnbpb,0.0,0.029444305,0.0,0.0,0.032586027,0.0,lin28a,lin
lin28a_mphosph8,0.0,0.025697123,0.0,0.0,0.027893232,0.0,lin28a,lin
lin28a_dkc1,0.0,0.03591193,0.04649796,0.042151093,0.0,0.0,lin28a,lin
lin28a_gnb1b,0.0,0.028930513,0.02603209,0.033090472,0.02578384,0.0,lin28a,lin
lin28a_ctnnb1,0.0,0.033970412,0.0,0.032508973,0.045112174,0.02047495,lin28a,lin
lin28a_dlc,0.0,0.0,0.0,0.036244847,0.027063008,0.0,lin28a,lin
irf2a_crabp2b,0.07596103,0.12331039,0.122761376,0.12967013,0.11074754,0.06874925,irf2a,irf
irf2a_rpl5b,0.046834126,0.03451718,0.06747738,0.06831271,0.06371801,0.04874625,irf2a,irf
irf2a_hspa8,0.0,0.0,0.0,0.036642272,0.0,0.030291444,irf2a,irf
irf2a_nucks1a,0.0,0.0,0.0,0.03660178,0.0,0.052501455,irf2a,irf
irf2a_hnrnpub,0.023800187,0.0,0.03784242,0.046880275,0.041967776,0.031244759,irf2a,irf
irf2a_ctnnb1,0.0,0.0,0.031596895,0.031305693,0.02821021,0.031706374,irf2a,irf
irf2a_api5,0.0,0.0,0.025811248,0.032074407,0.030139238,0.025472974,irf2a,irf
irf2a_marcksb,0.0,0.0,0.052356068,0.044191066,0.0,0.0,irf2a,irf
irf2a_rpl17,0.0,0.0,0.030284539,0.029897252,0.0,0.0,irf2a,irf
irf2a_srrm1,0.0,0.0,0.027829008,0.0,0.026654484,0.0,irf2a,irf
irf2a_rpl19,0.0,0.024718605,0.027094914,0.035649594,0.0265737,0.0,irf2a,irf
irf2a_dek,0.0,0.0,0.027089726,0.028515177,0.028374327,0.0,irf2a,irf
irf2a_msna,0.031126,0.039710738,0.03675566,0.039605625,0.0,0.022169048,irf2a,irf
irf2a_rpl23,0.03086056,0.03786695,0.031052114,0.030774772,0.0,0.03729557,irf2a,irf
irf2a_nop58,0.030024378,0.0,0.025126383,0.0,0.0,0.0,irf2a,irf
irf2a_thrap3b,0.021963876,0.0,0.03050354,0.0,0.0,0.0,irf2a,irf
irf2a_ran,0.02245951,0.0,0.0,0.0,0.0,0.03440206,irf2a,irf
irf2a_eif4g1a,0.0,0.027046328,0.0,0.0,0.0,0.023763997,irf2a,irf
irf2a_top1l,0.03439703,0.038436234,0.0,0.0,0.0,0.020888602,irf2a,irf
irf2a_mki67,0.022167552,0.03564891,0.0,0.0,0.0,0.0,irf2a,irf
her9_rpl35,0.0,0.0,0.028038489,0.0,0.0,0.024940234,her9,her
her6_rpl7,0.0,0.033141725,0.0,0.0,0.0,0.030652553,her6,her
her6_eef1a1l1,0.0,0.02465153,0.0,0.030472716,0.0,0.024958923,her6,her
her6_tuba8l4,0.0,0.0,0.0,0.026583461,0.0,0.026967904,her6,her
her9_gnl3,0.030308671,0.0,0.0,0.0373631,0.03865815,0.0,her9,her
her9_rpl7,0.02490179,0.0,0.0,0.0,0.0,0.020813083,her9,her
her6_rpl10a,0.023012195,0.0,0.0,0.0,0.027084399,0.025362054,her6,her
her6_rpl24,0.02162674,0.0,0.0,0.0,0.03228844,0.025038289,her6,her
her6_rpl35,0.031492487,0.0,0.0,0.0,0.033554256,0.030999072,her6,her
her6_rps19,0.025973974,0.0,0.0,0.0,0.02998718,0.033800233,her6,her
her6_gnl3,0.030930245,0.025831733,0.0,0.0,0.0,0.0,her6,her
her6_si:dkey-67c22.2,0.026352657,0.026352787,0.0,0.0,0.0,0.0,her6,her
her9_syncrip,0.04969054,0.037945244,0.0,0.0,0.031847626,0.0,her9,her
her6_cfl1,0.037225086,0.029926542,0.0,0.026871733,0.035550974,0.020231994,her6,her
her9_sox11a,0.02725621,0.027642358,0.040491316,0.034046613,0.0,0.0,her9,her
her9_faua,0.039514847,0.057663653,0.027585471,0.042431425,0.040505946,0.024796212,her9,her
her6_faua,0.027935289,0.033225045,0.042628746,0.050275233,0.051963434,0.035805043,her6,her
her6_rps4x,0.0,0.036575705,0.0,0.031143336,0.034551688,0.036381483,her6,her
her9_rps19,0.0,0.027898885,0.037774153,0.037947576,0.03142305,0.02637655,her9,her
her9_hnrnpa1b,0.0,0.0,0.026734557,0.03257037,0.045898806,0.021325365,her9,her
msx1b_cdh11,-0.035749733,-0.066613466,0.0,0.0,0.0,0.0,msx1b,msx
msx1b_greb1l,-0.05169584,0.0,0.0,0.0,-0.025852434,0.0,msx1b,msx
msx1b_draxin,0.0,0.0,0.0,0.0,-0.04042817,-0.022784535,msx1b,msx
msx1b_large2,-0.022107152,0.0,0.0,-0.02529742,-0.04409624,0.0,msx1b,msx
msx1b_sulf1,0.0,0.0,0.0,-0.039752617,-0.04382787,0.0,msx1b,msx
msx1b_fn1b,0.0,0.0,0.0,-0.038404867,-0.066491134,0.0,msx1b,msx
msx1b_pax3a,0.06560229,0.079856694,0.03868584,0.031758532,0.043054726,0.029508734,msx1b,msx
msx1b_snrpg,0.0,0.03346225,0.030841364,0.030127486,0.027954059,0.033162873,msx1b,msx
msx1b_etv5a,0.0,0.038852412,0.030784907,0.025499133,0.0,0.0,msx1b,msx
msx1b_unc5b,0.0,0.03588446,0.033933736,0.03351945,0.0,0.0,msx1b,msx
msx1b_col18a1a,0.0,0.05111356,0.030728584,0.0,0.0,0.021642823,msx1b,msx
msx1b_cdh6,0.0,0.04583312,0.038164444,0.0,0.02668875,0.0,msx1b,msx
msx1b_olig4,0.022022057,0.039084386,0.0,0.0,0.0,0.0,msx1b,msx
msx1b_rpl12,0.02239562,0.0,0.0,0.0,0.027563512,0.0,msx1b,msx
msx1b_cdx4,0.0,0.0,0.0,0.03450428,0.0,0.022745553,msx1b,msx
msx1b_ran,0.035385165,0.0,0.0,0.02801372,0.0,0.0,msx1b,msx
msx1b_rps7,0.023459405,0.0,0.0,0.02986155,0.0,0.0,msx1b,msx
msx1b_apoc1,0.054465376,0.0,0.0,0.055602465,0.059882727,0.025998281,msx1b,msx
msx1b_pcdh19,0.0,0.0,0.050043896,0.05530463,0.028013656,0.0,msx1b,msx
msx1b_ved,0.0,0.0,0.0,0.0642021,0.04037729,0.020846082,msx1b,msx
msx1b_alcamb,0.0,0.0,0.0,0.046398647,0.036751032,0.024254475,msx1b,msx
vent_tbx16,0.06733288,0.07197385,0.13003497,0.10987839,0.12069637,0.042539448,vent,ven
vent_alcamb,-0.041916873,-0.095357955,0.0,-0.026364835,0.0,0.0,vent,ven
vent_gdf11,0.0,0.07229353,0.09065757,0.04564654,0.0,0.0,vent,ven
vent_vox,0.0,0.060827583,0.070052065,0.06490498,0.0708888,0.022759143,vent,ven
vent_cx43.4,0.0,0.053309098,0.07929115,0.07340366,0.037790146,0.02512996,vent,ven
vent_msgn1,0.03256617,0.0,0.0,0.0449359,0.05723119,0.030608516,vent,ven
vent_rpl6,0.0,-0.025530014,0.0,0.027418591,0.0,0.0,vent,ven
vent_marcksl1b,0.0,0.0,0.0,0.031569242,0.0,0.020904979,vent,ven
vent_hnrnpub,0.0,0.0,0.0,0.030450854,0.02711653,0.021034475,vent,ven
vent_cyp26a1,0.0,0.0304065,0.046723463,0.027983006,0.0,0.0,vent,ven
vent_cdx4,0.0,0.0,0.033281155,0.043103315,0.0,0.0,vent,ven
vent_her1,0.0,0.0,0.0,0.033861343,0.044620022,0.0,vent,ven
vent_rbm38,0.02145978,0.0,0.046281926,0.034444913,0.033118673,0.0,vent,ven
vent_her7,0.0,0.0,0.043745037,0.03841264,0.04056718,0.0,vent,ven
vent_rarga,0.0,0.0,0.027026027,0.02706985,0.036126345,0.0,vent,ven
vent_dlc,0.0,0.0,0.025524877,0.03380084,0.0474755,0.0,vent,ven
vent_rpl21,0.0,-0.02821102,-0.03174371,0.0,0.0,0.026257837,vent,ven
vent_marcksb,0.0,0.0,-0.02583904,-0.02773621,0.0,0.0,vent,ven
vent_dkc1,0.0309179,0.0,0.0,0.0,-0.02541675,0.0,vent,ven
vent_hirip3,0.02600185,0.0,0.0,0.0,0.0,0.020382263,vent,ven
vent_faua,0.02584861,0.0,0.0,0.0,0.0,0.023560619,vent,ven
vent_histh1l,0.027642243,0.029370837,0.0,0.03660814,0.026584882,0.0,vent,ven
vent_srrm2,0.025611477,0.033062845,0.0,0.0,0.0,0.0,vent,ven
vent_hoxa9a,0.023333259,0.02651403,0.0,0.0,0.0,0.0,vent,ven
vent_nusap1,0.034335863,0.032233693,0.0,0.0,0.039016776,0.0,vent,ven
vent_cnbpb,0.02684533,0.036501233,0.0,0.0,0.027118241,0.0,vent,ven
rfx4_col18a1a,0.10113959,0.13913338,0.06586996,0.0670428,0.10528901,0.058930974,rfx4,rfx
rfx4_greb1l,0.09377296,0.10935238,0.042621,0.057685867,0.057177313,0.0,rfx4,rfx
