TF-gene,neural_posterior,spinal_cord,NMPs,tail_bud,PSM,somites,TF,TF_family,max
hmx3a_mdka,0.0,0.0,0.020479724,0.0,0.0,0.0,hmx3a,hmx,NMPs
hmx3a_fn1b,0.0,0.0,0.021908667,0.0,0.0,0.0,hmx3a,hmx,NMPs
hmx3a_cirbpa,0.0,0.0,0.0,0.032112297,0.0,0.0,hmx3a,hmx,NMPs
tfec_itm2cb,0.0,0.0,0.0,0.026327442,0.0,0.0,tfec,tfe,tail_bud
tfec_apoeb,0.0,0.0,0.0,0.041129164,0.0,0.0,tfec,tfe,tail_bud
tfec_gli2a,0.0,0.0,0.021856958,0.0,0.0,0.0,tfec,tfe,tail_bud
bhlhe22_wnt5b,0.0,0.0,0.0,-0.02272539,0.0,0.0,bhlhe22,bhl,tail_bud
bhlhe22_hmgb2a,0.0,0.0,0.020325337,0.0,0.0,0.0,bhlhe22,bhl,tail_bud
bhlhe22_ved,0.0,0.0,0.0,0.027306125,0.0,0.0,bhlhe22,bhl,tail_bud
bhlhe22_eya1,0.0,0.0,0.0,0.0,-0.033543672,-0.040737566,bhlhe22,bhl,tail_bud
ar_serpinh1b,0.0,0.0,0.0,-0.02413955,-0.03906795,0.0,ar,ar,neural_posterior
ar_ntn1a,-0.039386787,0.0,0.0,0.0,0.0,0.0,ar,ar,neural_posterior
ar_foxp4,0.0,0.0,0.0,0.032618582,0.0,0.0,ar,ar,neural_posterior
ar_hs6st1a,0.031246055,0.0,0.0,0.0,0.0,0.0,ar,ar,neural_posterior
dbx1b_foxp4,0.0,0.0,0.024159877,0.0,0.0,0.0,dbx1b,dbx,NMPs
dbx1b_hsp90ab1,0.0,0.0,0.02439517,0.0,0.0,0.0,dbx1b,dbx,NMPs
dbx1b_fbn2b,0.0,0.0,0.0,-0.02394977,0.0,0.0,dbx1b,dbx,NMPs
dbx1a_map7d1a,0.0,0.0,0.023306815,0.0,0.0,0.04281176,dbx1a,dbx,NMPs
phox2bb_aspm,0.0,0.0,0.0,-0.021520277,0.0,0.0,phox2bb,pho,tail_bud
phox2bb_robo1,0.0,0.0,0.0,-0.021736804,0.0,0.0,phox2bb,pho,tail_bud
phox2bb_tenm4,0.0,0.0,0.0,-0.0249624,0.0,0.0,phox2bb,pho,tail_bud
phox2bb_raraa,0.0,0.0,0.021563502,0.0,0.0,0.0,phox2bb,pho,tail_bud
phox2bb_crabp2b,0.0,0.0,0.0,0.023281569,0.0,0.0,phox2bb,pho,tail_bud
onecutl_qkia,0.0,0.0,0.0,0.023894386,0.0,0.0,onecutl,one,tail_bud
onecut2_qkia,0.0,0.0,0.0,0.0,-0.031131677,0.0,onecut2,one,neural_posterior
onecut2_serpinh1b,0.0,0.0,0.0,0.0,-0.03203325,0.0,onecut2,one,neural_posterior
onecut2_nlgn3a,0.034459725,0.0,0.0,0.0,0.0,0.0,onecut2,one,neural_posterior
onecut2_ebf2,0.034636207,0.03805826,0.0,0.0,0.0,0.03916203,onecut2,one,neural_posterior
onecut2_rnf220a,0.04398427,0.0,0.0,0.0,0.0,0.052079964,onecut2,one,neural_posterior
eomesa_agrn,-0.027272139,0.0,0.0,0.0,0.0,0.0,eomesa,eom,neural_posterior
eomesa_zbtb16a,-0.03088598,0.0,0.0,0.0,0.0,0.0,eomesa,eom,neural_posterior
eomesa_mllt3,0.0,0.0,-0.02043927,0.0,0.0,0.0,eomesa,eom,neural_posterior
eomesa_slit3,0.0,0.0,-0.022141894,0.0,0.0,0.0,eomesa,eom,neural_posterior
eomesa_ek1,0.03489481,0.0,0.0,0.0,0.0,0.0,eomesa,eom,neural_posterior
eomesa_cdh11,0.044751603,0.0,0.0,0.0,0.0,0.0,eomesa,eom,neural_posterior
hnf1bb_npm1a,0.0,0.0,0.020886626,0.023984803,0.0,0.0,hnf1bb,hnf,NMPs
hnf1bb_hspe1,0.0,0.0,0.027175056,0.025794681,0.0,0.0,hnf1bb,hnf,NMPs
hnf1bb_cfl1,0.0,0.0,0.026867647,0.0,0.0,0.0,hnf1bb,hnf,NMPs
hnf1bb_ncl,0.0,0.0,0.027401138,0.0,0.0,0.0,hnf1bb,hnf,NMPs
hnf1bb_mki67,0.0,0.0,0.020658933,0.0,0.0,0.0,hnf1bb,hnf,NMPs
hnf1bb_hmgn2,0.0,0.0,0.020666504,0.0,0.0,0.0,hnf1bb,hnf,NMPs
hnf1bb_zbtb16a,0.0,0.0,-0.032193698,0.0,0.0,0.0,hnf1bb,hnf,NMPs
gfi1b_tenm4,-0.026695522,0.0,0.0,0.0,0.0,0.0,gfi1b,gfi,neural_posterior
gfi1b_sox6,0.0,0.0,-0.02580921,0.0,0.0,0.0,gfi1b,gfi,neural_posterior
gfi1b_kirrel3l,0.035486333,0.0,0.0,0.0,0.0,0.0,gfi1b,gfi,neural_posterior
gfi1aa_ncl,0.0,0.0,0.02172851,0.0,0.0,0.0,gfi1aa,gfi,NMPs
gfi1aa_cfl1,0.0,0.0,0.022514455,0.0,0.0,0.0,gfi1aa,gfi,NMPs
gfi1aa_angptl2b,0.0,0.0,0.0,0.021571849,0.0,0.0,gfi1aa,gfi,NMPs
gfi1aa_trps1,0.0,0.0,-0.020871297,0.0,0.0,0.0,gfi1aa,gfi,NMPs
fli1a_fign,0.0,0.0,0.0,0.024278745,0.03329589,0.0,fli1a,fli,tail_bud
fli1a_itm2cb,0.0,0.0,0.041006815,0.033059698,0.04016494,0.0,fli1a,fli,tail_bud
fli1a_sema6e,0.0,0.0,0.0,0.022533098,0.0,0.0,fli1a,fli,tail_bud
fli1a_gfra4a,0.0,0.0,0.0,0.023888746,0.0,0.0,fli1a,fli,tail_bud
fli1a_robo1,0.0,0.0,0.02267609,0.0,0.0,0.0,fli1a,fli,tail_bud
fli1a_hs6st1a,-0.028019704,0.0,0.0,0.0,0.0,0.0,fli1a,fli,tail_bud
fli1a_rnf220a,-0.0297238,0.0,0.0,0.0,0.0,0.0,fli1a,fli,tail_bud
fli1a_meis3,0.0,0.0,0.0,0.0,0.0,0.03314868,fli1a,fli,tail_bud
junbb_hes6,0.0,0.0,0.0,0.021569885,0.0,0.0,junbb,jun,NMPs
junbb_msna,0.0,0.0,0.019858243,0.023185221,0.0,0.0,junbb,jun,NMPs
junbb_cdx4,0.0,0.0,0.02054227,0.0,0.0,0.0,junbb,jun,NMPs
junbb_fstl1b,0.0,0.0,0.02095534,0.0,0.0,0.0,junbb,jun,NMPs
junbb_nucks1a,0.0,0.0,0.02633427,0.0,0.0,0.0,junbb,jun,NMPs
junbb_ncam1b,-0.030335415,0.0,0.0,0.0,0.0,0.0,junbb,jun,NMPs
junbb_ism1,0.0,0.0,0.0,0.025762128,0.032736525,0.0,junbb,jun,NMPs
junbb_apoeb,0.0,0.0,0.024431927,0.030340906,0.037348576,0.0,junbb,jun,NMPs
cebpb_apoc1,0.0,0.0,0.0325409,0.029038046,0.0,0.0,cebpb,ceb,tail_bud
cebpb_apoeb,0.0,0.0,0.0,0.049960714,0.0,0.0,cebpb,ceb,tail_bud
cebpa_rbm38,0.0,0.0,0.021522913,0.0,0.0,0.0,cebpa,ceb,NMPs
cebpa_tenm4,0.0,0.0,0.025784982,0.0,0.0,0.0,cebpa,ceb,NMPs
cebpa_cntfr,0.03137475,0.0,0.0,0.0,0.0,0.0,cebpa,ceb,NMPs
cebpa_ism1,0.0,0.0,0.0,-0.025041085,0.0,0.0,cebpa,ceb,NMPs
cebpa_apoeb,0.0,0.0,0.0,-0.03392472,0.0,0.0,cebpa,ceb,NMPs
cebpa_apoc1,0.0,0.0,0.031386834,-0.03177368,0.0,0.0,cebpa,ceb,NMPs
runx1_msna,0.0,0.0,0.021484608,0.0,0.0,0.0,runx1,run,neural_posterior
runx1_sox6,0.0,0.0,0.028658152,0.0,0.0,0.0,runx1,run,neural_posterior
runx1_agrn,0.0,0.0,0.022694597,0.0,0.0,0.035259698,runx1,run,neural_posterior
runx1_ved,0.0,0.0,0.053816497,0.022783773,0.0,0.0,runx1,run,neural_posterior
runx1_tenm4,-0.036564022,0.0,0.0,0.0,0.0,0.0,runx1,run,neural_posterior
runx1_chl1a,-0.036664974,0.0,0.0,0.0,0.0,0.0,runx1,run,neural_posterior
runx1_rnf220a,-0.037865434,0.0,0.0,0.0,0.0,0.0,runx1,run,neural_posterior
runx1_cdh11,-0.035272736,-0.03161441,0.0,0.0,0.0,0.0,runx1,run,neural_posterior
tlx2_tbx16,0.0,0.0,0.0,-0.028077142,0.0,0.0,tlx2,tlx,tail_bud
tlx2_chsy1,0.0,0.0,0.0,0.025836242,0.0,0.0,tlx2,tlx,tail_bud
tlx2_meis3,0.0,0.0,0.0,0.0,0.0,-0.032950263,tlx2,tlx,tail_bud
tlx2_tenm4,0.036444083,0.0,0.0,0.0,-0.037894756,0.0,tlx2,tlx,tail_bud
tlx3b_col11a1a,0.0,0.0,-0.02039165,0.0,0.0,0.0,tlx3b,tlx,NMPs
tlx3b_slit3,0.0,0.0,-0.038335297,0.0,0.0,0.0,tlx3b,tlx,NMPs
tlx3b_msgn1,0.0,0.0,0.023752967,0.0,0.0,0.0,tlx3b,tlx,NMPs
tlx3b_rbm24a,0.0,0.0,0.023764865,0.0,0.0,0.0,tlx3b,tlx,NMPs
tlx3b_mki67,0.0,0.0,0.020567035,0.0,0.0,0.0,tlx3b,tlx,NMPs
nfatc1_prickle1b,0.0,0.0,0.019930152,0.0,0.0,0.0,nfatc1,nfa,neural_posterior
nfatc1_kank1a,0.0,0.0,0.020817354,0.0,0.0,0.0,nfatc1,nfa,neural_posterior
nfatc1_cdon,0.0,0.0,0.030460969,0.0,0.0,0.0,nfatc1,nfa,neural_posterior
nfatc1_agrn,0.028985394,0.0,0.0,0.0,0.0,0.0,nfatc1,nfa,neural_posterior
nfatc1_bcar3,0.03497732,0.0,0.0,0.0,0.0,0.0,nfatc1,nfa,neural_posterior
nfatc1_sox13,0.0,-0.0353024,0.0,0.0,0.0,0.0,nfatc1,nfa,neural_posterior
nfatc1_comp,0.0,0.0,0.0,0.0,0.0,0.037739363,nfatc1,nfa,neural_posterior
nfatc1_chl1a,-0.039301462,0.0,0.0,0.0,0.0,0.0,nfatc1,nfa,neural_posterior
nfatc1_jarid2b,0.12001533,0.0,0.022650717,0.027759304,0.0,0.0,nfatc1,nfa,neural_posterior
olig2_ntn1a,0.0,0.030305462,0.0,0.0,0.0,0.0,olig2,oli,NMPs
olig2_lmo3,0.0,0.03546003,0.0,0.0,0.0,0.0,olig2,oli,NMPs
olig2_sulf1,0.0,0.0,-0.030079445,0.0,0.0,0.0,olig2,oli,NMPs
olig2_fgfrl1a,0.0,0.0,0.0,0.0,-0.031741742,0.0,olig2,oli,NMPs
olig2_fstl1b,0.0,0.0,0.0,0.0,-0.037616696,0.0,olig2,oli,NMPs
olig2_tuba1a,0.036566306,0.0,0.0,0.0,0.0,0.0,olig2,oli,NMPs
olig2_adamts3,0.0442782,0.0,0.021917097,0.0,0.0,0.0,olig2,oli,NMPs
olig2_ved,0.0,0.0,0.0,0.04724502,0.0,0.0,olig2,oli,NMPs
olig2_apoc1,0.0,0.0,0.047981627,0.0,-0.04312866,0.0,olig2,oli,NMPs
pitx3_msi2b,0.0,0.0,0.0,0.023139415,0.0,0.0,pitx3,pit,tail_bud
pitx3_caska,0.0,0.0,0.0,0.023173414,0.0,0.0,pitx3,pit,tail_bud
pitx3_ctdp1,0.0,0.0,0.0,0.024083624,0.0,0.0,pitx3,pit,tail_bud
pitx3_qkia,0.0,0.0,0.024076417,0.0,0.0,0.0,pitx3,pit,tail_bud
pitx3_ephb4b,0.0,0.0,0.024261285,0.0,0.0,0.0,pitx3,pit,tail_bud
pitx3_rnf220a,-0.029835144,0.0,0.0,0.0,0.0,0.0,pitx3,pit,tail_bud
pitx3_cntfr,-0.033550806,0.0,0.0,0.0,0.0,0.0,pitx3,pit,tail_bud
pitx3_prickle1b,0.0,0.0,0.0,-0.024689456,0.0,0.0,pitx3,pit,tail_bud
pitx3_chrd,0.0,-0.047239672,0.0,0.0,0.0,0.0,pitx3,pit,tail_bud
barhl1a_ptk2ab,0.0,0.0,0.0,0.0,0.0,0.03290558,barhl1a,bar,NMPs
barhl1a_gli2a,0.0,0.0,0.02106535,0.0,0.0,0.032561418,barhl1a,bar,NMPs
barhl1a_tbx16,0.0,0.0,0.02818415,0.0,0.0,0.0,barhl1a,bar,NMPs
barhl1a_lpar1,0.0,0.0,0.029878791,0.0,0.0,0.0,barhl1a,bar,NMPs
barhl1a_msgn1,0.0,0.0,0.025926143,0.0,0.0,0.0,barhl1a,bar,NMPs
barx2_mllt3,0.0,0.0,0.022094293,0.0,0.0,0.0,barx2,bar,NMPs
barhl1a_qkia,0.0,0.0,0.022126226,0.0,0.0,0.0,barhl1a,bar,NMPs
barhl1a_raraa,0.0,0.0,0.022898061,0.0,0.0,0.0,barhl1a,bar,NMPs
barhl1a_dld,0.0,0.0,0.021099785,0.0,0.0,0.0,barhl1a,bar,NMPs
gsx1_raraa,0.0,0.0,0.0,-0.031861722,0.0,0.0,gsx1,gsx,NMPs
gsx1_slit3,0.0,0.0,-0.02284323,0.0,0.0,0.0,gsx1,gsx,NMPs
gsx1_cdh7a,0.0,-0.035498817,0.0,0.0,0.0,0.0,gsx1,gsx,NMPs
gsx1_mdka,0.0,0.0,0.021124184,0.0,0.0,0.0,gsx1,gsx,NMPs
gsx1_msgn1,0.0,0.0,0.021164702,0.0,0.0,0.0,gsx1,gsx,NMPs
gsx1_tbx16,0.0,0.0,0.028966935,0.0,0.0,0.0,gsx1,gsx,NMPs
gsx1_trps1,0.0,0.0,0.0,0.033336483,0.0,0.0,gsx1,gsx,NMPs
gsx1_hspb1,0.0,0.0,0.0,0.033538252,0.0,0.0,gsx1,gsx,NMPs
gsx1_tenm4,0.0,0.0,0.0,0.0,0.0,0.05747246,gsx1,gsx,NMPs
gsx1_nrp2b,0.0,0.0,0.0,0.0,0.03377512,0.033720713,gsx1,gsx,NMPs
arid5b_serbp1a,0.0,-0.037681624,0.0,0.0,0.0,0.0,arid5b,ari,neural_posterior
arid5b_mdka,-0.041075286,0.0,0.0,0.0,0.0,0.0,arid5b,ari,neural_posterior
arid5b_dclk2a,0.0,0.0,0.0,0.0,0.0,0.046069577,arid5b,ari,neural_posterior
arid3c_zcchc24,0.0,0.0,0.0,0.0,0.033679534,0.0,arid3c,ari,PSM
arid3c_large2,0.0,0.0,0.0,0.0,0.043347433,0.0,arid3c,ari,PSM
arid3c_ctnna2,0.0,-0.043078773,0.0,0.0,0.0,0.0,arid3c,ari,PSM
arid3c_ptprfb,0.0,0.0,0.0,0.0,0.032127332,0.046159927,arid3c,ari,PSM
arid3c_col5a2a,0.0,0.0,0.0,0.0,0.05826476,0.05698694,arid3c,ari,PSM
arid3c_st6gal2a,0.0,0.0,0.0,0.023630766,0.0536608,0.0785864,arid3c,ari,PSM
arid3c_tgfbi,0.0,0.0,0.0,0.0,0.0,0.039575823,arid3c,ari,PSM
arid3c_ralgps2,0.0,0.0,0.0,0.0,0.0,0.041451972,arid3c,ari,PSM
creb5b_ptprfb,0.0,0.0,0.020483995,0.0,0.0,0.0,creb5b,cre,NMPs
creb5b_nova2,0.0,0.0,0.021163723,0.0,0.0,0.0,creb5b,cre,NMPs
creb5b_hes6,0.0,0.0,0.024466943,0.0,0.0,0.0,creb5b,cre,NMPs
creb5b_sh3pxd2aa,0.0,0.0,0.03155965,0.0,0.0,0.0,creb5b,cre,NMPs
creb5b_large2,0.0,0.0,0.0,0.0,0.030560602,0.0,creb5b,cre,NMPs
creb5b_cdx4,0.0,0.0,0.0,0.0,-0.033147514,0.0,creb5b,cre,NMPs
creb5b_aspm,0.0,0.0,0.0,-0.022731192,-0.029503984,0.0,creb5b,cre,NMPs
creb5b_dennd5b,0.029815122,0.0,0.0,0.0,0.0,0.0,creb5b,cre,NMPs
creb5b_hs6st1a,0.043554187,0.0,0.0,0.0,0.0,0.03607563,creb5b,cre,NMPs
creb5b_zbtb16a,0.0,0.043157723,0.04487473,0.0,0.0,0.0,creb5b,cre,NMPs
creb5b_pax6b,0.0,0.052856952,0.0,0.0,0.0,0.0,creb5b,cre,NMPs
neurod4_apoc1,0.0,0.0,0.024905095,0.0,0.0,0.0,neurod4,neu,neural_posterior
neurod4_hes6,0.0,0.0,0.043979067,0.025678959,0.0,0.0,neurod4,neu,neural_posterior
neurod4_si:ch73-281n10.2,0.0,0.0,0.0,0.021556448,0.0,0.0,neurod4,neu,neural_posterior
neurod4_nusap1,0.0,0.0,0.0,0.022257026,0.0,0.0,neurod4,neu,neural_posterior
neurod4_ptmaa,0.0,0.0,0.0,0.0241559,0.0,0.0,neurod4,neu,neural_posterior
neurod4_sulf1,0.0,0.0,0.0,0.0,-0.03191495,0.0,neurod4,neu,neural_posterior
neurod4_hoxd3a,0.0,0.0,0.0,-0.02202429,0.0,0.0,neurod4,neu,neural_posterior
neurod4_mllt3,0.03319774,0.0,0.0,0.0,0.0,0.0,neurod4,neu,neural_posterior
neurod4_elavl3,0.034797695,0.0,0.0,0.0,0.0,0.0,neurod4,neu,neural_posterior
neurod4_dag1,0.047742505,0.0,0.024087595,0.0,0.0,0.0,neurod4,neu,neural_posterior
neurod4_dlb,0.040302552,0.04810484,0.0,0.0,0.032811597,0.043327235,neurod4,neu,neural_posterior
neurod4_col28a2a,0.043103818,0.037452493,0.0,0.0,0.0,0.037358414,neurod4,neu,neural_posterior
twist2_rxrab,0.0,0.0,0.0,0.025719503,0.0,0.0,twist2,twi,spinal_cord
twist1a_fgfr3,0.0,-0.032016058,0.0,0.0,0.0,0.0,twist1a,twi,spinal_cord
twist1a_ncam1b,-0.03298849,0.0,0.0,0.0,0.0,0.0,twist1a,twi,spinal_cord
twist2_gli3,0.0,0.033913568,0.0,0.0,0.0,0.0,twist2,twi,spinal_cord
twist1a_cirbpa,0.0,0.03410119,0.0,0.0,0.0,0.0,twist1a,twi,spinal_cord
twist1a_ncl,0.0,0.02991621,0.0,0.0,0.0,0.0,twist1a,twi,spinal_cord
twist2_efemp2b,0.0,0.030022904,0.0,0.0,0.0,0.0,twist2,twi,spinal_cord
twist2_zbtb16a,0.0,0.03852407,0.0,0.0,0.0,0.0,twist2,twi,spinal_cord
twist1a_efemp2a,0.0,0.0,0.0,0.0,0.0,0.045809705,twist1a,twi,spinal_cord
twist1a_fgfrl1a,0.0,0.0,0.025307313,0.0,0.0,0.043144472,twist1a,twi,spinal_cord
twist1a_zbtb16a,0.0,0.0,0.0,0.0,-0.05789238,0.0,twist1a,twi,spinal_cord
twist1a_rgs3a,0.0,0.0,0.0,0.0,0.0,-0.060953114,twist1a,twi,spinal_cord
wt1a_boc,0.0,0.0,0.0,0.0,0.0294476,0.0,wt1a,wt,spinal_cord
wt1a_pbx1b,0.0,0.0,0.0,0.0,0.030522415,0.0,wt1a,wt,spinal_cord
wt1a_tmem88b,0.0,0.0,0.0,0.026534753,0.0,0.0,wt1a,wt,spinal_cord
wt1a_cdh6,0.0,-0.029836295,0.0,0.0,0.0,0.0,wt1a,wt,spinal_cord
wt1a_gli3,0.0,-0.031449053,0.0,0.0,0.0,0.0,wt1a,wt,spinal_cord
wt1a_cx43.4,0.0,-0.033705242,0.0,0.0,0.0,0.0,wt1a,wt,spinal_cord
wt1a_greb1l,0.0,0.03523505,0.0,0.0,0.0,0.0,wt1a,wt,spinal_cord
wt1a_lamb1a,0.028326849,0.032761425,0.0,0.0,0.0,0.0,wt1a,wt,spinal_cord
wt1a_fgfr2,0.0,0.029665604,0.0,0.0,0.0,0.033762768,wt1a,wt,spinal_cord
wt1a_efemp2a,0.0,0.0,0.0,0.0,0.0,-0.054274466,wt1a,wt,spinal_cord
wt1a_epha4b,-0.044550285,-0.042741157,0.0,0.0,0.0,0.0,wt1a,wt,spinal_cord
wt1a_ncam1a,-0.055988148,0.0,0.0,0.0,-0.034490377,0.0,wt1a,wt,spinal_cord
wt1a_meis1a,0.05741888,0.0,0.0,0.028742341,0.04509235,0.048313513,wt1a,wt,spinal_cord
lhx1b_gdf11,0.0,0.0,-0.021976136,0.0,0.0,0.0,lhx1b,lhx,somites
lhx1b_zeb2a,0.0,0.0,0.0,0.0,0.0,0.035438124,lhx1b,lhx,somites
lhx1b_greb1l,0.0,0.0,0.0,0.0,0.0,0.036576174,lhx1b,lhx,somites
lhx1b_dld,0.0,0.0,0.0,0.0,0.0,0.0381781,lhx1b,lhx,somites
lhx1b_ctnna2,0.0,0.0,0.0,0.0,0.0,0.03277951,lhx1b,lhx,somites
lhx1b_cep131,0.0,0.0,0.0,0.0,0.0,0.056089383,lhx1b,lhx,somites
lhx2b_slit3,0.0,0.0,-0.026829049,0.0,0.0,0.0,lhx2b,lhx,NMPs
lhx2b_serbp1a,0.0,0.0,0.0,0.025953755,0.0,0.0,lhx2b,lhx,NMPs
lhx5_msgn1,0.0,0.0,0.020077512,0.0,0.0,0.0,lhx5,lhx,NMPs
lhx5_robo1,0.0,0.0,0.02262453,0.0,0.0,0.0,lhx5,lhx,NMPs
lhx5_fn1b,0.0,0.0,0.026951175,0.0,0.0,0.0,lhx5,lhx,NMPs
lhx5_cx43.4,0.0,0.0,0.035436008,0.0,0.0,0.0,lhx5,lhx,NMPs
lhx5_tbx16,0.0,0.0,0.03745483,0.0,0.0,0.0,lhx5,lhx,NMPs
dmrt2a_src,0.0,0.0,0.0,0.0,0.029669946,0.0,dmrt2a,dmr,PSM
dmrt2a_chsy3,0.0,0.0,0.0,0.0,0.029936105,0.0,dmrt2a,dmr,PSM
dmrt2a_mdka,0.0,0.0,0.020882513,0.0,0.031835668,0.0,dmrt2a,dmr,PSM
dmrt2a_aldh1a2,0.0,0.0,0.023151698,0.0,0.06503729,0.0,dmrt2a,dmr,PSM
dmrt2a_tgfbi,0.0,0.033300005,0.0,0.0,0.0,0.0,dmrt2a,dmr,PSM
dmrt2a_lmo4b,0.0,0.0,0.0,0.0,0.06044774,0.04569748,dmrt2a,dmr,PSM
dmrt2a_bcam,0.0,0.0,0.0,0.0,0.08145663,0.06328327,dmrt2a,dmr,PSM
dmrt2a_vash2,0.0,0.0,0.0,0.024977906,0.072565734,0.06206966,dmrt2a,dmr,PSM
dmrt2a_large2,0.0,0.0,0.0,0.030507462,0.08281317,0.060054574,dmrt2a,dmr,PSM
dmrt2a_zgc:92429,0.0,0.0,0.0,0.02161027,0.071701735,0.04024631,dmrt2a,dmr,PSM
dmrt2a_enah,0.029281452,0.033766545,0.0,0.037374638,0.08049639,0.056514546,dmrt2a,dmr,PSM
dmrt2a_meis1a,0.045540277,0.06028683,0.063731,0.03186406,0.065268934,0.0,dmrt2a,dmr,PSM
dmrt2a_apoc1,0.040423848,0.055726368,0.052539002,0.033194616,0.10313876,0.12569043,dmrt2a,dmr,PSM
dmrt2a_zbtb16a,0.0,-0.05301158,-0.028308231,-0.04116798,-0.063419186,-0.036767326,dmrt2a,dmr,PSM
dmrt2a_notch1b,0.0,-0.06805042,0.0,0.0,0.0,0.0,dmrt2a,dmr,PSM
egr2b_fn1a,0.0,0.0,0.0,-0.022700574,0.0,0.0,egr2b,egr,tail_bud
egr2b_cirbpa,0.0,0.0,0.020076366,0.0,0.0,0.0,egr2b,egr,tail_bud
egr2b_agrn,0.0,0.0,0.0,0.022283798,0.0,0.0,egr2b,egr,tail_bud
egr2b_ved,0.0,0.0,0.040472712,0.023281569,0.0,0.0,egr2b,egr,tail_bud
egr2b_nucks1a,0.0389697,0.0,0.0,0.0,0.0,0.03979696,egr2b,egr,tail_bud
egr2a_pax7a,-0.029026797,0.0,0.0,0.0,0.0,0.0,egr2a,egr,neural_posterior
egr2a_slc1a3a,-0.03121797,0.0,0.0,0.0,0.0,0.0,egr2a,egr,neural_posterior
egr1_meox1,0.0,0.0,0.0,0.025228718,0.0,0.0,egr1,egr,neural_posterior
egr1_rxrab,0.0,0.0,0.0,0.027739694,0.0,0.0,egr1,egr,neural_posterior
egr2a_sulf2b,0.030922035,0.0,0.0,0.0,0.0,0.0,egr2a,egr,neural_posterior
egr2a_ptprfb,0.03501116,0.0,0.0,0.0,0.0,0.0,egr2a,egr,neural_posterior
egr1_meis1a,0.026561558,0.0,0.0,0.0,0.0,0.0,egr1,egr,neural_posterior
egr2a_cdh11,0.05122752,0.0,0.0,0.0,0.0,0.0,egr2a,egr,neural_posterior
egr1_agrn,-0.027812624,0.0,0.0,0.0,0.0,-0.051158406,egr1,egr,neural_posterior
egr2a_ved,0.0,0.0,-0.056128625,-0.02161801,0.0,0.0,egr2a,egr,neural_posterior
her9_cntfr,0.0,0.0,0.0,0.023634246,0.031885553,0.0,her9,her,PSM
her9_ntn1a,0.028529106,0.0,0.0,0.0,0.0,0.0,her9,her,PSM
