,degree_centrality_all,cluster
hmga1a,0.24242424242424243,neural_posterior
foxd3,0.19797979797979798,neural_posterior
irx3a,0.15353535353535352,neural_posterior
myog,0.15353535353535352,neural_posterior
sox21a,0.1494949494949495,neural_posterior
sox6,0.12525252525252525,neural_posterior
irx5a,0.10505050505050505,neural_posterior
sox11a,0.09898989898989899,neural_posterior
hoxa4a,0.08888888888888889,neural_posterior
pax3a,0.07676767676767676,neural_posterior
hoxb8a,0.07676767676767676,neural_posterior
pax6a,0.07474747474747474,neural_posterior
mef2ca,0.07474747474747474,neural_posterior
cirbpa,0.0707070707070707,neural_posterior
tenm4,0.0707070707070707,neural_posterior
meox1,0.0707070707070707,neural_posterior
mef2cb,0.0707070707070707,neural_posterior
pcna,0.0707070707070707,neural_posterior
cntfr,0.0707070707070707,neural_posterior
rxraa,0.06868686868686869,neural_posterior
hspa8,0.06666666666666667,neural_posterior
irx1b,0.06464646464646465,neural_posterior
serbp1a,0.06464646464646465,neural_posterior
ntn1a,0.06464646464646465,neural_posterior
foxn3,0.05858585858585859,neural_posterior
cfl1,0.05454545454545454,neural_posterior
pax7a,0.052525252525252523,neural_posterior
rps20,0.052525252525252523,neural_posterior
mef2d,0.052525252525252523,neural_posterior
uncx,0.052525252525252523,neural_posterior
