,degree_centrality_all,cluster
irx3a,0.16099773242630386,somites
hmga1a,0.14512471655328799,somites
meis3,0.13378684807256236,somites
sox11a,0.11337868480725624,somites
pax6a,0.10884353741496598,somites
sox21a,0.10204081632653061,somites
rxraa,0.09297052154195011,somites
tpt1,0.09070294784580499,somites
serbp1a,0.09070294784580499,somites
nr2f1b,0.08616780045351474,somites
lbx1b,0.08616780045351474,somites
hoxb8a,0.07936507936507936,somites
hspa8,0.07709750566893424,somites
hoxb2a,0.07709750566893424,somites
emx3,0.07482993197278912,somites
irx5a,0.07482993197278912,somites
uncx,0.07256235827664399,somites
cirbpa,0.07256235827664399,somites
ybx1,0.06802721088435375,somites
marcksl1b,0.06802721088435375,somites
rpl13a,0.06575963718820861,somites
pax3a,0.06575963718820861,somites
mibp2,0.061224489795918366,somites
tmsb4x,0.05895691609977324,somites
sox6,0.05895691609977324,somites
h3f3b.1,0.05895691609977324,somites
eif5a,0.05668934240362812,somites
hoxa2b,0.05668934240362812,somites
rpsa,0.05668934240362812,somites
nop56,0.05668934240362812,somites
