,degree_centrality_all,cluster
hmga1a,0.2703349282296651,spinal_cord
irx3a,0.16985645933014354,spinal_cord
sox21a,0.16267942583732056,spinal_cord
irx5a,0.14114832535885166,spinal_cord
sox6,0.13636363636363635,spinal_cord
hoxa4a,0.12200956937799043,spinal_cord
sox11a,0.10526315789473684,spinal_cord
pax6a,0.10287081339712918,spinal_cord
cirbpa,0.09330143540669857,spinal_cord
meox1,0.09090909090909091,spinal_cord
pax3a,0.0861244019138756,spinal_cord
pcna,0.0861244019138756,spinal_cord
hspa8,0.08373205741626795,spinal_cord
eif5a,0.08373205741626795,spinal_cord
rxraa,0.08133971291866028,spinal_cord
nr2f1b,0.07894736842105263,spinal_cord
serbp1a,0.07894736842105263,spinal_cord
ntn1a,0.07416267942583732,spinal_cord
myog,0.07177033492822966,spinal_cord
col28a2a,0.06937799043062201,spinal_cord
tpt1,0.06937799043062201,spinal_cord
h3f3b.1,0.06698564593301436,spinal_cord
hoxb8a,0.06698564593301436,spinal_cord
rpsa,0.06698564593301436,spinal_cord
irx1b,0.0645933014354067,spinal_cord
rps20,0.0645933014354067,spinal_cord
si:ch73-281n10.2,0.0645933014354067,spinal_cord
npm1a,0.06220095693779904,spinal_cord
ybx1,0.06220095693779904,spinal_cord
cfl1,0.06220095693779904,spinal_cord
