,degree_centrality_all,cluster
hmga1a,0.25112107623318386,spinal_cord
meox1,0.2062780269058296,spinal_cord
ved,0.14573991031390135,spinal_cord
rxraa,0.1210762331838565,spinal_cord
sox21a,0.11883408071748879,spinal_cord
hoxa2b,0.11883408071748879,spinal_cord
sox19b,0.11659192825112108,spinal_cord
rarga,0.10538116591928251,spinal_cord
vox,0.09865470852017937,spinal_cord
irx1b,0.09641255605381166,spinal_cord
etv4,0.09641255605381166,spinal_cord
foxp4,0.09641255605381166,spinal_cord
msx1a,0.09641255605381166,spinal_cord
rfx4,0.09417040358744394,spinal_cord
uncx4.1,0.08520179372197309,spinal_cord
cdx4,0.08295964125560538,spinal_cord
sox13,0.08295964125560538,spinal_cord
sox19a,0.07847533632286996,spinal_cord
msx1b,0.07847533632286996,spinal_cord
hoxb7a,0.07623318385650224,spinal_cord
meis2a,0.07174887892376682,spinal_cord
tbx16,0.07174887892376682,spinal_cord
foxc1a,0.06950672645739911,spinal_cord
alcamb,0.06726457399103139,spinal_cord
sox11a,0.06726457399103139,spinal_cord
six4a,0.06502242152466367,spinal_cord
sox11b,0.06502242152466367,spinal_cord
hoxd9a,0.06502242152466367,spinal_cord
pax6a,0.06278026905829596,spinal_cord
meis1a,0.06278026905829596,spinal_cord
