,degree_centrality_all,cluster
hmga1a,0.24523809523809523,neural_posterior
sox19a,0.1761904761904762,neural_posterior
sox19b,0.1761904761904762,neural_posterior
sox11b,0.15,neural_posterior
meis2a,0.11904761904761904,neural_posterior
irx1b,0.11666666666666667,neural_posterior
hoxd4a,0.11428571428571428,neural_posterior
sox11a,0.11190476190476191,neural_posterior
ved,0.11190476190476191,neural_posterior
msx1b,0.10476190476190476,neural_posterior
cdx4,0.1,neural_posterior
sox13,0.09761904761904762,neural_posterior
foxp4,0.09285714285714286,neural_posterior
hoxa2b,0.09285714285714286,neural_posterior
hoxa4a,0.09047619047619047,neural_posterior
lmx1bb,0.0880952380952381,neural_posterior
rfx4,0.08571428571428572,neural_posterior
sox9b,0.07857142857142857,neural_posterior
sox3,0.0761904761904762,neural_posterior
pax6a,0.06904761904761905,neural_posterior
nucks1a,0.06904761904761905,neural_posterior
uncx4.1,0.06904761904761905,neural_posterior
nr2f5,0.06904761904761905,neural_posterior
hoxb7a,0.06428571428571428,neural_posterior
pnx,0.06190476190476191,neural_posterior
msx1a,0.06190476190476191,neural_posterior
foxc1a,0.06190476190476191,neural_posterior
tenm4,0.06190476190476191,neural_posterior
dlx4a,0.05952380952380952,neural_posterior
rpl13a,0.05952380952380952,neural_posterior
