,degree_centrality_all,cluster
hmga1a,0.3248847926267281,tail_bud
meox1,0.31797235023041476,tail_bud
vox,0.23271889400921658,tail_bud
rxraa,0.16820276497695852,tail_bud
sox11a,0.14055299539170507,tail_bud
hoxb7a,0.12903225806451613,tail_bud
myf5,0.12442396313364056,tail_bud
tbx16,0.11059907834101383,tail_bud
msx1b,0.11059907834101383,tail_bud
sox19a,0.10829493087557604,tail_bud
gbx1,0.10368663594470046,tail_bud
meis2a,0.10138248847926268,tail_bud
rarga,0.10138248847926268,tail_bud
cx43.4,0.10138248847926268,tail_bud
nr2f5,0.0967741935483871,tail_bud
vent,0.0944700460829493,tail_bud
sox2,0.0944700460829493,tail_bud
ved,0.0944700460829493,tail_bud
eve1,0.09216589861751152,tail_bud
rxrgb,0.08525345622119816,tail_bud
etv5a,0.08064516129032258,tail_bud
irx1b,0.07834101382488479,tail_bud
hoxb9a,0.07834101382488479,tail_bud
cdx4,0.07142857142857142,tail_bud
sox3,0.06682027649769585,tail_bud
apoc1,0.06451612903225806,tail_bud
foxc1a,0.06451612903225806,tail_bud
etv4,0.06221198156682028,tail_bud
msgn1,0.0576036866359447,tail_bud
fn1b,0.055299539170506916,tail_bud
