,degree_centrality_all,cluster
hmga1a,0.29318181818181815,tail_bud
meox1,0.2772727272727273,tail_bud
sox19a,0.21818181818181817,tail_bud
pax6b,0.16590909090909092,tail_bud
sox3,0.1318181818181818,tail_bud
cdx4,0.12272727272727273,tail_bud
vox,0.11363636363636363,tail_bud
ved,0.10681818181818181,tail_bud
hoxd9a,0.10454545454545454,tail_bud
tbx16,0.10454545454545454,tail_bud
hoxb7a,0.09545454545454546,tail_bud
cx43.4,0.09545454545454546,tail_bud
myf5,0.08863636363636364,tail_bud
foxb1a,0.08863636363636364,tail_bud
msx1b,0.08863636363636364,tail_bud
sox11a,0.08636363636363636,tail_bud
rarga,0.08636363636363636,tail_bud
meis1a,0.08409090909090909,tail_bud
rfx4,0.07727272727272727,tail_bud
zgc:174855,0.075,tail_bud
six7,0.06818181818181818,tail_bud
sox5,0.0659090909090909,tail_bud
pax6a,0.06363636363636363,tail_bud
nucks1a,0.06136363636363636,tail_bud
rxraa,0.06136363636363636,tail_bud
meis3,0.06136363636363636,tail_bud
apoc1,0.05909090909090909,tail_bud
lef1,0.056818181818181816,tail_bud
irx3b,0.056818181818181816,tail_bud
foxp4,0.056818181818181816,tail_bud
